code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
TAEUAGU,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J3,28,27,rencontre_D1F_2324_543.pdf,28,27,R,1,1,1,1,0,F,0,0,D1,2324,4,5,-1,-0.711683571886767
TAEUAGW,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,PARIS,MESSAOUDI yacine,J3,29,32,rencontre_D1F_2324_545.pdf,29,31,R,-1,-1,0,0,1,F,1,0,D1,2324,5,4,1,0.0547448901451359
TAEUAHA,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,TOULON METROPOLE VAR HANDBALL,SILVA joel,J4,32,29,rencontre_D1F_2324_549.pdf,31,28,R,1,1,1,1,0,F,1,1,D1,2324,6,5,1,0.68350674260132
TAEUAHB,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J4,31,30,rencontre_D1F_2324_550.pdf,31,29,R,1,1,1,0,0,F,1,0,D1,2324,3,7,-4,-1.49128743840288
TAEUAHE,PARIS,MESSAOUDI yacine,ES BESANCON FEMININ,MIZOULE sebastien,J4,30,29,rencontre_D1F_2324_553.pdf,30,29,R,1,1,1,1,0,F,0,0,D1,2324,7,7,0,0
TAEUAHF,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J4,27,25,rencontre_D1F_2324_554.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2324,3,5,-2,-0.6213697660012
TAEUAHQ,ES BESANCON FEMININ,MIZOULE sebastien,HANDBALL PLAN DE CUQUES,SPINCER angelique,J6,29,27,rencontre_D1F_2324_565.pdf,29,27,R,1,1,1,0,0,F,0,1,D1,2324,11,11,0,0
TAEUAHR,PARIS,MESSAOUDI yacine,BREST BRETAGNE HANDBALL,MOREL pablo,J6,31,33,rencontre_D1F_2324_566.pdf,31,32,R,-1,-1,0,0,0,F,0,0,D1,2324,13,15,-2,-1.12513735425239
TAEUAHT,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J6,28,31,rencontre_D1F_2324_568.pdf,28,31,R,-1,-1,0,0,0,F,0,0,D1,2324,7,8,-1,-0.796972292595442
TAEUAHU,BREST BRETAGNE HANDBALL,MOREL pablo,HANDBALL PLAN DE CUQUES,SPINCER angelique,J7,28,24,rencontre_D1F_2324_569.pdf,27,24,R,1,1,1,1,0,F,1,0,D1,2324,18,12,6,2.1130821751815
TAEUAHZ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,PARIS,MESSAOUDI yacine,J7,28,32,rencontre_D1F_2324_574.pdf,28,31,R,-1,-1,0,0,1,F,0,0,D1,2324,8,14,-6,-1.05654108759075
TAEUAIH,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J8,27,28,rencontre_D1F_2324_582.pdf,25,27,R,-1,-1,0,0,1,F,0,0,D1,2324,11,13,-2,-0.498806371227962
TAEUAIJ,LES NEPTUNES DE NANTES,THOMSEN helle,ES BESANCON FEMININ,MIZOULE sebastien,J9,25,23,rencontre_D1F_2324_584.pdf,24,22,R,1,1,1,1,1,F,0,0,D1,2324,20,17,3,0.489256464612839
TAEUAIL,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,MERIGNAC HANDBALL,CHAGNARD christophe,J9,31,31,rencontre_D1F_2324_586.pdf,29,31,R,-1,0,1,1,0,F,0,0,D1,2324,16,12,4,0.626248274704433
TAEUAIN,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J9,23,24,rencontre_D1F_2324_588.pdf,23,24,R,-1,-1,0,1,0,F,0,0,D1,2324,10,12,-2,-0.195702585845135
TAEUAIO,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,PARIS,MESSAOUDI yacine,J9,30,33,rencontre_D1F_2324_589.pdf,29,32,R,-1,-1,0,0,0,F,0,0,D1,2324,10,18,-8,-1.0176534463947
TAEUAIY,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J11,27,25,rencontre_D1F_2324_599.pdf,27,24,R,1,1,1,1,0,F,0,0,D1,2324,22,17,5,0.444326086085349
TAEUAJA,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,PARIS,MESSAOUDI yacine,J11,24,27,rencontre_D1F_2324_601.pdf,24,27,R,-1,-1,0,0,0,F,0,0,D1,2324,16,24,-8,-0.780936757362128
TAEUAJJ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J12,22,24,rencontre_D1F_2324_610.pdf,21,24,R,-1,-1,0,0,0,F,0,0,D1,2324,13,20,-7,-0.916247708058478
TAEUAJK,METZ HANDBALL,MAYONNADE emmanuel,BREST BRETAGNE HANDBALL,MOREL pablo,J13,22,23,rencontre_D1F_2324_611.pdf,22,23,R,-1,-1,0,0,1,F,0,0,D1,2324,36,36,0,0
TAEUAJL,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,LES NEPTUNES DE NANTES,DELARUE jerome,J13,24,23,rencontre_D1F_2324_612.pdf,23,23,R,0,1,1,0,1,F,0,0,D1,2324,26,32,-6,-1.32115651815163
TAEUAJR,BREST BRETAGNE HANDBALL,MOREL pablo,PARIS,MESSAOUDI yacine,J14,26,24,rencontre_D1F_2324_618.pdf,26,23,R,1,1,1,0,0,F,0,0,D1,2324,39,33,6,0.936353647952151
TAEUAJV,MERIGNAC HANDBALL,NORMAND julia,ES BESANCON FEMININ,MIZOULE sebastien,J14,26,24,rencontre_D1F_2324_622.pdf,25,23,R,1,1,1,1,0,F,0,0,D1,2324,20,26,-6,-0.332254520241086
TAEUAKB,HANDBALL PLAN DE CUQUES,SPINCER angelique,MERIGNAC HANDBALL,CHAGNARD christophe,J15,28,27,rencontre_D1F_2324_628.pdf,28,27,R,1,1,1,1,0,F,0,0,D1,2324,29,23,6,0.502613803912327
TAEUAKG,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,ES BESANCON FEMININ,MIZOULE sebastien,J16,27,26,rencontre_D1F_2324_633.pdf,27,26,R,1,1,1,1,1,F,0,0,D1,2324,33,29,4,0.334905450993159
TAEUAKI,PARIS,MESSAOUDI yacine,TOULON METROPOLE VAR HANDBALL,SILVA joel,J16,33,29,rencontre_D1F_2324_635.pdf,31,28,R,1,1,1,0,0,F,0,0,D1,2324,37,23,14,1.24828395370178
TAEUAKL,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,J16,25,27,rencontre_D1F_2324_638.pdf,25,25,R,0,-1,0,0,1,F,0,0,D1,2324,22,17,5,0.426243301264021
TAEUAKQ,TOULON METROPOLE VAR HANDBALL,SILVA joel,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J17,28,29,rencontre_D1F_2324_643.pdf,27,28,R,-1,-1,0,0,0,F,0,0,D1,2324,24,25,-1,0.569494797451499
TAEUAKY,PARIS,MESSAOUDI yacine,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J18,27,26,rencontre_D1F_2324_651.pdf,26,26,R,0,1,1,1,0,F,0,0,D1,2324,41,26,15,0.599088365297839
TAEUALB,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,PARIS,MESSAOUDI yacine,J19,24,26,rencontre_D1F_2324_654.pdf,24,25,R,-1,-1,0,0,1,F,0,0,D1,2324,41,44,-3,0.0809859311818749
TAEUALC,JDA BOURGOGNE DIJON HANDBALL,FAVIER anthony,METZ HANDBALL,MAYONNADE emmanuel,J19,31,34,rencontre_D1F_2324_655.pdf,30,33,R,-1,-1,0,0,0,F,0,0,D1,2324,36,52,-16,-0.840229036011952
TAEUALD,HANDBALL PLAN DE CUQUES,SPINCER angelique,ES BESANCON FEMININ,MIZOULE sebastien,J19,30,27,rencontre_D1F_2324_656.pdf,28,27,R,1,1,1,0,1,F,0,0,D1,2324,37,34,3,0.506162069886718
TAEUALF,TOULON METROPOLE VAR HANDBALL,SILVA joel,MERIGNAC HANDBALL,CHAGNARD christophe,J19,27,28,rencontre_D1F_2324_658.pdf,26,27,R,-1,-1,0,1,0,F,0,1,D1,2324,26,27,-1,0.222711310750156
TAEUALG,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J19,28,29,rencontre_D1F_2324_659.pdf,27,29,R,-1,-1,0,0,0,F,1,0,D1,2324,23,31,-8,-0.273327517738828
TAEUALH,METZ HANDBALL,MAYONNADE emmanuel,LES NEPTUNES DE NANTES,THOMSEN helle,J20,33,30,rencontre_D1F_2324_660.pdf,32,30,R,1,1,1,0,0,F,0,0,D1,2324,55,49,6,0.336816534854304
TAEUALK,MERIGNAC HANDBALL,CHAGNARD christophe,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,J20,28,29,rencontre_D1F_2324_663.pdf,28,29,R,-1,-1,0,0,1,F,0,0,D1,2324,30,24,6,0.336816534854304
TAEUALL,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J20,26,29,rencontre_D1F_2324_664.pdf,25,28,R,-1,-1,0,0,0,F,0,0,D1,2324,34,42,-8,-1.23499396113245
TAEUALO,LES NEPTUNES DE NANTES,THOMSEN helle,PARIS,MESSAOUDI yacine,J21,30,32,rencontre_D1F_2324_667.pdf,29,30,R,-1,-1,0,1,0,F,0,0,D1,2324,50,50,0,0
TAEUAMI,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,MERIGNAC HANDBALL,CHAGNARD christophe,J23,24,23,rencontre_D1F_2324_687.pdf,23,22,R,1,1,1,1,0,F,0,0,D1,2324,31,33,-2,-0.283218514471246
TAEUAMO,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,ES BESANCON FEMININ,MIZOULE sebastien,J24,27,28,rencontre_D1F_2324_693.pdf,27,28,R,-1,-1,0,0,0,F,1,0,D1,2324,34,45,-11,-0.573434928691556
TAEUAMQ,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,BREST BRETAGNE HANDBALL,MOREL pablo,J25,28,33,rencontre_D1F_2324_695.pdf,28,31,R,-1,-1,0,0,0,F,1,0,D1,2324,54,67,-13,-0.794352046042086
TAEUAMW,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J25,27,25,rencontre_D1F_2324_701.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2324,35,35,0,0
TAEUANB,MERIGNAC HANDBALL,CHAGNARD christophe,PARIS,MESSAOUDI yacine,J26,33,29,rencontre_D1F_2324_706.pdf,31,29,R,1,1,1,0,0,F,1,0,D1,2324,40,62,-22,-1.67446891695431
TAEUKOL,LES NEPTUNES DE NANTES,THOMSEN helle,BREST BRETAGNE HANDBALL,MOREL pablo,J4,23,27,rencontre_D1F_2324_551.pdf,23,26,R,-1,-1,0,0,0,F,0,0,D1,2324,9,9,0,0
TAEUQKN,CESSON RENNES METROPOLE HB,LERICHE sebastien,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J7,27,28,rencontre_D1H_2324_488.pdf,27,27,R,0,-1,0,1,1,H,0,0,D1,2324,8,10,-2,0
TAEUTEG,NOISY LE GRAND HANDBALL,GHERRAM farid,LOMME LILLE METROPOLE HB,WORM laurent,J1,27,26,rencontre_D2F_1_2324_222.pdf,26,26,R,0,1,1,1,0,F,1,0,D2,2324,0,0,0,0
TAEUTEI,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J1,26,25,rencontre_D2F_1_2324_224.pdf,25,25,R,0,1,1,0,1,F,0,1,D2,2324,0,0,0,0
TAEUTEM,SAMBRE AVESNOIS HANDBALL,PETIT clement,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J2,28,26,rencontre_D2F_1_2324_228.pdf,28,25,R,1,1,1,1,0,F,1,0,D2,2324,3,3,0,0
TAEUTEQ,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,NOISY LE GRAND HANDBALL,GHERRAM farid,J2,27,29,rencontre_D2F_1_2324_232.pdf,27,29,R,-1,-1,0,0,1,F,0,0,D2,2324,1,3,-2,-0.626962328219399
TAEUTER,ASUL VAULX EN VELIN,MODENEL sebastien,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J2,24,26,rencontre_D2F_1_2324_233.pdf,24,25,R,-1,-1,0,0,0,F,0,0,D2,2324,1,3,-2,-0.626962328219399
TAEUTET,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J3,26,30,rencontre_D2F_1_2324_235.pdf,26,29,R,-1,-1,0,0,1,F,0,1,D2,2324,6,2,4,1.51382517704875
TAEUTEY,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J3,34,33,rencontre_D2F_1_2324_240.pdf,33,32,R,1,1,1,0,1,F,0,0,D2,2324,4,4,0,0
TAEUTFB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,LOMME LILLE METROPOLE HB,WORM laurent,J4,30,29,rencontre_D2F_1_2324_243.pdf,29,29,R,0,1,1,0,0,F,0,1,D2,2324,5,2,3,1.32586105704145
TAEUTFC,TOULOUSE FEMININ HANDBALL,VEDEL fabien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J4,26,28,rencontre_D2F_1_2324_244.pdf,25,27,R,-1,-1,0,0,0,F,0,0,D2,2324,5,7,-2,-1.01389374950229
TAEUTFK,HAVRE ATHLETIC CLUB HB,PELLAN stephane,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J5,26,26,rencontre_D2F_1_2324_252.pdf,25,26,R,-1,0,1,0,1,F,0,0,D2,2324,8,6,2,1.53392997769474
TAEUTFL,LOMME LILLE METROPOLE HB,WORM laurent,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J5,27,29,rencontre_D2F_1_2324_253.pdf,26,28,R,-1,-1,0,0,1,F,1,0,D2,2324,3,7,-4,-0.76696498884737
TAEUTFM,LE POUZIN HB,KIEFFER sylvain,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J5,20,20,rencontre_D2F_1_2324_254.pdf,19,20,R,-1,0,1,0,0,F,0,0,D2,2324,5,8,-3,-0.383482494423685
TAEUTFP,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,LE POUZIN HB,KIEFFER sylvain,J6,25,22,rencontre_D2F_1_2324_257.pdf,24,21,R,1,1,1,0,0,F,0,0,D2,2324,10,7,3,0.0318594150996416
TAEUTFV,NOISY LE GRAND HANDBALL,GHERRAM farid,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J7,25,23,rencontre_D2F_1_2324_263.pdf,25,22,R,1,1,1,0,0,F,0,0,D2,2324,13,11,2,1.33408065380157
TAEUTFW,ASUL VAULX EN VELIN,MODENEL sebastien,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J7,25,22,rencontre_D2F_1_2324_264.pdf,23,22,R,1,1,1,0,0,F,0,0,D2,2324,5,12,-7,-0.612955976070993
TAEUTGG,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J8,32,31,rencontre_D2F_1_2324_274.pdf,31,31,R,0,1,1,1,1,F,1,0,D2,2324,16,12,4,-0.0522708373489318
TAEUTGH,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,LOMME LILLE METROPOLE HB,WORM laurent,J8,26,23,rencontre_D2F_1_2324_275.pdf,25,22,R,1,1,1,0,0,F,0,0,D2,2324,12,6,6,0.574979210838248
TAEUTGL,TOULOUSE FEMININ HANDBALL,VEDEL fabien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J9,24,25,rencontre_D2F_1_2324_279.pdf,24,25,R,-1,-1,0,1,0,F,0,0,D2,2324,10,19,-9,-0.463183556586585
TAEUTGP,LE POUZIN HB,KIEFFER sylvain,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J9,16,19,rencontre_D2F_1_2324_283.pdf,16,19,R,-1,-1,0,0,0,F,0,0,D2,2324,11,18,-7,-0.21053798026663
TAEUTGR,ASUL VAULX EN VELIN,MODENEL sebastien,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J10,27,23,rencontre_D2F_1_2324_285.pdf,26,23,R,1,1,1,0,0,F,0,1,D2,2324,11,11,0,0
TAEUTGT,HAVRE ATHLETIC CLUB HB,PELLAN stephane,LOMME LILLE METROPOLE HB,WORM laurent,J10,30,29,rencontre_D2F_1_2324_287.pdf,29,26,R,1,1,1,1,0,F,1,0,D2,2324,14,8,6,0.576353978077689
TAEUTGV,NOISY LE GRAND HANDBALL,GHERRAM farid,LE POUZIN HB,KIEFFER sylvain,J10,22,20,rencontre_D2F_1_2324_289.pdf,22,20,R,1,1,1,1,0,F,0,0,D2,2324,22,12,10,1.39003018242266
TAEUTGZ,LOMME LILLE METROPOLE HB,WORM laurent,ASUL VAULX EN VELIN,MODENEL sebastien,J11,29,26,rencontre_D2F_1_2324_293.pdf,29,26,R,1,1,1,0,0,F,0,0,D2,2324,9,14,-5,-1.20021365619327
TAEUTHB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J11,25,27,rencontre_D2F_1_2324_295.pdf,24,26,R,-1,-1,0,0,0,F,0,1,D2,2324,19,17,2,-0.249100947511811
TAEUTHF,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J12,27,26,rencontre_D2F_1_2324_299.pdf,26,25,R,1,1,1,0,0,F,0,0,D2,2324,20,25,-5,0.259937622455018
TAEUTHG,TOULOUSE FEMININ HANDBALL,VEDEL fabien,LOMME LILLE METROPOLE HB,WORM laurent,J12,33,33,rencontre_D2F_1_2324_300.pdf,33,32,R,1,0,0,1,1,F,0,0,D2,2324,13,12,1,1.81956335718513
TAEUTHK,ASUL VAULX EN VELIN,MODENEL sebastien,NOISY LE GRAND HANDBALL,GHERRAM farid,J12,28,27,rencontre_D2F_1_2324_304.pdf,27,27,R,0,1,1,1,1,F,0,0,D2,2324,15,25,-10,-1.03975048982007
TAEUTHM,NOISY LE GRAND HANDBALL,GHERRAM farid,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J13,30,33,rencontre_D2F_1_2324_306.pdf,30,32,R,-1,-1,0,0,0,F,0,0,D2,2324,26,25,1,-1.02218649653996
TAEUTHN,HANDBALL CLERMONT AUVERGNE METROPOLE,BOUSSUGE pierre,ASUL VAULX EN VELIN,MODENEL sebastien,J13,29,28,rencontre_D2F_1_2324_307.pdf,29,27,R,1,1,1,0,0,F,0,0,D2,2324,26,18,8,0.204437299307991
TAEUTHP,LOMME LILLE METROPOLE HB,WORM laurent,LE POUZIN HB,KIEFFER sylvain,J13,29,28,rencontre_D2F_1_2324_309.pdf,29,28,R,1,1,1,0,0,F,0,0,D2,2324,14,15,-1,-1.3726504382108
TAEUTHQ,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J13,31,31,rencontre_D2F_1_2324_310.pdf,30,31,R,-1,0,1,0,1,F,0,0,D2,2324,29,20,9,0.379669270143413
TAEUTHS,LE POUZIN HB,KIEFFER sylvain,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J14,28,27,rencontre_D2F_1_2324_312.pdf,28,26,R,1,1,1,1,0,F,0,0,D2,2324,16,23,-7,-0.0530894461238832
TAEUTHV,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HANDBALL CLERMONT AUVERGNE METROPOLE,BOUSSUGE pierre,J14,16,19,rencontre_D2F_1_2324_315.pdf,16,18,R,-1,-1,0,0,1,F,0,1,D2,2324,20,29,-9,-0.265447230619416
TAEUTIA,TOULOUSE FEMININ HANDBALL,VEDEL fabien,LE POUZIN HB,KIEFFER sylvain,J15,28,27,rencontre_D2F_1_2324_320.pdf,28,27,R,1,1,1,0,0,F,0,0,D2,2324,17,19,-2,-0.257924323590724
TAEUTIL,LE POUZIN HB,KIEFFER sylvain,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J16,29,29,rencontre_D2F_1_2324_331.pdf,27,29,R,-1,0,1,1,1,F,0,0,D2,2324,20,29,-9,-0.786804968091087
TAEUTIM,ASUL VAULX EN VELIN,MODENEL sebastien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J16,27,26,rencontre_D2F_1_2324_332.pdf,27,26,R,1,1,1,1,0,F,1,0,D2,2324,21,27,-6,-0.382162413072814
TAEUTIV,ASUL VAULX EN VELIN,MODENEL sebastien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J18,32,29,rencontre_D2F_1_2324_341.pdf,30,28,R,1,1,1,0,0,F,0,0,D2,2324,25,33,-8,-1.38218948093018
TAEUTIX,LOMME LILLE METROPOLE HB,WORM laurent,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J18,27,28,rencontre_D2F_1_2324_343.pdf,27,27,R,0,-1,0,1,0,F,1,0,D2,2324,25,22,3,0.518321055348816
TAEUTIY,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J18,28,29,rencontre_D2F_1_2324_344.pdf,28,29,R,-1,-1,0,0,0,F,0,0,D2,2324,29,26,3,0.518321055348816
TAEUTJA,NOISY LE GRAND HANDBALL,GHERRAM farid,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J18,30,31,rencontre_D2F_1_2324_346.pdf,30,31,R,-1,-1,0,0,0,F,0,1,D2,2324,34,38,-4,-0.691094740465088
TAEUTJC,HAVRE ATHLETIC CLUB HB,PELLAN stephane,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J19,37,41,rencontre_D2F_1_2324_348.pdf,37,39,R,-1,-1,0,0,1,F,0,0,D2,2324,30,30,0,0
TAEUTJF,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,LOMME LILLE METROPOLE HB,WORM laurent,J19,25,23,rencontre_D2F_1_2324_351.pdf,24,22,R,1,1,1,0,0,F,1,1,D2,2324,29,26,3,0.852204294107138
TAEUTJQ,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J21,34,35,rencontre_D2F_1_2324_362.pdf,33,34,R,-1,-1,0,1,1,F,0,0,D2,2324,33,47,-14,-0.857492925712544
TAEUTJU,LE POUZIN HB,KIEFFER sylvain,LOMME LILLE METROPOLE HB,WORM laurent,J21,30,28,rencontre_D2F_1_2324_366.pdf,30,28,R,1,1,1,0,1,F,0,0,D2,2324,25,28,-3,1.02899151085505
TAEUTKB,LOMME LILLE METROPOLE HB,WORM laurent,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,29,25,rencontre_D2F_1_2324_373.pdf,28,25,R,1,1,1,0,0,F,0,0,D2,2324,29,34,-5,-0.970725343394151
TAEUTKG,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,LE POUZIN HB,KIEFFER sylvain,J23,22,24,rencontre_D2F_1_2324_378.pdf,22,23,R,-1,-1,0,1,1,F,0,0,D2,2324,35,29,6,0.469972383647063
TAEUTKH,HAVRE ATHLETIC CLUB HB,PELLAN stephane,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J23,24,24,rencontre_D2F_1_2324_379.pdf,22,24,R,-1,0,1,0,0,F,0,1,D2,2324,38,51,-13,-1.37750526241381
TAEUTKI,ASUL VAULX EN VELIN,MODENEL sebastien,LOMME LILLE METROPOLE HB,WORM laurent,J23,26,27,rencontre_D2F_1_2324_380.pdf,26,27,R,-1,-1,0,0,0,F,0,0,D2,2324,33,32,1,-0.0162059442636918
TAEUTKK,LOMME LILLE METROPOLE HB,WORM laurent,NOISY LE GRAND HANDBALL,GHERRAM farid,J24,24,25,rencontre_D2F_1_2324_382.pdf,24,25,R,-1,-1,0,0,1,F,0,0,D2,2324,35,44,-9,-0.213999789912775
TAEUTKN,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J24,22,22,rencontre_D2F_1_2324_385.pdf,22,21,R,1,0,0,1,0,F,0,0,D2,2324,45,49,-4,0.123894615212659
TAEUTKQ,LE POUZIN HB,KIEFFER sylvain,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J24,21,21,rencontre_D2F_1_2324_388.pdf,21,19,R,1,0,0,0,0,F,1,1,D2,2324,32,40,-8,-0.146420908887688
TAEUTKV,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J25,35,33,rencontre_D2F_1_2324_393.pdf,34,31,R,1,1,1,1,0,F,0,0,D2,2324,47,32,15,0.436241073444462
TAEUTKY,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J26,23,22,rencontre_D2F_1_2324_396.pdf,23,21,R,1,1,1,0,0,F,0,0,D2,2324,43,54,-11,0
TAEUTLA,TOULOUSE FEMININ HANDBALL,VEDEL fabien,ASUL VAULX EN VELIN,MODENEL sebastien,J26,26,26,rencontre_D2F_1_2324_398.pdf,25,26,R,-1,0,1,0,0,F,0,1,D2,2324,35,38,-3,0.689040962549554
TAEUTLD,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J26,29,31,rencontre_D2F_1_2324_401.pdf,28,31,R,-1,-1,0,0,1,F,0,0,D2,2324,60,53,7,1.5503421657365
TAEUTLE,LE POUZIN HB,KIEFFER sylvain,NOISY LE GRAND HANDBALL,GHERRAM farid,J26,23,24,rencontre_D2F_1_2324_402.pdf,21,24,R,-1,-1,0,0,1,F,0,0,D2,2324,37,53,-16,-0.430650601593472
TAEUUNK,VALENCE HANDBALL,BENKAHLA aziz,CAEN HANDBALL,BEDOS roch,J5,32,30,rencontre_D2H_2324_526.pdf,32,30,R,1,1,1,1,1,H,0,1,D2,2324,8,7,1,0.895143592549291
TAEUWZV,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J10,27,28,rencontre_D1F_2324_592.pdf,27,28,R,-1,-1,0,1,0,F,0,0,D1,2324,15,11,4,1.02733901360168
