"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"SAEEAKW","ISTRES PROVENCE HANDBALL","DEROT gilles","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",32,29,"rencontre_D1H_2223_4171.pdf","J28",31,28,"R",1,1,1,1,0,"H",0,0,"D1","2223","istres provence handball","provence aix universite club handball",14,NA,NA
"SAEEAKX","US IVRY HANDBALL","DINART didier","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,23,"rencontre_D1H_2223_4172.pdf","J28",26,23,"R",1,1,1,0,0,"H",1,1,"D1","2223","us ivry handball","us creteil handball",18,16,-2
"SAEEAKY","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2223_4173.pdf","J29",34,32,"R",1,1,1,0,0,"H",0,1,"D1","2223","paris saint-germain handball","hbc nantes",54,50,-4
"SAEEALG","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,33,"rencontre_D1H_2223_4181.pdf","J30",30,33,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","provence aix universite club handball","paris saint-germain handball",NA,54,NA
"SAEEALH","MONTPELLIER HANDBALL","CANAYER patrice","CHAMBERY SAVOIE HB","MATHE erick",28,27,"rencontre_D1H_2223_4182.pdf","J30",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2223","montpellier handball","chambery savoie hb",52,42,-10
"SAEEALK","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,36,"rencontre_D1H_2223_4185.pdf","J30",36,35,"R",1,0,0,1,0,"H",0,0,"D1","2223","limoges hand 87","cesson rennes metropole hb",25,25,0
"SAEFNAF","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","THOMSEN helle",23,22,"rencontre_D1F_2223_2971.pdf","J1",23,22,"R",1,1,1,1,0,"F",1,0,"D1","2223","chambray touraine handball","les neptunes de nantes",52,56,4
"SAEGDTH","CAEN HANDBALL","BEDOS roch","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",36,34,"rencontre_D2H_2223_425.pdf","J8",35,33,"R",1,1,1,1,0,"H",0,0,"D2","2223","caen handball","sarrebourg moselle sud handball",33,30,-3
"SAEGDTI","CAEN HANDBALL","BEDOS roch","MASSY ESSONNE HB","LEFEBVRE thomas",28,31,"rencontre_D2H_2223_408.pdf","J6",27,29,"R",-1,-1,0,0,0,"H",0,0,"D2","2223","caen handball","massy essonne hb",33,24,-9
"SAEKHBU","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","CAEN HANDBALL","BEDOS roch",30,29,"rencontre_D2H_2223_413.pdf","J7",29,28,"R",1,1,1,1,1,"H",0,0,"D2","2223","tremblay-en-france handball","caen handball",47,33,-14
"SAEKHBZ","CAEN HANDBALL","BEDOS roch","CHERBOURG HB","FERNANDEZ ROURA eduard",28,28,"rencontre_D2H_2223_459.pdf","J13",27,28,"R",-1,0,1,1,1,"H",0,0,"D2","2223","caen handball","cherbourg hb",33,23,-10
"SAEKJCP","SAINT RAPHAEL VHB","BRAUX benjamin","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",28,26,"rencontre_D1H_2223_4049.pdf","J13",28,25,"R",1,1,1,0,0,"H",0,0,"D1","2223","saint raphael vhb","c'chartres metropole handball",26,18,-8
"SAELJXV","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,30,"rencontre_D2H_2223_473.pdf","J14",29,30,"R",-1,0,1,1,0,"H",0,0,"D2","2223","tremblay-en-france handball","dijon metropole hb",47,47,0
"SAEMDHR","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","MONTPELLIER HANDBALL","CANAYER patrice",31,30,"rencontre_D1H_2223_4064.pdf","J15",30,30,"R",0,1,1,1,0,"H",0,0,"D1","2223","fenix toulouse handball","montpellier handball",37,52,15
"SAEMODN","ST AMAND HANDBALL - PORTE DU HAINAUT","GARCIA CARRACEDO felix","MERIGNAC HANDBALL","CHAGNARD christophe",25,25,"rencontre_D1F_2223_3108.pdf","J20",25,24,"R",1,0,0,1,1,"F",0,0,"D1","2223","st amand handball -  porte du hainaut","merignac handball",34,31,-3
"SAEMRVO","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HANDBALL PLAN DE CUQUES","SPINCER angelique",33,29,"rencontre_D1F_2223_3031.pdf","J9",31,28,"R",1,1,1,0,0,"F",1,0,"D1","2223","celles sur belle mellois en poitou","handball plan de cuques",37,40,3
"SAENJHS","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",31,28,"rencontre_D1H_2223_4057.pdf","J14",31,28,"R",1,1,1,0,0,"H",0,0,"D1","2223","c'chartres metropole handball","dunkerque handball grand littoral",18,26,8
"SAENSUY","HANDBALL PLAN DE CUQUES","SPINCER angelique","LES NEPTUNES DE NANTES","THOMSEN helle",28,29,"rencontre_D1F_2223_3073.pdf","J15",27,28,"R",-1,-1,0,0,1,"F",0,1,"D1","2223","handball plan de cuques","les neptunes de nantes",40,56,16
"SAEOYIV","PARIS 92","MESSAOUDI yacine","JDA DIJON HANDBALL","MAZEL christophe",31,28,"rencontre_D1F_2223_3039.pdf","J11",30,27,"R",1,1,1,0,0,"F",1,0,"D1","2223","paris 92","jda dijon handball",51,52,1
"SAEPFKJ","NOISY LE GRAND HANDBALL","GHERRAM farid","ACHENHEIM TRUCHTERSHEIM","BASNY jan",35,33,"rencontre_D2F_1_2223_417.pdf","J10",33,32,"R",1,1,1,1,0,"F",1,1,"D2","2223","noisy le grand handball","achenheim truchtersheim",55,63,8
"SAEPREB","BILLERE HANDBALL","DEHERME daniel","BORDEAUX HANDBALL","PEYRABOUT benoit",29,29,"rencontre_D2H_2223_523.pdf","J21",29,27,"R",1,0,0,1,0,"H",0,0,"D2","2223","billere handball","bordeaux handball",32,30,-2
"SAEPUQR","HANDBALL PLAN DE CUQUES","SPINCER angelique","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",28,27,"rencontre_D1F_2223_3135.pdf","J24",27,26,"R",1,1,1,1,0,"F",0,0,"D1","2223","handball plan de cuques","chambray touraine handball",40,52,12
"SAEPUQS","HAVRE ATHLETIC CLUB HB","PELLAN stephane","SAMBRE AVESNOIS HANDBALL","PETIT clement",27,28,"rencontre_D2F_1_2223_436.pdf","J13",25,28,"R",-1,-1,0,0,0,"F",0,1,"D2","2223","havre athletic club hb","sambre avesnois handball",45,54,9
"SAEPVTJ","NANCY HANDBALL","SYLLA yerime","SARAN LOIRET HB","COURTIAL fabien",34,30,"rencontre_D2H_2223_501.pdf","J18",32,29,"R",1,1,1,0,0,"H",0,0,"D2","2223","nancy handball","saran loiret hb",29,48,19
"SAEQBJW","TOULON METROPOLE VAR HANDBALL","PLANTIN stephane","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",21,24,"rencontre_D1F_2223_3072.pdf","J15",21,24,"R",-1,-1,0,0,0,"F",0,0,"D1","2223","toulon metropole var handball","celles sur belle mellois en poitou",32,37,5
"SAEQEMC","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",26,23,"rencontre_D2F_1_2223_451.pdf","J15",26,23,"R",1,1,1,0,0,"F",0,1,"D2","2223","club athletique beglais","saint gregoire rennes metropole hb",43,38,-5
"SAEQYCW","ISTRES PROVENCE HANDBALL","DEROT gilles","HBC NANTES","COJEAN gregory",35,37,"rencontre_D1H_2223_4124.pdf","J22",33,36,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","istres provence handball","hbc nantes",14,50,36
"SAEQZLK","CAEN HANDBALL","BEDOS roch","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",23,25,"rencontre_D2H_2223_545.pdf","J23",23,24,"R",-1,-1,0,0,1,"H",0,0,"D2","2223","caen handball","pontault-combault handball",33,43,10
"SAERHMS","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",32,29,"rencontre_D1H_2223_4131.pdf","J23",30,28,"R",1,1,1,1,0,"H",0,1,"D1","2223","dunkerque handball grand littoral","provence aix universite club handball",26,NA,NA
"SAERLSV","JDA DIJON HANDBALL","MAZEL christophe","PARIS","MESSAOUDI yacine",22,19,"rencontre_D1F_2223_3133.pdf","J24",22,19,"R",1,1,1,1,0,"F",0,0,"D1","2223","jda dijon handball","paris 92",52,51,-1
"SAERSHE","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,26,"rencontre_D1H_2223_4168.pdf","J28",26,25,"R",1,0,0,0,1,"H",0,1,"D1","2223","cesson rennes metropole hb","chambery savoie hb",25,42,17
"SAERWFV","TOULON METROPOLE VAR HANDBALL","PLANTIN stephane","MERIGNAC HANDBALL","CHAGNARD christophe",31,30,"rencontre_D1F_2223_3134.pdf","J24",31,29,"R",1,1,1,1,0,"F",0,0,"D1","2223","toulon metropole var handball","merignac handball",32,31,-1
"TAETRHW","VALENCE HANDBALL","BENKAHLA aziz","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",35,34,"rencontre_D2H_2324_501.pdf","J2",34,33,"R",1,1,1,0,0,"H",0,1,"D2","2324","valence handball","sarrebourg moselle sud handball",20,21,1
"TAETRIA","ISTRES PROVENCE HANDBALL","DEROT gilles","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",30,32,"rencontre_D2H_2324_505.pdf","J3",29,31,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","istres provence handball","pontault-combault handball",40,37,-3
"TAETRIB","MASSY ESSONNE HB","DIALLO ibrahima","ANGERS SCO HANDBALL","TEJ issam",27,22,"rencontre_D2H_2324_506.pdf","J3",25,22,"R",1,1,1,0,0,"H",0,0,"D2","2324","massy essonne hb","angers sco handball",18,13,-5
"TAETRIE","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",30,31,"rencontre_D2H_2324_509.pdf","J3",30,31,"R",-1,-1,0,0,0,"H",0,0,"D2","2324","selestat alsace handball","handball club cournon d'auvergne",36,18,-18
"TAETRIF","VALENCE HANDBALL","BENKAHLA aziz","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",28,25,"rencontre_D2H_2324_510.pdf","J3",26,23,"R",1,1,1,0,0,"H",0,0,"D2","2324","valence handball","billere handball pau pyrenees",20,24,4
"TAETRII","CAEN HANDBALL","BEDOS roch","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",30,30,"rencontre_D2H_2324_513.pdf","J4",30,29,"R",1,0,0,1,0,"H",1,0,"D2","2324","caen handball","handball club cournon d'auvergne",18,18,0
"TAETRIJ","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,28,"rencontre_D2H_2324_514.pdf","J4",27,28,"R",-1,-1,0,1,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","selestat alsace handball",33,36,3
"TAETRIK","MASSY ESSONNE HB","LEFEBVRE thomas","ISTRES PROVENCE HANDBALL","DEROT gilles",33,36,"rencontre_D2H_2324_515.pdf","J4",33,36,"R",-1,-1,0,0,1,"H",1,0,"D2","2324","massy essonne hb","istres provence handball",18,40,22
"TAETRIO","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",28,27,"rencontre_D2H_2324_519.pdf","J5",28,27,"R",1,1,1,1,0,"H",1,0,"D2","2324","grand besancon doubs handball","billere handball pau pyrenees",27,24,-3
"TAETRIT","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","MASSY ESSONNE HB","LEFEBVRE thomas",31,32,"rencontre_D2H_2324_524.pdf","J5",31,32,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","sarrebourg moselle sud handball","massy essonne hb",21,18,-3
"TAETRIU","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",26,27,"rencontre_D2H_2324_525.pdf","J5",26,25,"R",1,-1,0,0,0,"H",1,0,"D2","2324","selestat alsace handball","pontault-combault handball",36,37,1
"TAETRIZ","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",28,26,"rencontre_D2H_2324_530.pdf","J6",27,25,"R",1,1,1,1,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","handball club cournon d'auvergne",33,18,-15
"TAETRJC","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","ISTRES PROVENCE HANDBALL","DEROT gilles",38,34,"rencontre_D2H_2324_533.pdf","J6",35,33,"R",1,1,1,0,0,"H",0,0,"D2","2324","tremblay-en-france handball","istres provence handball",54,40,-14
"TAETRJF","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",31,31,"rencontre_D2H_2324_536.pdf","J7",31,30,"R",1,0,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","frontignan thau handball",18,30,12
"TAETRJI","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",31,33,"rencontre_D2H_2324_539.pdf","J7",30,32,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","sarrebourg moselle sud handball","billere handball pau pyrenees",21,24,3
"TAETRJP","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","VALENCE HANDBALL","BENKAHLA aziz",29,28,"rencontre_D2H_2324_546.pdf","J8",28,26,"R",1,1,1,0,0,"H",0,0,"D2","2324","handball club cournon d'auvergne","valence handball",18,20,2
"TAETRJQ","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","ISTRES PROVENCE HANDBALL","DEROT gilles",34,35,"rencontre_D2H_2324_547.pdf","J8",33,35,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","frontignan thau handball","istres provence handball",30,40,10
"TAETRJU","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",28,30,"rencontre_D2H_2324_551.pdf","J9",27,29,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","grand besancon doubs handball","frontignan thau handball",27,30,3
"TAETRKA","VALENCE HANDBALL","BENKAHLA aziz","ANGERS SCO HANDBALL","TEJ issam",27,28,"rencontre_D2H_2324_557.pdf","J9",27,27,"R",0,-1,0,0,1,"H",0,0,"D2","2324","valence handball","angers sco handball",20,13,-7
"TAETRKG","MASSY ESSONNE HB","LEFEBVRE thomas","VALENCE HANDBALL","BENKAHLA aziz",29,30,"rencontre_D2H_2324_563.pdf","J10",29,29,"R",0,-1,0,1,1,"H",1,0,"D2","2324","massy essonne hb","valence handball",18,20,2
"TAETRKL","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","CAEN HANDBALL","BEDOS roch",28,29,"rencontre_D2H_2324_568.pdf","J11",27,27,"R",0,-1,0,0,1,"H",0,0,"D2","2324","grand besancon doubs handball","caen handball",27,18,-9
"TAETRKM","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",24,25,"rencontre_D2H_2324_569.pdf","J11",24,25,"R",-1,-1,0,0,0,"H",0,0,"D2","2324","billere handball pau pyrenees","handball club cournon d'auvergne",24,18,-6
"TAETRKN","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","NANCY HANDBALL","SYLLA yerime",36,33,"rencontre_D2H_2324_570.pdf","J11",35,32,"R",1,1,1,0,0,"H",0,0,"D2","2324","frontignan thau handball","nancy handball",30,25,-5
"TAETRKO","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","ISTRES PROVENCE HANDBALL","DEROT gilles",32,31,"rencontre_D2H_2324_571.pdf","J11",30,31,"R",-1,1,1,1,1,"H",0,0,"D2","2324","sarrebourg moselle sud handball","istres provence handball",21,40,19
"TAETRKT","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","ANGERS SCO HANDBALL","TEJ issam",34,34,"rencontre_D2H_2324_576.pdf","J12",34,33,"R",1,0,0,1,1,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","angers sco handball",33,13,-20
"TAETRKU","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",28,30,"rencontre_D2H_2324_577.pdf","J12",28,29,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","tremblay-en-france handball",18,54,36
"TAETRKV","ISTRES PROVENCE HANDBALL","DEROT gilles","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_578.pdf","J12",30,28,"R",1,1,1,1,0,"H",0,0,"D2","2324","istres provence handball","valence handball",40,20,-20
"TAETRKX","NANCY HANDBALL","SYLLA yerime","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",29,28,"rencontre_D2H_2324_580.pdf","J12",28,28,"R",0,1,1,1,0,"H",0,0,"D2","2324","nancy handball","sarrebourg moselle sud handball",25,21,-4
"TAETRLA","ANGERS SCO HANDBALL","TEJ issam","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",24,25,"rencontre_D2H_2324_583.pdf","J13",24,24,"R",0,-1,0,1,0,"H",0,0,"D2","2324","angers sco handball","sarrebourg moselle sud handball",13,21,8
"TAETRLC","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","CAEN HANDBALL","BEDOS roch",35,33,"rencontre_D2H_2324_585.pdf","J13",34,33,"R",1,1,1,0,0,"H",0,0,"D2","2324","billere handball pau pyrenees","caen handball",24,18,-6
"TAETRLE","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",33,31,"rencontre_D2H_2324_587.pdf","J13",32,30,"R",1,1,1,0,0,"H",0,0,"D2","2324","frontignan thau handball","selestat alsace handball",30,36,6
"TAETRLF","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",31,28,"rencontre_D2H_2324_588.pdf","J13",29,27,"R",1,1,1,0,0,"H",0,1,"D2","2324","tremblay-en-france handball","pontault-combault handball",54,37,-17
"TAETRLG","VALENCE HANDBALL","BENKAHLA aziz","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard",28,30,"rencontre_D2H_2324_589.pdf","J13",27,30,"R",-1,-1,0,0,1,"H",1,1,"D2","2324","valence handball","js cherbourgeoise  manche hb",20,33,13
"TAETRLO","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",35,32,"rencontre_D2H_2324_597.pdf","J14",34,32,"R",1,1,1,0,0,"H",1,0,"D2","2324","sarrebourg moselle sud handball","frontignan thau handball",21,30,9
"TAETRLU","ISTRES PROVENCE HANDBALL","DEROT gilles","NANCY HANDBALL","SYLLA yerime",32,31,"rencontre_D2H_2324_603.pdf","J15",32,29,"R",1,1,1,1,0,"H",0,0,"D2","2324","istres provence handball","nancy handball",40,25,-15
"TAETRLW","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,29,"rencontre_D2H_2324_605.pdf","J15",26,28,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","tremblay-en-france handball","selestat alsace handball",54,36,-18
"TAETRLY","ANGERS SCO HANDBALL","TEJ issam","VALENCE HANDBALL","BENKAHLA aziz",23,24,"rencontre_D2H_2324_607.pdf","J16",23,23,"R",0,-1,0,0,0,"H",0,1,"D2","2324","angers sco handball","valence handball",13,20,7
"TAETRMA","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",26,28,"rencontre_D2H_2324_609.pdf","J16",26,27,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","tremblay-en-france handball",33,54,21
"TAETRMB","MASSY ESSONNE HB","LEFEBVRE thomas","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",28,30,"rencontre_D2H_2324_610.pdf","J16",27,29,"R",-1,-1,0,0,1,"H",0,1,"D2","2324","massy essonne hb","handball club cournon d'auvergne",18,18,0
"TAETRMC","NANCY HANDBALL","SYLLA yerime","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",23,25,"rencontre_D2H_2324_611.pdf","J16",22,25,"R",-1,-1,0,0,0,"H",0,0,"D2","2324","nancy handball","billere handball pau pyrenees",25,24,-1
"TAETRMI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard",26,30,"rencontre_D2H_2324_617.pdf","J17",26,29,"R",-1,-1,0,0,0,"H",0,0,"D2","2324","handball club cournon d'auvergne","js cherbourgeoise  manche hb",18,33,15
"TAETRMJ","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","MASSY ESSONNE HB","LEFEBVRE thomas",31,32,"rencontre_D2H_2324_618.pdf","J17",30,31,"R",-1,-1,0,0,0,"H",0,1,"D2","2324","frontignan thau handball","massy essonne hb",30,18,-12
"TAETRMK","ISTRES PROVENCE HANDBALL","DEROT gilles","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,27,"rencontre_D2H_2324_619.pdf","J17",27,25,"R",1,0,0,0,0,"H",1,0,"D2","2324","istres provence handball","selestat alsace handball",40,36,-4
"TAETRMO","ANGERS SCO HANDBALL","TEJ issam","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",25,27,"rencontre_D2H_2324_623.pdf","J18",25,26,"R",-1,-1,0,1,0,"H",1,0,"D2","2324","angers sco handball","billere handball pau pyrenees",13,24,11
"TAETRMT","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",30,29,"rencontre_D2H_2324_628.pdf","J18",29,29,"R",0,1,1,1,1,"H",0,0,"D2","2324","sarrebourg moselle sud handball","handball club cournon d'auvergne",21,18,-3
"TAETRMW","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","MASSY ESSONNE HB","LEFEBVRE thomas",23,23,"rencontre_D2H_2324_631.pdf","J19",22,23,"R",-1,0,1,1,1,"H",1,1,"D2","2324","billere handball pau pyrenees","massy essonne hb",24,18,-6
"TAETRMY","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",36,33,"rencontre_D2H_2324_633.pdf","J19",35,32,"R",1,1,1,0,0,"H",1,0,"D2","2324","frontignan thau handball","sarrebourg moselle sud handball",30,21,-9
"TAETRMZ","ISTRES PROVENCE HANDBALL","DEROT gilles","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",28,27,"rencontre_D2H_2324_634.pdf","J19",27,27,"R",0,1,1,0,1,"H",0,0,"D2","2324","istres provence handball","grand besancon doubs handball",40,27,-13
"TAETRNA","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,26,"rencontre_D2H_2324_635.pdf","J19",26,25,"R",1,1,1,1,0,"H",0,0,"D2","2324","pontault-combault handball","selestat alsace handball",37,36,-1
"TAETRNF","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",32,33,"rencontre_D2H_2324_640.pdf","J20",32,32,"R",0,-1,0,1,1,"H",0,1,"D2","2324","billere handball pau pyrenees","tremblay-en-france handball",24,54,30
"TAETRNG","CAEN HANDBALL","QUINTALLET sebastien","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",31,28,"rencontre_D2H_2324_641.pdf","J20",31,28,"R",1,1,1,0,0,"H",0,0,"D2","2324","caen handball","frontignan thau handball",18,30,12
"TAETRNH","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",27,29,"rencontre_D2H_2324_642.pdf","J20",26,28,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","grand besancon doubs handball",18,27,9
"TAETRNI","MASSY ESSONNE HB","LEFEBVRE thomas","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",27,29,"rencontre_D2H_2324_643.pdf","J20",27,29,"R",-1,-1,0,0,0,"H",1,0,"D2","2324","massy essonne hb","pontault-combault handball",18,37,19
"TAETRNJ","NANCY HANDBALL","SYLLA yerime","ISTRES PROVENCE HANDBALL","DEROT gilles",29,32,"rencontre_D2H_2324_644.pdf","J20",29,31,"R",-1,-1,0,0,0,"H",0,0,"D2","2324","nancy handball","istres provence handball",25,40,15
"TAETRNN","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","NANCY HANDBALL","SYLLA yerime",26,28,"rencontre_D2H_2324_648.pdf","J21",26,28,"R",-1,-1,0,0,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","nancy handball",33,25,-8
"TAETRNP","ISTRES PROVENCE HANDBALL","DEROT gilles","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",34,32,"rencontre_D2H_2324_650.pdf","J21",34,31,"R",1,1,1,1,0,"H",0,0,"D2","2324","istres provence handball","sarrebourg moselle sud handball",40,21,-19
"TAETRNU","ANGERS SCO HANDBALL","TEJ issam","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",32,32,"rencontre_D2H_2324_655.pdf","J22",30,32,"R",-1,0,1,0,1,"H",0,1,"D2","2324","angers sco handball","selestat alsace handball",13,36,23
"TAETRNV","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","VALENCE HANDBALL","BENKAHLA aziz",23,27,"rencontre_D2H_2324_656.pdf","J22",23,25,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","billere handball pau pyrenees","valence handball",24,20,-4
"TAETRNY","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",28,29,"rencontre_D2H_2324_659.pdf","J22",27,29,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","pontault-combault handball",18,37,19
"TAETROC","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard",24,22,"rencontre_D2H_2324_663.pdf","J23",22,21,"R",1,1,1,0,1,"H",0,0,"D2","2324","grand besancon doubs handball","js cherbourgeoise  manche hb",27,33,6
"TAETROE","ISTRES PROVENCE HANDBALL","DEROT gilles","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",25,24,"rencontre_D2H_2324_665.pdf","J23",25,23,"R",1,1,1,0,1,"H",1,0,"D2","2324","istres provence handball","billere handball pau pyrenees",40,24,-16
