code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_29_min,score_visiteur_29_min,temps_proche_30_min,score_recevant_30_min,score_visiteur_30_min,equipe,statut_29_min,statut_30_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
TAETSXS,MONTPELLIER HANDBALL,CANAYER patrice,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J18,26,31,rencontre_D1H_2324_581.pdf,13,14,1797,13,15,R,-1,-1,-1,0,0,0,H,0,1,D1,2324
TAETSXT,SAINT-RAPHAEL VHB,BRAUX benjamin,CHAMBERY SAVOIE HB,MATHE erick,J18,34,33,rencontre_D1H_2324_582.pdf,18,15,1794,18,16,R,1,1,1,1,1,0,H,0,0,D1,2324
TAETSXV,CHAMBERY SAVOIE HB,MATHE erick,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J19,25,30,rencontre_D1H_2324_584.pdf,14,15,1798,15,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSXW,US CRETEIL HANDBALL,DELGADO fernando,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J19,24,32,rencontre_D1H_2324_585.pdf,14,15,1759,14,15,R,-1,-1,-1,0,0,1,H,1,0,D1,2324
TAETSXY,LIMOGES HAND 87,RODRIGUEZ alberto,SAINT-RAPHAEL VHB,BRAUX benjamin,J19,34,31,rencontre_D1H_2324_587.pdf,17,15,1796,17,16,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSXZ,HBC NANTES,COJEAN gregory,DIJON METROPOLE HB,CHADUTEAUD ulrich,J19,47,34,rencontre_D1H_2324_588.pdf,19,17,1769,20,17,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSYC,SARAN LOIRET HB,ROUSSEL jeremy,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J19,32,34,rencontre_D1H_2324_591.pdf,16,14,1760,16,15,R,1,1,-1,1,0,0,H,0,0,D1,2324
TAETSYD,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J20,34,30,rencontre_D1H_2324_592.pdf,14,14,1788,15,14,R,0,1,1,1,0,1,H,0,1,D1,2324
TAETSYG,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,ROUSSEL jeremy,J20,29,33,rencontre_D1H_2324_595.pdf,12,15,1798,12,17,R,-1,-1,-1,0,0,0,H,0,1,D1,2324
TAETSYI,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,CHAMBERY SAVOIE HB,MATHE erick,J20,34,33,rencontre_D1H_2324_597.pdf,16,14,1787,17,15,R,1,1,1,1,0,0,H,0,1,D1,2324
TAETSYJ,SAINT-RAPHAEL VHB,BRAUX benjamin,US IVRY HANDBALL,DINART didier,J20,33,31,rencontre_D1H_2324_598.pdf,19,16,1712,19,16,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSYM,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,CESSON RENNES METROPOLE HB,LERICHE sebastien,J21,31,39,rencontre_D1H_2324_601.pdf,21,18,1787,21,19,R,1,1,-1,1,0,0,H,0,1,D1,2324
TAETSYR,HBC NANTES,COJEAN gregory,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J21,40,30,rencontre_D1H_2324_606.pdf,17,15,1788,18,15,R,1,1,1,1,1,0,H,0,0,D1,2324
TAETSYS,USAM NIMES GARD,CHAUVET jerome,SAINT-RAPHAEL VHB,BRAUX benjamin,J21,39,37,rencontre_D1H_2324_607.pdf,18,15,1797,18,15,R,1,1,1,1,0,0,H,1,1,D1,2324
TAETSYT,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,HBC NANTES,COJEAN gregory,J22,24,30,rencontre_D1H_2324_608.pdf,13,12,1795,14,13,R,1,1,-1,1,0,0,H,0,0,D1,2324
TAETSYU,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT-RAPHAEL VHB,BRAUX benjamin,J22,26,26,rencontre_D1H_2324_609.pdf,15,15,1752,15,16,R,0,-1,0,0,0,0,H,0,0,D1,2324
TAETSYV,CHAMBERY SAVOIE HB,MATHE erick,LIMOGES HAND,RODRIGUEZ alberto,J22,37,39,rencontre_D1H_2324_610.pdf,18,20,1792,19,21,R,-1,-1,-1,0,0,0,H,1,0,D1,2324
TAETSYY,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,US IVRY HANDBALL,DINART didier,J22,36,31,rencontre_D1H_2324_613.pdf,16,15,1779,16,16,R,1,0,1,0,1,0,H,0,0,D1,2324
TAETSZA,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,US CRETEIL HANDBALL,DELGADO fernando,J22,31,27,rencontre_D1H_2324_615.pdf,16,16,1789,17,16,R,0,1,1,1,0,0,H,1,0,D1,2324
TAETSZC,US CRETEIL HANDBALL,DELGADO fernando,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J23,31,27,rencontre_D1H_2324_617.pdf,12,15,1790,13,15,R,-1,-1,1,0,0,0,H,0,0,D1,2324
TAETSZE,US IVRY HANDBALL,DINART didier,CHAMBERY SAVOIE HB,MATHE erick,J23,30,29,rencontre_D1H_2324_619.pdf,16,13,1773,16,14,R,1,1,1,1,0,0,H,1,0,D1,2324
TAETSZH,SAINT-RAPHAEL VHB,BRAUX benjamin,MONTPELLIER HANDBALL,CANAYER patrice,J23,38,42,rencontre_D1H_2324_622.pdf,17,18,1667,17,18,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSZJ,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,US IVRY HANDBALL,DINART didier,J24,38,37,rencontre_D1H_2324_624.pdf,18,17,1799,19,18,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSZK,CHAMBERY SAVOIE HB,MATHE erick,USAM NIMES GARD,CHAUVET jerome,J24,39,31,rencontre_D1H_2324_625.pdf,16,17,1767,17,17,R,-1,0,1,1,0,1,H,0,0,D1,2324
TAETSZL,DIJON METROPOLE HB,CHADUTEAUD ulrich,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J24,34,30,rencontre_D1H_2324_626.pdf,14,14,1779,15,14,R,0,1,1,1,0,1,H,1,0,D1,2324
TAETSZM,LIMOGES HAND 87,RODRIGUEZ alberto,SARAN LOIRET HB,ROUSSEL jeremy,J24,33,26,rencontre_D1H_2324_627.pdf,14,15,1773,15,15,R,-1,0,1,1,0,0,H,0,0,D1,2324
TAETSZR,CESSON RENNES METROPOLE HB,LERICHE sebastien,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J25,24,27,rencontre_D1H_2324_632.pdf,12,13,1797,12,13,R,-1,-1,-1,0,0,1,H,0,0,D1,2324
TAETSZU,US CRETEIL HANDBALL,DELGADO fernando,DIJON METROPOLE HB,CHADUTEAUD ulrich,J25,27,33,rencontre_D1H_2324_635.pdf,14,13,1768,14,14,R,1,0,-1,0,1,0,H,0,0,D1,2324
TAETSZV,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,USAM NIMES GARD,CHAUVET jerome,J25,31,26,rencontre_D1H_2324_636.pdf,13,11,1775,13,12,R,1,1,1,1,0,0,H,0,1,D1,2324
TAETSZW,US IVRY HANDBALL,DINART didier,LIMOGES HAND,RODRIGUEZ alberto,J25,27,28,rencontre_D1H_2324_637.pdf,15,12,1756,15,13,R,1,1,-1,1,0,0,H,0,0,D1,2324
TAETSZX,SAINT-RAPHAEL VHB,BRAUX benjamin,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J25,30,30,rencontre_D1H_2324_638.pdf,14,17,1798,15,17,R,-1,-1,0,0,0,0,H,0,1,D1,2324
TAETTAA,DIJON METROPOLE HB,CHADUTEAUD ulrich,CHAMBERY SAVOIE HB,MATHE erick,J26,27,31,rencontre_D1H_2324_641.pdf,13,15,1734,13,15,R,-1,-1,-1,0,0,0,H,1,0,D1,2324
TAETTAC,LIMOGES HAND 87,RODRIGUEZ alberto,HBC NANTES,COJEAN gregory,J26,28,33,rencontre_D1H_2324_643.pdf,13,12,1765,14,12,R,1,1,-1,1,0,0,H,0,0,D1,2324
TAETTAF,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J26,34,27,rencontre_D1H_2324_646.pdf,16,14,1776,17,15,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETTAI,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J27,31,34,rencontre_D1H_2324_649.pdf,15,18,1773,16,19,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETTAM,HBC NANTES,COJEAN gregory,CHAMBERY SAVOIE HB,MATHE erick,J27,34,26,rencontre_D1H_2324_653.pdf,14,13,1753,15,13,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETTAQ,CESSON RENNES METROPOLE HB,LERICHE sebastien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J28,32,29,rencontre_D1H_2324_657.pdf,16,14,1787,17,14,R,1,1,1,1,1,0,H,0,0,D1,2324
TAETTAT,LIMOGES HAND 87,RODRIGUEZ alberto,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J28,32,32,rencontre_D1H_2324_660.pdf,16,17,1784,17,17,R,-1,0,0,1,0,0,H,1,1,D1,2324
TAETTAU,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,COJEAN gregory,J28,31,33,rencontre_D1H_2324_661.pdf,15,13,1792,16,14,R,1,1,-1,1,0,0,H,0,0,D1,2324
TAETTAW,SAINT-RAPHAEL VHB,BRAUX benjamin,US CRETEIL HANDBALL,DELGADO fernando,J28,30,37,rencontre_D1H_2324_663.pdf,15,16,1777,15,17,R,-1,-1,-1,0,0,1,H,0,0,D1,2324
TAETTAX,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,MONTPELLIER HANDBALL,CANAYER patrice,J29,27,29,rencontre_D1H_2324_664.pdf,13,15,1767,13,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETTAY,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,SARAN LOIRET HB,ROUSSEL jeremy,J29,30,34,rencontre_D1H_2324_665.pdf,14,17,1779,15,18,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETTBA,DIJON METROPOLE HB,PECAUD samuel,SAINT-RAPHAEL VHB,BRAUX benjamin,J29,32,34,rencontre_D1H_2324_667.pdf,15,12,1792,16,14,R,1,1,-1,1,1,0,H,0,0,D1,2324
TAETTBB,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,CESSON RENNES METROPOLE HB,LERICHE sebastien,J29,31,23,rencontre_D1H_2324_668.pdf,13,11,1750,13,12,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETTBF,CESSON RENNES METROPOLE HB,LERICHE sebastien,US CRETEIL HANDBALL,DELGADO fernando,J30,32,32,rencontre_D1H_2324_672.pdf,16,17,1788,17,17,R,-1,0,0,1,0,1,H,0,0,D1,2324
TAETTBG,CHAMBERY SAVOIE HB,MATHE erick,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J30,28,27,rencontre_D1H_2324_673.pdf,13,10,1795,15,10,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETTBJ,HBC NANTES,COJEAN gregory,USAM NIMES GARD,CHAUVET jerome,J30,36,32,rencontre_D1H_2324_676.pdf,15,15,1779,15,16,R,0,-1,1,0,0,0,H,0,1,D1,2324
TAETTBK,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J30,39,36,rencontre_D1H_2324_677.pdf,20,19,1768,21,19,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETTBL,SAINT-RAPHAEL VHB,BRAUX benjamin,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J30,35,35,rencontre_D1H_2324_678.pdf,17,16,1798,17,16,R,1,1,0,1,0,0,H,0,0,D1,2324
TAEUAGG,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J1,29,22,rencontre_D1F_2324_529.pdf,12,11,1768,12,11,R,1,1,1,1,1,0,F,0,0,D1,2324
TAEUAGL,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ES BESANCON FEMININ,MIZOULE sebastien,J2,26,25,rencontre_D1F_2324_534.pdf,12,12,1789,12,13,R,0,-1,1,0,0,0,F,1,0,D1,2324
TAEUAGM,TOULON METROPOLE VAR HANDBALL,SILVA joel,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J2,26,25,rencontre_D1F_2324_535.pdf,15,14,1756,15,14,R,1,1,1,1,0,1,F,0,0,D1,2324
TAEUAGO,PARIS 92,MESSAOUDI yacine,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J2,31,25,rencontre_D1F_2324_537.pdf,11,13,1773,12,14,R,-1,-1,1,0,0,0,F,0,0,D1,2324
TAEUAGS,ES BESANCON FEMININ,MIZOULE sebastien,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J3,32,25,rencontre_D1F_2324_541.pdf,14,11,1793,16,11,R,1,1,1,1,0,0,F,0,1,D1,2324
TAEUAGW,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,PARIS,MESSAOUDI yacine,J3,29,32,rencontre_D1F_2324_545.pdf,16,16,1793,17,18,R,0,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAHA,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,TOULON METROPOLE VAR HANDBALL,SILVA joel,J4,32,29,rencontre_D1F_2324_549.pdf,15,15,1795,16,15,R,0,1,1,1,0,0,F,0,0,D1,2324
TAEUAHF,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J4,27,25,rencontre_D1F_2324_554.pdf,12,11,1795,12,13,R,1,-1,1,0,1,0,F,0,0,D1,2324
TAEUAHJ,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,ES BESANCON FEMININ,MIZOULE sebastien,J5,30,35,rencontre_D1F_2324_558.pdf,15,18,1738,15,18,R,-1,-1,-1,0,0,0,F,1,0,D1,2324
TAEUAHM,STELLA SAINT-MAUR HANDBALL,SAMSON remi,MERIGNAC HANDBALL,CHAGNARD christophe,J5,23,29,rencontre_D1F_2324_561.pdf,13,12,1732,13,12,R,1,1,-1,1,0,0,F,0,0,D1,2324
TAEUAHP,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,TOULON METROPOLE VAR HANDBALL,SILVA joel,J6,36,24,rencontre_D1F_2324_564.pdf,16,13,1799,16,14,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAHQ,ES BESANCON FEMININ,MIZOULE sebastien,HANDBALL PLAN DE CUQUES,SPINCER angelique,J6,29,27,rencontre_D1F_2324_565.pdf,14,13,1775,15,13,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAHS,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,MERIGNAC HANDBALL,CHAGNARD christophe,J6,27,24,rencontre_D1F_2324_567.pdf,12,11,1759,13,11,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAHU,BREST BRETAGNE HANDBALL,MOREL pablo,HANDBALL PLAN DE CUQUES,SPINCER angelique,J7,28,24,rencontre_D1F_2324_569.pdf,9,12,1795,11,14,R,-1,-1,1,0,0,0,F,0,0,D1,2324
TAEUAHX,MERIGNAC HANDBALL,CHAGNARD christophe,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J7,33,29,rencontre_D1F_2324_572.pdf,14,14,1798,14,15,R,0,-1,1,0,0,0,F,0,0,D1,2324
TAEUAHZ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,PARIS,MESSAOUDI yacine,J7,28,32,rencontre_D1F_2324_574.pdf,12,15,1749,12,16,R,-1,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAIA,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J7,20,28,rencontre_D1F_2324_575.pdf,12,13,1779,12,13,R,-1,-1,-1,0,1,0,F,0,0,D1,2324
TAEUAIB,HANDBALL PLAN DE CUQUES,SPINCER angelique,TOULON METROPOLE VAR HANDBALL,SILVA joel,J8,36,24,rencontre_D1F_2324_576.pdf,15,12,1764,16,12,R,1,1,1,1,0,0,F,0,1,D1,2324
TAEUAIH,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J8,27,28,rencontre_D1F_2324_582.pdf,11,13,1761,12,13,R,-1,-1,-1,0,0,1,F,0,0,D1,2324
TAEUAIJ,LES NEPTUNES DE NANTES,THOMSEN helle,ES BESANCON FEMININ,MIZOULE sebastien,J9,25,23,rencontre_D1F_2324_584.pdf,14,11,1781,14,12,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAIL,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,MERIGNAC HANDBALL,CHAGNARD christophe,J9,31,31,rencontre_D1F_2324_586.pdf,14,13,1773,14,14,R,1,0,0,0,0,0,F,0,1,D1,2324
TAEUAIU,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,LES NEPTUNES DE NANTES,THOMSEN helle,J10,25,29,rencontre_D1F_2324_595.pdf,15,15,1799,16,15,R,0,1,-1,1,0,0,F,0,0,D1,2324
TAEUAIX,LES NEPTUNES DE NANTES,THOMSEN helle,MERIGNAC HANDBALL,CHAGNARD christophe,J11,32,21,rencontre_D1F_2324_598.pdf,15,12,1793,16,13,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAIZ,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,BREST BRETAGNE HANDBALL,MOREL pablo,J11,24,32,rencontre_D1F_2324_600.pdf,13,13,1776,14,13,R,0,1,-1,1,0,0,F,0,0,D1,2324
TAEUAJA,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,PARIS,MESSAOUDI yacine,J11,24,27,rencontre_D1F_2324_601.pdf,10,12,1743,10,13,R,-1,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAJC,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,HANDBALL PLAN DE CUQUES,SPINCER angelique,J11,25,31,rencontre_D1F_2324_603.pdf,14,15,1723,14,15,R,-1,-1,-1,0,0,0,F,1,0,D1,2324
TAEUAJG,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,TOULON METROPOLE VAR HANDBALL,SILVA joel,J12,25,34,rencontre_D1F_2324_607.pdf,11,14,1792,11,14,R,-1,-1,-1,0,1,0,F,0,1,D1,2324
TAEUAJJ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J12,22,24,rencontre_D1F_2324_610.pdf,12,14,1794,12,15,R,-1,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAJK,METZ HANDBALL,MAYONNADE emmanuel,BREST BRETAGNE HANDBALL,MOREL pablo,J13,22,23,rencontre_D1F_2324_611.pdf,15,14,1727,15,14,R,1,1,-1,1,0,0,F,0,0,D1,2324
TAEUAJL,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,LES NEPTUNES DE NANTES,DELARUE jerome,J13,24,23,rencontre_D1F_2324_612.pdf,14,12,1744,14,12,R,1,1,1,1,0,0,F,1,0,D1,2324
TAEUAJN,PARIS 92,MESSAOUDI yacine,MERIGNAC HANDBALL,NORMAND julia,J13,33,18,rencontre_D1F_2324_614.pdf,14,11,1782,16,11,R,1,1,1,1,0,0,F,0,1,D1,2324
TAEUAJP,TOULON METROPOLE VAR HANDBALL,SILVA joel,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J13,32,25,rencontre_D1F_2324_616.pdf,14,11,1784,14,11,R,1,1,1,1,0,0,F,0,1,D1,2324
TAEUAJQ,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J13,24,34,rencontre_D1F_2324_617.pdf,10,13,1784,10,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAJT,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J14,29,22,rencontre_D1F_2324_620.pdf,12,10,1739,12,10,R,1,1,1,1,0,0,F,0,1,D1,2324
TAEUAJW,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,HANDBALL PLAN DE CUQUES,SPINCER angelique,J14,26,26,rencontre_D1F_2324_623.pdf,16,14,1784,16,15,R,1,1,0,1,0,0,F,0,0,D1,2324
TAEUAJZ,ES BESANCON FEMININ,MIZOULE sebastien,JDA BOURGOGNE DIJON HANDBALL,FAVIER anthony,J15,25,25,rencontre_D1F_2324_626.pdf,11,13,1762,11,13,R,-1,-1,0,0,0,1,F,0,1,D1,2324
TAEUAKA,PARIS 92,MESSAOUDI yacine,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J15,31,23,rencontre_D1F_2324_627.pdf,16,15,1768,17,15,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAKE,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,BREST BRETAGNE HANDBALL,MOREL pablo,J15,20,31,rencontre_D1F_2324_631.pdf,13,16,1738,13,16,R,-1,-1,-1,0,0,0,F,1,0,D1,2324
TAEUAKG,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,ES BESANCON FEMININ,MIZOULE sebastien,J16,27,26,rencontre_D1F_2324_633.pdf,11,12,1780,12,13,R,-1,-1,1,0,0,0,F,0,1,D1,2324
TAEUAKI,PARIS 92,MESSAOUDI yacine,TOULON METROPOLE VAR HANDBALL,SILVA joel,J16,33,29,rencontre_D1F_2324_635.pdf,14,12,1782,14,13,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAKJ,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J16,28,22,rencontre_D1F_2324_636.pdf,13,10,1793,14,12,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAKL,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,J16,25,27,rencontre_D1F_2324_638.pdf,10,11,1765,11,11,R,-1,0,-1,1,0,0,F,0,1,D1,2324
TAEUAKM,LES NEPTUNES DE NANTES,THOMSEN helle,JDA BOURGOGNE DIJON HANDBALL,FAVIER anthony,J17,32,27,rencontre_D1F_2324_639.pdf,16,14,1785,17,15,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAKO,HANDBALL PLAN DE CUQUES,SPINCER angelique,BREST BRETAGNE HANDBALL,MOREL pablo,J17,25,32,rencontre_D1F_2324_641.pdf,13,11,1791,13,12,R,1,1,-1,1,0,1,F,1,0,D1,2324
TAEUAKS,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,METZ HANDBALL,MAYONNADE emmanuel,J17,24,34,rencontre_D1F_2324_645.pdf,13,12,1773,14,12,R,1,1,-1,1,0,0,F,0,0,D1,2324
TAEUAKU,ES BESANCON FEMININ,MIZOULE sebastien,LES NEPTUNES DE NANTES,THOMSEN helle,J18,21,25,rencontre_D1F_2324_647.pdf,9,11,1789,10,11,R,-1,-1,-1,0,0,1,F,0,0,D1,2324
TAEUALB,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,PARIS,MESSAOUDI yacine,J19,24,26,rencontre_D1F_2324_654.pdf,13,11,1797,14,11,R,1,1,-1,1,0,0,F,0,1,D1,2324
TAEUALD,HANDBALL PLAN DE CUQUES,SPINCER angelique,ES BESANCON FEMININ,MIZOULE sebastien,J19,30,27,rencontre_D1F_2324_656.pdf,16,14,1749,16,14,R,1,1,1,1,0,0,F,1,0,D1,2324
TAEUALF,TOULON METROPOLE VAR HANDBALL,SILVA joel,MERIGNAC HANDBALL,CHAGNARD christophe,J19,27,28,rencontre_D1F_2324_658.pdf,16,15,1750,17,15,R,1,1,-1,1,0,0,F,0,0,D1,2324
TAEUALG,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J19,28,29,rencontre_D1F_2324_659.pdf,15,13,1792,15,14,R,1,1,-1,1,0,0,F,0,0,D1,2324
TAEUALH,METZ HANDBALL,MAYONNADE emmanuel,LES NEPTUNES DE NANTES,THOMSEN helle,J20,33,30,rencontre_D1F_2324_660.pdf,13,15,1792,14,16,R,-1,-1,1,0,0,0,F,0,0,D1,2324
TAEUALK,MERIGNAC HANDBALL,CHAGNARD christophe,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,J20,28,29,rencontre_D1F_2324_663.pdf,15,17,1791,16,17,R,-1,-1,-1,0,0,1,F,0,0,D1,2324
TAEUALO,LES NEPTUNES DE NANTES,THOMSEN helle,PARIS,MESSAOUDI yacine,J21,30,32,rencontre_D1F_2324_667.pdf,14,16,1787,15,17,R,-1,-1,-1,0,0,1,F,0,0,D1,2324
TAEUALP,HANDBALL PLAN DE CUQUES,SPINCER angelique,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J21,30,19,rencontre_D1F_2324_668.pdf,9,8,1795,10,9,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUALR,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,MERIGNAC HANDBALL,CHAGNARD christophe,J21,32,24,rencontre_D1F_2324_670.pdf,16,13,1731,16,13,R,1,1,1,1,0,0,F,1,0,D1,2324
TAEUALV,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,TOULON METROPOLE VAR HANDBALL,SILVA joel,J22,26,26,rencontre_D1F_2324_674.pdf,12,10,1782,12,11,R,1,1,0,1,1,0,F,0,0,D1,2324
TAEUALZ,MERIGNAC HANDBALL,CHAGNARD christophe,JDA BOURGOGNE DIJON HANDBALL,FAVIER anthony,J22,25,29,rencontre_D1F_2324_678.pdf,11,12,1762,11,13,R,-1,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAMD,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J23,30,24,rencontre_D1F_2324_682.pdf,14,11,1789,15,12,R,1,1,1,1,0,0,F,0,1,D1,2324
TAEUAME,JDA BOURGOGNE DIJON HANDBALL,FAVIER anthony,PARIS,MESSAOUDI yacine,J23,35,31,rencontre_D1F_2324_683.pdf,17,14,1563,17,14,R,1,1,1,1,0,0,F,0,0,D1,2324
TAEUAMF,LES NEPTUNES DE NANTES,THOMSEN helle,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J23,36,27,rencontre_D1F_2324_684.pdf,18,15,1721,18,15,R,1,1,1,1,0,0,F,0,0,D1,2324
