code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_29_min,score_visiteur_29_min,temps_proche_30_min,score_recevant_30_min,score_visiteur_30_min,equipe,statut_29_min,statut_30_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
PADFQZA,HBC NANTAIS,RODRIGUEZ alberto,CHAMBERY SAVOIE HB,MATHE erick,J25,30,24,rencontre_D1H_2021_548.pdf,10,10,1750,10,11,R,0,-1,1,0,0,0,H,0,0,D1,2021
PADFQZC,TREMBLAY EN FRANCE HANDBALL,SILVA joel,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J25,22,28,rencontre_D1H_2021_550.pdf,9,12,1777,9,13,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADFQZG,ISTRES PROVENCE HANDBALL,DEROT gilles,HBC NANTAIS,RODRIGUEZ alberto,J26,26,33,rencontre_D1H_2021_554.pdf,12,13,1734,12,13,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADFQZL,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J27,28,29,rencontre_D1H_2021_559.pdf,11,13,1797,12,14,R,-1,-1,-1,0,0,1,H,0,0,D1,2021
PADFQZO,MONTPELLIER HANDBALL,CANAYER patrice,USAM NIMES GARD,MAURICE franck,J27,29,29,rencontre_D1H_2021_562.pdf,14,14,1740,15,14,R,0,1,0,1,0,0,H,0,0,D1,2021
PADFQZS,TREMBLAY EN FRANCE HANDBALL,SILVA joel,ISTRES PROVENCE HANDBALL,DEROT gilles,J27,26,27,rencontre_D1H_2021_566.pdf,13,14,1740,13,15,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADFQZT,CHAMBERY SAVOIE HB,MATHE erick,CESSON RENNES METROPOLE HB,LERICHE sebastien,J28,28,28,rencontre_D1H_2021_567.pdf,15,14,1792,16,14,R,1,1,0,1,0,0,H,0,0,D1,2021
PADFQZY,MONTPELLIER HANDBALL,CANAYER patrice,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J28,28,27,rencontre_D1H_2021_572.pdf,15,13,1799,15,14,R,1,1,1,1,1,0,H,1,1,D1,2021
PADFRAA,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,SAINT RAPHAEL VHB,FORTUNEANU dan,J28,44,32,rencontre_D1H_2021_574.pdf,19,18,1763,19,18,R,1,1,1,1,0,0,H,0,1,D1,2021
PADFRAB,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,LIMOGES HAND,HAYATOUNE tarik,J29,29,27,rencontre_D1H_2021_575.pdf,14,13,1794,16,14,R,1,1,1,1,0,0,H,0,0,D1,2021
PADFRAE,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,CHAMBERY SAVOIE HB,MATHE erick,J29,27,26,rencontre_D1H_2021_578.pdf,13,13,1798,14,13,R,0,1,1,1,0,0,H,0,0,D1,2021
PADFRAJ,CHAMBERY SAVOIE HB,MATHE erick,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J30,29,22,rencontre_D1H_2021_583.pdf,12,9,1799,12,9,R,1,1,1,1,0,0,H,0,0,D1,2021
PADFRAO,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,USAM NIMES GARD,MAURICE franck,J30,47,27,rencontre_D1H_2021_588.pdf,19,17,1784,21,17,R,1,1,1,1,0,0,H,0,1,D1,2021
PADFTXK,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J1,26,27,rencontre_D2H_2021_534.pdf,10,12,1681,10,12,R,-1,-1,-1,0,0,0,H,0,1,D2,2021
PADFTXM,DIJON METROPOLE HB,CHADUTEAUD ulrich,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J1,25,26,rencontre_D2H_2021_536.pdf,10,11,1744,11,11,R,-1,0,-1,1,0,0,H,0,0,D2,2021
PADFTXN,MASSY ESSONNE HB,ROUSSEL jeremy,GRAND NANCY METROPOLE HB,BRAUX benjamin,J1,24,27,rencontre_D2H_2021_537.pdf,12,15,1784,12,16,R,-1,-1,-1,0,0,0,H,1,0,D2,2021
PADFTXO,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,SARAN LOIRET HB,COURTIAL fabien,J1,26,31,rencontre_D2H_2021_538.pdf,13,14,1793,13,14,R,-1,-1,-1,0,0,0,H,1,1,D2,2021
PADFTXQ,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J2,36,28,rencontre_D2H_2021_540.pdf,16,14,1797,16,14,R,1,1,1,1,1,0,H,0,1,D2,2021
PADFTXS,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J2,30,30,rencontre_D2H_2021_542.pdf,12,13,1683,12,13,R,-1,-1,0,0,0,0,H,0,0,D2,2021
PADFTXV,SELESTAT ALSACE HANDBALL,VIENNET christophe,MASSY ESSONNE HB,ROUSSEL jeremy,J2,30,25,rencontre_D2H_2021_545.pdf,13,13,1776,14,13,R,0,1,1,1,0,0,H,0,0,D2,2021
PADFTXX,ANGERS SCO HANDBALL,DUPIN guillaume,SARAN LOIRET HB,COURTIAL fabien,J3,34,33,rencontre_D2H_2021_547.pdf,13,13,1793,14,15,R,0,-1,1,0,0,0,H,0,0,D2,2021
PADFTYC,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,SELESTAT ALSACE HANDBALL,VIENNET christophe,J3,26,28,rencontre_D2H_2021_552.pdf,11,12,1770,11,13,R,-1,-1,-1,0,1,0,H,0,0,D2,2021
PADFTYD,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,GRAND NANCY METROPOLE HB,BRAUX benjamin,J3,27,31,rencontre_D2H_2021_553.pdf,12,15,1777,12,16,R,-1,-1,-1,0,0,0,H,0,1,D2,2021
PADFTYE,ANGERS SCO HANDBALL,DUPIN guillaume,MASSY ESSONNE HB,ROUSSEL jeremy,J4,22,29,rencontre_D2H_2021_554.pdf,13,11,1768,13,12,R,1,1,-1,1,0,0,H,1,0,D2,2021
PADFTYF,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J4,26,32,rencontre_D2H_2021_555.pdf,18,18,1799,18,19,R,0,-1,-1,0,0,0,H,0,0,D2,2021
PADFTYG,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,GRAND NANCY METROPOLE HB,BRAUX benjamin,J4,25,30,rencontre_D2H_2021_556.pdf,12,15,1784,13,15,R,-1,-1,-1,0,0,1,H,0,0,D2,2021
PADFTYH,SARAN LOIRET HB,COURTIAL fabien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J4,32,27,rencontre_D2H_2021_557.pdf,14,17,1787,15,18,R,-1,-1,1,0,0,0,H,1,0,D2,2021
PADFTYI,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J4,24,23,rencontre_D2H_2021_558.pdf,13,14,1798,14,15,R,-1,-1,1,0,0,1,H,1,0,D2,2021
PADFTYK,VALENCE HANDBALL,FORETS eric,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J4,30,31,rencontre_D2H_2021_560.pdf,16,15,1689,16,15,R,1,1,-1,1,0,0,H,0,0,D2,2021
PADFTYL,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,SARAN LOIRET HB,COURTIAL fabien,J5,23,29,rencontre_D2H_2021_561.pdf,14,14,1796,14,15,R,0,-1,-1,0,0,0,H,0,0,D2,2021
PADFTYN,MASSY ESSONNE HB,ROUSSEL jeremy,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J5,26,24,rencontre_D2H_2021_563.pdf,12,10,1770,13,10,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFTYP,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,J5,28,25,rencontre_D2H_2021_565.pdf,13,15,1759,13,16,R,-1,-1,1,0,0,1,H,1,0,D2,2021
PADFTZU,ANGERS SCO HANDBALL,DUPIN guillaume,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J10,24,24,rencontre_D2H_2021_596.pdf,12,14,1762,12,15,R,-1,-1,0,0,0,0,H,0,0,D2,2021
PADFTZV,MASSY ESSONNE HB,ROUSSEL jeremy,DIJON METROPOLE HB,CHADUTEAUD ulrich,J10,24,20,rencontre_D2H_2021_597.pdf,8,10,1722,8,10,R,-1,-1,1,0,0,0,H,0,0,D2,2021
PADFTZY,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J10,23,34,rencontre_D2H_2021_600.pdf,12,14,1779,12,15,R,-1,-1,-1,0,0,0,H,0,0,D2,2021
PADFUAB,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J11,25,19,rencontre_D2H_2021_603.pdf,10,9,1799,11,9,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUAF,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,GRAND NANCY METROPOLE HB,BRAUX benjamin,J11,28,29,rencontre_D2H_2021_607.pdf,15,15,1785,15,16,R,0,-1,-1,0,0,1,H,0,0,D2,2021
PADFUAG,SARAN LOIRET HB,COURTIAL fabien,SELESTAT ALSACE HANDBALL,VIENNET christophe,J11,28,26,rencontre_D2H_2021_608.pdf,14,11,1692,14,11,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUAI,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J12,26,26,rencontre_D2H_2021_610.pdf,11,12,1740,12,12,R,-1,0,0,1,0,0,H,0,0,D2,2021
PADFUAL,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,VALENCE HANDBALL,FORETS eric,J12,30,27,rencontre_D2H_2021_613.pdf,11,12,1798,13,13,R,-1,0,1,1,0,1,H,0,1,D2,2021
PADFUAP,ANGERS SCO HANDBALL,DUPIN guillaume,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J13,29,25,rencontre_D2H_2021_617.pdf,12,11,1762,12,12,R,1,0,1,0,1,0,H,0,0,D2,2021
PADFUAR,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,MASSY ESSONNE HB,ROUSSEL jeremy,J13,24,22,rencontre_D2H_2021_619.pdf,11,10,1796,11,11,R,1,0,1,0,0,0,H,0,1,D2,2021
PADFUAU,SARAN LOIRET HB,COURTIAL fabien,GRAND NANCY METROPOLE HB,BRAUX benjamin,J13,31,30,rencontre_D2H_2021_622.pdf,19,16,1637,19,16,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUAV,VALENCE HANDBALL,FORETS eric,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J13,34,33,rencontre_D2H_2021_623.pdf,16,14,1681,16,14,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUAX,MASSY ESSONNE HB,ROUSSEL jeremy,SELESTAT ALSACE HANDBALL,VIENNET christophe,J14,25,22,rencontre_D2H_2021_625.pdf,12,10,1700,12,10,R,1,1,1,1,0,0,H,0,1,D2,2021
PADFUAZ,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,SARAN LOIRET HB,COURTIAL fabien,J14,34,29,rencontre_D2H_2021_627.pdf,16,13,1798,17,14,R,1,1,1,1,0,0,H,0,1,D2,2021
PADFUBB,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,DIJON METROPOLE HB,CHADUTEAUD ulrich,J14,23,22,rencontre_D2H_2021_629.pdf,11,13,1756,11,13,R,-1,-1,1,0,0,0,H,0,0,D2,2021
PADFUBE,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J15,21,23,rencontre_D2H_2021_632.pdf,11,9,1796,11,11,R,1,0,-1,0,0,0,H,0,0,D2,2021
PADFUBF,DIJON METROPOLE HB,CHADUTEAUD ulrich,MASSY ESSONNE HB,ROUSSEL jeremy,J15,23,23,rencontre_D2H_2021_633.pdf,13,12,1797,13,13,R,1,0,0,0,0,0,H,1,1,D2,2021
PADFUBH,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,VALENCE HANDBALL,FORETS eric,J15,37,23,rencontre_D2H_2021_635.pdf,11,10,1790,12,10,R,1,1,1,1,0,0,H,0,1,D2,2021
PADFUBJ,SELESTAT ALSACE HANDBALL,VIENNET christophe,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J15,28,23,rencontre_D2H_2021_637.pdf,15,13,1755,15,13,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUBM,MASSY ESSONNE HB,ROUSSEL jeremy,SARAN LOIRET HB,COURTIAL fabien,J16,24,29,rencontre_D2H_2021_640.pdf,14,11,1699,14,11,R,1,1,-1,1,0,0,H,0,1,D2,2021
PADFUBO,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J16,21,21,rencontre_D2H_2021_642.pdf,11,11,1771,11,12,R,0,-1,0,0,0,0,H,0,0,D2,2021
PADFUBP,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,ANGERS SCO HANDBALL,DUPIN guillaume,J16,26,25,rencontre_D2H_2021_643.pdf,14,12,1796,14,12,R,1,1,1,1,0,0,H,1,1,D2,2021
PADFUBQ,VALENCE HANDBALL,FORETS eric,SELESTAT ALSACE HANDBALL,VIENNET christophe,J16,34,30,rencontre_D2H_2021_644.pdf,18,15,1782,18,15,R,1,1,1,1,0,0,H,1,0,D2,2021
PADFUBR,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,VALENCE HANDBALL,FORETS eric,J17,30,28,rencontre_D2H_2021_645.pdf,12,10,1792,13,11,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUBS,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,ANGERS SCO HANDBALL,DUPIN guillaume,J17,24,27,rencontre_D2H_2021_646.pdf,12,12,1775,12,13,R,0,-1,-1,0,0,0,H,0,0,D2,2021
PADFUBV,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J17,26,25,rencontre_D2H_2021_649.pdf,11,10,1704,11,10,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUBZ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,MASSY ESSONNE HB,ROUSSEL jeremy,J18,25,27,rencontre_D2H_2021_653.pdf,11,11,1777,11,12,R,0,-1,-1,0,0,0,H,0,0,D2,2021
PADFUCB,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,COURTIAL fabien,J18,27,29,rencontre_D2H_2021_655.pdf,14,12,1777,14,14,R,1,0,-1,0,0,0,H,1,0,D2,2021
PADFUCC,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J18,30,32,rencontre_D2H_2021_656.pdf,17,17,1755,17,18,R,0,-1,-1,0,0,0,H,1,0,D2,2021
PADFUCE,VALENCE HANDBALL,FORETS eric,GRAND NANCY METROPOLE HB,BRAUX benjamin,J18,25,26,rencontre_D2H_2021_658.pdf,14,11,1782,14,12,R,1,1,-1,1,0,0,H,1,0,D2,2021
PADFUCG,MASSY ESSONNE HB,ROUSSEL jeremy,VALENCE HANDBALL,FORETS eric,J19,28,24,rencontre_D2H_2021_660.pdf,14,12,1752,15,12,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUCJ,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J19,30,29,rencontre_D2H_2021_663.pdf,15,14,1770,16,14,R,1,1,1,1,0,0,H,0,1,D2,2021
PADFUCN,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J20,23,23,rencontre_D2H_2021_667.pdf,11,10,1738,11,10,R,1,1,0,1,0,0,H,1,0,D2,2021
PADFUCP,DIJON METROPOLE HB,CHADUTEAUD ulrich,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J20,29,29,rencontre_D2H_2021_669.pdf,15,16,1729,15,16,R,-1,-1,0,0,0,0,H,0,0,D2,2021
PADFUCR,SELESTAT ALSACE HANDBALL,VIENNET christophe,GRAND NANCY METROPOLE HB,BRAUX benjamin,J20,31,32,rencontre_D2H_2021_671.pdf,16,17,1745,17,17,R,-1,0,-1,1,0,0,H,0,1,D2,2021
PADFUCT,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,ANGERS SCO HANDBALL,TEJ issam,J21,38,30,rencontre_D2H_2021_673.pdf,16,14,1772,17,14,R,1,1,1,1,0,0,H,0,1,D2,2021
PADFUCY,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,DIJON METROPOLE HB,CHADUTEAUD ulrich,J21,25,26,rencontre_D2H_2021_678.pdf,12,9,1762,13,9,R,1,1,-1,1,0,0,H,0,0,D2,2021
PADFUDD,MASSY ESSONNE HB,ROUSSEL jeremy,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,J22,28,25,rencontre_D2H_2021_683.pdf,11,13,1765,12,13,R,-1,-1,1,0,0,0,H,0,0,D2,2021
PADFUDF,SELESTAT ALSACE HANDBALL,VIENNET christophe,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J22,37,30,rencontre_D2H_2021_685.pdf,17,15,1765,18,15,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUDG,VALENCE HANDBALL,FORETS eric,SARAN LOIRET HB,COURTIAL fabien,J22,26,39,rencontre_D2H_2021_686.pdf,13,16,1792,13,17,R,-1,-1,-1,0,0,0,H,0,0,D2,2021
PADFUDH,ANGERS SCO HANDBALL,DUPIN guillaume,DIJON METROPOLE HB,CHADUTEAUD ulrich,J23,27,24,rencontre_D2H_2021_687.pdf,15,13,1747,15,14,R,1,1,1,1,0,0,H,0,1,D2,2021
PADFUDI,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,MASSY ESSONNE HB,ROUSSEL jeremy,J23,30,31,rencontre_D2H_2021_688.pdf,13,14,1761,14,14,R,-1,0,-1,1,0,0,H,0,1,D2,2021
PADFUDQ,MASSY ESSONNE HB,ROUSSEL jeremy,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,CHAUDEUR louis,J24,29,30,rencontre_D2H_2021_696.pdf,13,15,1743,13,16,R,-1,-1,-1,0,0,0,H,0,0,D2,2021
PADFUDU,VALENCE HANDBALL,FORETS eric,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J24,31,25,rencontre_D2H_2021_700.pdf,16,13,1756,16,13,R,1,1,1,1,0,0,H,1,1,D2,2021
PADFUDW,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,J25,27,27,rencontre_D2H_2021_702.pdf,11,13,1799,11,15,R,-1,-1,0,0,1,0,H,1,0,D2,2021
PADFUDX,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,GRAND NANCY METROPOLE HB,BRAUX benjamin,J25,28,27,rencontre_D2H_2021_703.pdf,13,12,1774,13,13,R,1,0,1,0,0,0,H,0,0,D2,2021
PADFUEB,VALENCE HANDBALL,FORETS eric,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J25,28,26,rencontre_D2H_2021_707.pdf,12,10,1759,13,11,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUED,DIJON METROPOLE HB,CHADUTEAUD ulrich,VALENCE HANDBALL,FORETS eric,J26,33,30,rencontre_D2H_2021_709.pdf,19,16,1771,20,17,R,1,1,1,1,0,0,H,0,0,D2,2021
PADFUEG,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J26,33,32,rencontre_D2H_2021_712.pdf,14,13,1796,14,15,R,1,-1,1,0,0,0,H,0,0,D2,2021
PADGSUL,BREST BRETAGNE HANDBALL,BEZEAU laurent,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J4,26,25,rencontre_D1F_2021_7941.pdf,12,14,1762,13,14,R,-1,-1,1,0,0,0,F,0,0,D1,2021
PADGYJS,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,BREST BRETAGNE HANDBALL,BEZEAU laurent,J3,22,29,rencontre_D1F_2021_7933.pdf,12,14,1779,13,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2021
PADGZVN,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J5,27,27,rencontre_D2H_2021_567.pdf,16,14,1768,17,15,R,1,1,0,1,0,0,H,0,1,D2,2021
PADHCQW,MERIGNAC HANDBALL,CARRARA philippe,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J2,22,24,rencontre_D1F_2021_7923.pdf,9,12,1765,9,12,R,-1,-1,-1,0,0,0,F,0,0,D1,2021
PADHCQX,TOULON,PUIGSEGUR laurent,SAINT-CYR VAR HANDBALL,MESSAOUDI yacine,J4,20,30,rencontre_D1F_2021_7936.pdf,9,12,1733,9,12,R,-1,-1,-1,0,0,0,F,0,0,D1,2021
PADHGXZ,CHAMBERY SAVOIE HB,MATHE erick,LIMOGES HAND,HAYATOUNE tarik,J3,29,32,rencontre_D1H_2021_368.pdf,12,15,1705,12,15,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADHIED,USAM NIMES GARD,MAURICE franck,US CRETEIL HANDBALL,MONTORIER pierre,J4,22,25,rencontre_D1H_2021_380.pdf,12,13,1709,12,13,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADHPRA,JDA DIJON HANDBALL,MAZEL christophe,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J3,21,26,rencontre_D1F_2021_7935.pdf,8,11,1775,9,11,R,-1,-1,-1,0,0,0,F,0,0,D1,2021
PADICWE,ISTRES PROVENCE HANDBALL,DEROT gilles,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J3,21,27,rencontre_D1H_2021_370.pdf,14,16,1779,15,16,R,-1,-1,-1,0,0,0,H,0,1,D1,2021
PADIYGQ,TREMBLAY EN FRANCE HANDBALL,SILVA joel,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J4,24,25,rencontre_D1H_2021_382.pdf,10,11,1769,10,11,R,-1,-1,-1,0,0,1,H,0,0,D1,2021
PADIYIQ,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,TOULON,PUIGSEGUR laurent,J3,26,27,rencontre_D1F_2021_7930.pdf,13,16,1794,13,17,R,-1,-1,-1,0,0,0,F,1,1,D1,2021
PADIYUL,GRAND NANCY METROPOLE HB,BRAUX benjamin,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J2,31,24,rencontre_D2H_2021_541.pdf,15,14,1795,16,14,R,1,1,1,1,1,0,H,0,0,D2,2021
PADJQFX,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CESSON RENNES METROPOLE HB,LERICHE sebastien,J4,25,28,rencontre_D1H_2021_376.pdf,11,13,1797,12,13,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADLDPV,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J3,25,24,rencontre_D2H_2021_549.pdf,13,12,1732,13,12,R,1,1,1,1,0,0,H,0,0,D2,2021
PADLJYH,ISTRES PROVENCE HANDBALL,DEROT gilles,MONTPELLIER HANDBALL,CANAYER patrice,J5,26,34,rencontre_D1H_2021_386.pdf,14,15,1793,15,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADLMIP,PARIS 92,MESSAOUDI yacine,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J5,24,21,rencontre_D1F_2021_7943.pdf,13,11,1761,14,12,R,1,1,1,1,0,0,F,0,0,D1,2021
PADLSLG,DIJON METROPOLE HB,CHADUTEAUD ulrich,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J5,24,30,rencontre_D2H_2021_562.pdf,10,12,1776,10,13,R,-1,-1,-1,0,0,0,H,1,0,D2,2021
PADLTLA,DIJON METROPOLE HB,CHADUTEAUD ulrich,SELESTAT ALSACE HANDBALL,VIENNET christophe,J6,28,25,rencontre_D2H_2021_571.pdf,14,11,1797,14,12,R,1,1,1,1,0,0,H,0,0,D2,2021
PADLUMI,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,JDA DIJON HANDBALL,MAZEL christophe,J6,23,22,rencontre_D1F_2021_7954.pdf,10,11,1789,10,12,R,-1,-1,1,0,0,0,F,0,1,D1,2021
PADLUMJ,JDA DIJON HANDBALL,MAZEL christophe,TOULON,PUIGSEGUR laurent,J7,24,34,rencontre_D1F_2021_7960.pdf,15,15,1787,15,16,R,0,-1,-1,0,0,0,F,1,0,D1,2021
PADMFZQ,HBC NANTAIS,RODRIGUEZ alberto,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J5,32,25,rencontre_D1H_2021_388.pdf,16,13,1782,16,14,R,1,1,1,1,0,0,H,1,0,D1,2021
PADMFZR,TREMBLAY EN FRANCE HANDBALL,SILVA joel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J6,30,33,rencontre_D1H_2021_398.pdf,14,14,1798,14,15,R,0,-1,-1,0,0,1,H,0,1,D1,2021
PADMGAL,ANGERS SCO HANDBALL,DUPIN guillaume,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J6,22,23,rencontre_D2H_2021_568.pdf,9,9,1790,10,9,R,0,1,-1,1,0,0,H,1,0,D2,2021
PADMGAN,MONTPELLIER HANDBALL,CANAYER patrice,SAINT RAPHAEL VHB,FORTUNEANU dan,J6,30,21,rencontre_D1H_2021_396.pdf,12,9,1759,13,9,R,1,1,1,1,0,0,H,0,0,D1,2021
PADMHJJ,VALENCE HANDBALL,FORETS eric,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J11,31,24,rencontre_D2H_2021_609.pdf,13,10,1793,14,11,R,1,1,1,1,0,0,H,0,0,D2,2021
PADMHJK,MONTPELLIER HANDBALL,CANAYER patrice,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J10,26,21,rencontre_D1H_2021_427.pdf,13,10,1782,15,10,R,1,1,1,1,0,0,H,0,0,D1,2021
PADMHKD,SELESTAT ALSACE HANDBALL,VIENNET christophe,VALENCE HANDBALL,FORETS eric,J10,27,27,rencontre_D2H_2021_601.pdf,12,13,1792,12,15,R,-1,-1,0,0,0,0,H,0,0,D2,2021
PADMHLJ,BOURG DE PEAGE DROME HANDBALL,COMTE camille,TOULON,PUIGSEGUR laurent,J9,28,29,rencontre_D1F_2021_7976.pdf,11,13,1799,11,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2021
