code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_59_min,score_visiteur_59_min,equipe,statut_59_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
TAETSXN,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,USAM NIMES GARD,CHAUVET jerome,J18,26,29,rencontre_D1H_2324_576.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSXR,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,US IVRY HANDBALL,DINART didier,J18,32,30,rencontre_D1H_2324_580.pdf,31,28,R,1,1,1,1,0,H,1,1,D1,2324
TAETSXT,SAINT-RAPHAEL VHB,BRAUX benjamin,CHAMBERY SAVOIE HB,MATHE erick,J18,34,33,rencontre_D1H_2324_582.pdf,34,32,R,1,1,1,1,0,H,1,0,D1,2324
TAETSXY,LIMOGES HAND 87,RODRIGUEZ alberto,SAINT-RAPHAEL VHB,BRAUX benjamin,J19,34,31,rencontre_D1H_2324_587.pdf,33,30,R,1,1,1,1,0,H,0,0,D1,2324
TAETSYC,SARAN LOIRET HB,ROUSSEL jeremy,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J19,32,34,rencontre_D1H_2324_591.pdf,31,34,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSYF,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,US CRETEIL HANDBALL,DELGADO fernando,J20,29,26,rencontre_D1H_2324_594.pdf,28,26,R,1,1,1,0,0,H,1,0,D1,2324
TAETSYH,MONTPELLIER HANDBALL,CANAYER patrice,LIMOGES HAND,RODRIGUEZ alberto,J20,36,34,rencontre_D1H_2324_596.pdf,35,32,R,1,1,1,1,0,H,0,0,D1,2324
TAETSYI,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,CHAMBERY SAVOIE HB,MATHE erick,J20,34,33,rencontre_D1H_2324_597.pdf,33,31,R,1,1,1,0,1,H,0,1,D1,2324
TAETSYJ,SAINT-RAPHAEL VHB,BRAUX benjamin,US IVRY HANDBALL,DINART didier,J20,33,31,rencontre_D1H_2324_598.pdf,33,31,R,1,1,1,0,0,H,0,0,D1,2324
TAETSYS,USAM NIMES GARD,CHAUVET jerome,SAINT-RAPHAEL VHB,BRAUX benjamin,J21,39,37,rencontre_D1H_2324_607.pdf,38,36,R,1,1,1,0,0,H,0,1,D1,2324
TAETSYU,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT-RAPHAEL VHB,BRAUX benjamin,J22,26,26,rencontre_D1H_2324_609.pdf,25,26,R,-1,0,1,0,1,H,0,0,D1,2324
TAETSYV,CHAMBERY SAVOIE HB,MATHE erick,LIMOGES HAND,RODRIGUEZ alberto,J22,37,39,rencontre_D1H_2324_610.pdf,35,38,R,-1,-1,0,0,1,H,0,0,D1,2324
TAETSZE,US IVRY HANDBALL,DINART didier,CHAMBERY SAVOIE HB,MATHE erick,J23,30,29,rencontre_D1H_2324_619.pdf,29,29,R,0,1,1,1,0,H,0,0,D1,2324
TAETSZF,HBC NANTES,COJEAN gregory,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J23,32,30,rencontre_D1H_2324_620.pdf,30,29,R,1,1,1,0,1,H,0,1,D1,2324
TAETSZG,USAM NIMES GARD,CHAUVET jerome,DIJON METROPOLE HB,CHADUTEAUD ulrich,J23,39,37,rencontre_D1H_2324_621.pdf,37,36,R,1,1,1,1,0,H,0,1,D1,2324
TAETSZI,SARAN LOIRET HB,ROUSSEL jeremy,CESSON RENNES METROPOLE HB,LERICHE sebastien,J23,34,34,rencontre_D1H_2324_623.pdf,33,34,R,-1,0,1,0,1,H,0,0,D1,2324
TAETSZJ,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,US IVRY HANDBALL,DINART didier,J24,38,37,rencontre_D1H_2324_624.pdf,37,36,R,1,1,1,1,0,H,0,0,D1,2324
TAETSZR,CESSON RENNES METROPOLE HB,LERICHE sebastien,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J25,24,27,rencontre_D1H_2324_632.pdf,23,25,R,-1,-1,0,0,0,H,0,1,D1,2324
TAETSZW,US IVRY HANDBALL,DINART didier,LIMOGES HAND,RODRIGUEZ alberto,J25,27,28,rencontre_D1H_2324_637.pdf,27,27,R,0,-1,0,0,1,H,0,0,D1,2324
TAETTAB,US IVRY HANDBALL,DINART didier,US CRETEIL HANDBALL,DELGADO fernando,J26,26,27,rencontre_D1H_2324_642.pdf,26,26,R,0,-1,0,0,1,H,0,0,D1,2324
TAETTAE,USAM NIMES GARD,CHAUVET jerome,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J26,31,29,rencontre_D1H_2324_645.pdf,30,28,R,1,1,1,1,0,H,0,0,D1,2324
TAETTAI,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J27,31,34,rencontre_D1H_2324_649.pdf,30,33,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETTAT,LIMOGES HAND 87,RODRIGUEZ alberto,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J28,32,32,rencontre_D1H_2324_660.pdf,30,31,R,-1,0,1,0,0,H,0,1,D1,2324
TAETTAU,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,COJEAN gregory,J28,31,33,rencontre_D1H_2324_661.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETTAV,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,USAM NIMES GARD,CHAUVET jerome,J28,32,33,rencontre_D1H_2324_662.pdf,31,32,R,-1,-1,0,1,1,H,0,0,D1,2324
TAETTAX,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,MONTPELLIER HANDBALL,CANAYER patrice,J29,27,29,rencontre_D1H_2324_664.pdf,26,27,R,-1,-1,0,1,0,H,0,0,D1,2324
TAETTBA,DIJON METROPOLE HB,PECAUD samuel,SAINT-RAPHAEL VHB,BRAUX benjamin,J29,32,34,rencontre_D1H_2324_667.pdf,31,34,R,-1,-1,0,0,1,H,0,0,D1,2324
TAETTBE,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,CHAMBERY SAVOIE HB,MATHE erick,J29,33,32,rencontre_D1H_2324_671.pdf,31,32,R,-1,1,1,1,1,H,0,1,D1,2324
TAETTBG,CHAMBERY SAVOIE HB,MATHE erick,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J30,28,27,rencontre_D1H_2324_673.pdf,28,26,R,1,1,1,0,0,H,0,0,D1,2324
TAETTBJ,HBC NANTES,COJEAN gregory,USAM NIMES GARD,CHAUVET jerome,J30,36,32,rencontre_D1H_2324_676.pdf,35,32,R,1,1,1,0,0,H,0,0,D1,2324
TAEUAGL,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ES BESANCON FEMININ,MIZOULE sebastien,J2,26,25,rencontre_D1F_2324_534.pdf,26,24,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAGM,TOULON METROPOLE VAR HANDBALL,SILVA joel,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J2,26,25,rencontre_D1F_2324_535.pdf,26,24,R,1,1,1,1,1,F,0,0,D1,2324
TAEUAGU,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J3,28,27,rencontre_D1F_2324_543.pdf,28,27,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAGW,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,PARIS,MESSAOUDI yacine,J3,29,32,rencontre_D1F_2324_545.pdf,29,31,R,-1,-1,0,0,1,F,1,0,D1,2324
TAEUAHA,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,TOULON METROPOLE VAR HANDBALL,SILVA joel,J4,32,29,rencontre_D1F_2324_549.pdf,31,28,R,1,1,1,1,0,F,1,1,D1,2324
TAEUAHB,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J4,31,30,rencontre_D1F_2324_550.pdf,31,29,R,1,1,1,0,0,F,1,0,D1,2324
TAEUAHE,PARIS 92,MESSAOUDI yacine,ES BESANCON FEMININ,MIZOULE sebastien,J4,30,29,rencontre_D1F_2324_553.pdf,30,29,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAHF,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J4,27,25,rencontre_D1F_2324_554.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2324
TAEUAHQ,ES BESANCON FEMININ,MIZOULE sebastien,HANDBALL PLAN DE CUQUES,SPINCER angelique,J6,29,27,rencontre_D1F_2324_565.pdf,29,27,R,1,1,1,0,0,F,0,1,D1,2324
TAEUAHR,PARIS 92,MESSAOUDI yacine,BREST BRETAGNE HANDBALL,MOREL pablo,J6,31,33,rencontre_D1F_2324_566.pdf,31,32,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAHT,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J6,28,31,rencontre_D1F_2324_568.pdf,28,31,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAHU,BREST BRETAGNE HANDBALL,MOREL pablo,HANDBALL PLAN DE CUQUES,SPINCER angelique,J7,28,24,rencontre_D1F_2324_569.pdf,27,24,R,1,1,1,1,0,F,1,0,D1,2324
TAEUAHZ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,PARIS,MESSAOUDI yacine,J7,28,32,rencontre_D1F_2324_574.pdf,28,31,R,-1,-1,0,0,1,F,0,0,D1,2324
TAEUAIH,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J8,27,28,rencontre_D1F_2324_582.pdf,25,27,R,-1,-1,0,0,1,F,0,0,D1,2324
TAEUAIJ,LES NEPTUNES DE NANTES,THOMSEN helle,ES BESANCON FEMININ,MIZOULE sebastien,J9,25,23,rencontre_D1F_2324_584.pdf,24,22,R,1,1,1,1,1,F,0,0,D1,2324
TAEUAIL,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,MERIGNAC HANDBALL,CHAGNARD christophe,J9,31,31,rencontre_D1F_2324_586.pdf,29,31,R,-1,0,1,1,0,F,0,0,D1,2324
TAEUAIN,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J9,23,24,rencontre_D1F_2324_588.pdf,23,24,R,-1,-1,0,1,0,F,0,0,D1,2324
TAEUAIO,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,PARIS,MESSAOUDI yacine,J9,30,33,rencontre_D1F_2324_589.pdf,29,32,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAIY,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J11,27,25,rencontre_D1F_2324_599.pdf,27,24,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAJA,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,PARIS,MESSAOUDI yacine,J11,24,27,rencontre_D1F_2324_601.pdf,24,27,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAJJ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,JDA BOURGOGNE DIJON HANDBALL,MAZEL christophe,J12,22,24,rencontre_D1F_2324_610.pdf,21,24,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAJK,METZ HANDBALL,MAYONNADE emmanuel,BREST BRETAGNE HANDBALL,MOREL pablo,J13,22,23,rencontre_D1F_2324_611.pdf,22,23,R,-1,-1,0,0,1,F,0,0,D1,2324
TAEUAJL,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,LES NEPTUNES DE NANTES,DELARUE jerome,J13,24,23,rencontre_D1F_2324_612.pdf,23,23,R,0,1,1,0,1,F,0,0,D1,2324
TAEUAJR,BREST BRETAGNE HANDBALL,MOREL pablo,PARIS,MESSAOUDI yacine,J14,26,24,rencontre_D1F_2324_618.pdf,26,23,R,1,1,1,0,0,F,0,0,D1,2324
TAEUAJV,MERIGNAC HANDBALL,NORMAND julia,ES BESANCON FEMININ,MIZOULE sebastien,J14,26,24,rencontre_D1F_2324_622.pdf,25,23,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAKB,HANDBALL PLAN DE CUQUES,SPINCER angelique,MERIGNAC HANDBALL,CHAGNARD christophe,J15,28,27,rencontre_D1F_2324_628.pdf,28,27,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAKG,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,ES BESANCON FEMININ,MIZOULE sebastien,J16,27,26,rencontre_D1F_2324_633.pdf,27,26,R,1,1,1,1,1,F,0,0,D1,2324
TAEUAKI,PARIS 92,MESSAOUDI yacine,TOULON METROPOLE VAR HANDBALL,SILVA joel,J16,33,29,rencontre_D1F_2324_635.pdf,31,28,R,1,1,1,0,0,F,0,0,D1,2324
TAEUAKL,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,J16,25,27,rencontre_D1F_2324_638.pdf,25,25,R,0,-1,0,0,1,F,0,0,D1,2324
TAEUAKQ,TOULON METROPOLE VAR HANDBALL,SILVA joel,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J17,28,29,rencontre_D1F_2324_643.pdf,27,28,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUAKY,PARIS 92,MESSAOUDI yacine,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J18,27,26,rencontre_D1F_2324_651.pdf,26,26,R,0,1,1,1,0,F,0,0,D1,2324
TAEUALB,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,PARIS,MESSAOUDI yacine,J19,24,26,rencontre_D1F_2324_654.pdf,24,25,R,-1,-1,0,0,1,F,0,0,D1,2324
TAEUALC,JDA BOURGOGNE DIJON HANDBALL,FAVIER anthony,METZ HANDBALL,MAYONNADE emmanuel,J19,31,34,rencontre_D1F_2324_655.pdf,30,33,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUALD,HANDBALL PLAN DE CUQUES,SPINCER angelique,ES BESANCON FEMININ,MIZOULE sebastien,J19,30,27,rencontre_D1F_2324_656.pdf,28,27,R,1,1,1,0,1,F,0,0,D1,2324
TAEUALF,TOULON METROPOLE VAR HANDBALL,SILVA joel,MERIGNAC HANDBALL,CHAGNARD christophe,J19,27,28,rencontre_D1F_2324_658.pdf,26,27,R,-1,-1,0,1,0,F,0,1,D1,2324
TAEUALG,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J19,28,29,rencontre_D1F_2324_659.pdf,27,29,R,-1,-1,0,0,0,F,1,0,D1,2324
TAEUALH,METZ HANDBALL,MAYONNADE emmanuel,LES NEPTUNES DE NANTES,THOMSEN helle,J20,33,30,rencontre_D1F_2324_660.pdf,32,30,R,1,1,1,0,0,F,0,0,D1,2324
TAEUALK,MERIGNAC HANDBALL,CHAGNARD christophe,STELLA SAINT-MAUR HANDBALL,CARRACEDO felix,J20,28,29,rencontre_D1F_2324_663.pdf,28,29,R,-1,-1,0,0,1,F,0,0,D1,2324
TAEUALL,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J20,26,29,rencontre_D1F_2324_664.pdf,25,28,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUALO,LES NEPTUNES DE NANTES,THOMSEN helle,PARIS,MESSAOUDI yacine,J21,30,32,rencontre_D1F_2324_667.pdf,29,30,R,-1,-1,0,1,0,F,0,0,D1,2324
TAEUAMI,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,MERIGNAC HANDBALL,CHAGNARD christophe,J23,24,23,rencontre_D1F_2324_687.pdf,23,22,R,1,1,1,1,0,F,0,0,D1,2324
TAEUAMO,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,ES BESANCON FEMININ,MIZOULE sebastien,J24,27,28,rencontre_D1F_2324_693.pdf,27,28,R,-1,-1,0,0,0,F,1,0,D1,2324
TAEUAMQ,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,BREST BRETAGNE HANDBALL,MOREL pablo,J25,28,33,rencontre_D1F_2324_695.pdf,28,31,R,-1,-1,0,0,0,F,1,0,D1,2324
TAEUAMW,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,ST AMAND HANDBALL - PORTE DU HAINAUT,SZABO edina,J25,27,25,rencontre_D1F_2324_701.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2324
TAEUANB,MERIGNAC HANDBALL,CHAGNARD christophe,PARIS,MESSAOUDI yacine,J26,33,29,rencontre_D1F_2324_706.pdf,31,29,R,1,1,1,0,0,F,1,0,D1,2324
TAEUKOL,LES NEPTUNES DE NANTES,THOMSEN helle,BREST BRETAGNE HANDBALL,MOREL pablo,J4,23,27,rencontre_D1F_2324_551.pdf,23,26,R,-1,-1,0,0,0,F,0,0,D1,2324
TAEUQKN,CESSON RENNES METROPOLE HB,LERICHE sebastien,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J7,27,28,rencontre_D1H_2324_488.pdf,27,27,R,0,-1,0,1,1,H,0,0,D1,2324
TAEUTEG,NOISY-LE-GRAND HANDBALL,GHERRAM farid,LOMME LILLE METROPOLE HB,WORM laurent,J1,27,26,rencontre_D2F_1_2324_222.pdf,26,26,R,0,1,1,1,0,F,1,0,D2,2324
TAEUTEI,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J1,26,25,rencontre_D2F_1_2324_224.pdf,25,25,R,0,1,1,0,1,F,0,1,D2,2324
TAEUTEM,SAMBRE AVESNOIS HANDBALL,PETIT clement,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J2,28,26,rencontre_D2F_1_2324_228.pdf,28,25,R,1,1,1,1,0,F,1,0,D2,2324
TAEUTEQ,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,NOISY-LE-GRAND HANDBALL,GHERRAM farid,J2,27,29,rencontre_D2F_1_2324_232.pdf,27,29,R,-1,-1,0,0,1,F,0,0,D2,2324
TAEUTER,ASUL VAULX EN VELIN,MODENEL sebastien,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J2,24,26,rencontre_D2F_1_2324_233.pdf,24,25,R,-1,-1,0,0,0,F,0,0,D2,2324
TAEUTET,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J3,26,30,rencontre_D2F_1_2324_235.pdf,26,29,R,-1,-1,0,0,1,F,0,1,D2,2324
TAEUTEY,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J3,34,33,rencontre_D2F_1_2324_240.pdf,33,32,R,1,1,1,0,1,F,0,0,D2,2324
TAEUTFB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,LOMME LILLE METROPOLE HB,WORM laurent,J4,30,29,rencontre_D2F_1_2324_243.pdf,29,29,R,0,1,1,0,0,F,0,1,D2,2324
TAEUTFC,TOULOUSE FEMININ HANDBALL,VEDEL fabien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J4,26,28,rencontre_D2F_1_2324_244.pdf,25,27,R,-1,-1,0,0,0,F,0,0,D2,2324
TAEUTFK,HAVRE ATHLETIC CLUB HB,PELLAN stephane,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J5,26,26,rencontre_D2F_1_2324_252.pdf,25,26,R,-1,0,1,0,1,F,0,0,D2,2324
TAEUTFL,LOMME LILLE METROPOLE HB,WORM laurent,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J5,27,29,rencontre_D2F_1_2324_253.pdf,26,28,R,-1,-1,0,0,1,F,1,0,D2,2324
TAEUTFM,LE POUZIN HB 07,KIEFFER sylvain,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J5,20,20,rencontre_D2F_1_2324_254.pdf,19,20,R,-1,0,1,0,0,F,0,0,D2,2324
TAEUTFP,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,LE POUZIN HB,KIEFFER sylvain,J6,25,22,rencontre_D2F_1_2324_257.pdf,24,21,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTFV,NOISY-LE-GRAND HANDBALL,GHERRAM farid,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J7,25,23,rencontre_D2F_1_2324_263.pdf,25,22,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTFW,ASUL VAULX EN VELIN,MODENEL sebastien,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J7,25,22,rencontre_D2F_1_2324_264.pdf,23,22,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTGG,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J8,32,31,rencontre_D2F_1_2324_274.pdf,31,31,R,0,1,1,1,1,F,1,0,D2,2324
TAEUTGH,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,LOMME LILLE METROPOLE HB,WORM laurent,J8,26,23,rencontre_D2F_1_2324_275.pdf,25,22,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTGL,TOULOUSE FEMININ HANDBALL,VEDEL fabien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J9,24,25,rencontre_D2F_1_2324_279.pdf,24,25,R,-1,-1,0,1,0,F,0,0,D2,2324
TAEUTGP,LE POUZIN HB 07,KIEFFER sylvain,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J9,16,19,rencontre_D2F_1_2324_283.pdf,16,19,R,-1,-1,0,0,0,F,0,0,D2,2324
TAEUTGR,ASUL VAULX EN VELIN,MODENEL sebastien,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J10,27,23,rencontre_D2F_1_2324_285.pdf,26,23,R,1,1,1,0,0,F,0,1,D2,2324
TAEUTGT,HAVRE ATHLETIC CLUB HB,PELLAN stephane,LOMME LILLE METROPOLE HB,WORM laurent,J10,30,29,rencontre_D2F_1_2324_287.pdf,29,26,R,1,1,1,1,0,F,1,0,D2,2324
TAEUTGV,NOISY-LE-GRAND HANDBALL,GHERRAM farid,LE POUZIN HB,KIEFFER sylvain,J10,22,20,rencontre_D2F_1_2324_289.pdf,22,20,R,1,1,1,1,0,F,0,0,D2,2324
TAEUTGZ,LOMME LILLE METROPOLE HB,WORM laurent,ASUL VAULX EN VELIN,MODENEL sebastien,J11,29,26,rencontre_D2F_1_2324_293.pdf,29,26,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTHB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J11,25,27,rencontre_D2F_1_2324_295.pdf,24,26,R,-1,-1,0,0,0,F,0,1,D2,2324
TAEUTHF,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J12,27,26,rencontre_D2F_1_2324_299.pdf,26,25,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTHG,TOULOUSE FEMININ HANDBALL,VEDEL fabien,LOMME LILLE METROPOLE HB,WORM laurent,J12,33,33,rencontre_D2F_1_2324_300.pdf,33,32,R,1,0,0,1,1,F,0,0,D2,2324
TAEUTHK,ASUL VAULX EN VELIN,MODENEL sebastien,NOISY-LE-GRAND HANDBALL,GHERRAM farid,J12,28,27,rencontre_D2F_1_2324_304.pdf,27,27,R,0,1,1,1,1,F,0,0,D2,2324
TAEUTHM,NOISY-LE-GRAND HANDBALL,GHERRAM farid,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J13,30,33,rencontre_D2F_1_2324_306.pdf,30,32,R,-1,-1,0,0,0,F,0,0,D2,2324
TAEUTHN,HANDBALL CLERMONT AUVERGNE METROPOLE 63,BOUSSUGE pierre,ASUL VAULX EN VELIN,MODENEL sebastien,J13,29,28,rencontre_D2F_1_2324_307.pdf,29,27,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTHP,LOMME LILLE METROPOLE HB,WORM laurent,LE POUZIN HB,KIEFFER sylvain,J13,29,28,rencontre_D2F_1_2324_309.pdf,29,28,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTHQ,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J13,31,31,rencontre_D2F_1_2324_310.pdf,30,31,R,-1,0,1,0,1,F,0,0,D2,2324
TAEUTHS,LE POUZIN HB 07,KIEFFER sylvain,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J14,28,27,rencontre_D2F_1_2324_312.pdf,28,26,R,1,1,1,1,0,F,0,0,D2,2324
TAEUTHV,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HANDBALL CLERMONT AUVERGNE METROPOLE,BOUSSUGE pierre,J14,16,19,rencontre_D2F_1_2324_315.pdf,16,18,R,-1,-1,0,0,1,F,0,1,D2,2324
TAEUTIA,TOULOUSE FEMININ HANDBALL,VEDEL fabien,LE POUZIN HB,KIEFFER sylvain,J15,28,27,rencontre_D2F_1_2324_320.pdf,28,27,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTIL,LE POUZIN HB 07,KIEFFER sylvain,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J16,29,29,rencontre_D2F_1_2324_331.pdf,27,29,R,-1,0,1,1,1,F,0,0,D2,2324
TAEUTIM,ASUL VAULX EN VELIN,MODENEL sebastien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J16,27,26,rencontre_D2F_1_2324_332.pdf,27,26,R,1,1,1,1,0,F,1,0,D2,2324
TAEUTIV,ASUL VAULX EN VELIN,MODENEL sebastien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J18,32,29,rencontre_D2F_1_2324_341.pdf,30,28,R,1,1,1,0,0,F,0,0,D2,2324
TAEUTIX,LOMME LILLE METROPOLE HB,WORM laurent,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J18,27,28,rencontre_D2F_1_2324_343.pdf,27,27,R,0,-1,0,1,0,F,1,0,D2,2324
TAEUTIY,BOUILLARGUES HANDBALL NIMES MEDITERRANEE,CENDRE delphine,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J18,28,29,rencontre_D2F_1_2324_344.pdf,28,29,R,-1,-1,0,0,0,F,0,0,D2,2324
TAEUTJA,NOISY-LE-GRAND HANDBALL,GHERRAM farid,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J18,30,31,rencontre_D2F_1_2324_346.pdf,30,31,R,-1,-1,0,0,0,F,0,1,D2,2324
TAEUTJC,HAVRE ATHLETIC CLUB HB,PELLAN stephane,BOUILLARGUES HANDBALL NIMES MEDITERRANEE,CENDRE delphine,J19,37,41,rencontre_D2F_1_2324_348.pdf,37,39,R,-1,-1,0,0,1,F,0,0,D2,2324
