code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_59_min,score_visiteur_59_min,equipe,statut_59_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
PADMHKH,VALENCE HANDBALL,FORETS eric,MASSY ESSONNE HB,ROUSSEL jeremy,J9,22,24,rencontre_D2H_2021_595.pdf,21,23,R,-1,-1,0,0,0,H,0,0,D2,2021
PADMHLI,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J8,23,21,rencontre_D1F_2021_7970.pdf,22,21,R,1,1,1,1,0,F,0,0,D1,2021
PADMHLJ,BOURG DE PEAGE DROME HANDBALL,COMTE camille,TOULON,PUIGSEGUR laurent,J9,28,29,rencontre_D1F_2021_7976.pdf,28,29,R,-1,-1,0,0,0,F,1,1,D1,2021
PADMHRQ,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J8,25,26,rencontre_D1H_2021_407.pdf,25,26,R,-1,-1,0,0,1,H,0,0,D1,2021
PADMHRR,CESSON RENNES METROPOLE HB,LERICHE sebastien,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J9,23,24,rencontre_D1H_2021_415.pdf,22,24,R,-1,-1,0,0,0,H,1,0,D1,2021
PADMHST,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,GRAND NANCY METROPOLE HB,BRAUX benjamin,J9,24,28,rencontre_D2H_2021_591.pdf,24,27,R,-1,-1,0,0,0,H,0,0,D2,2021
PADMHTW,DIJON METROPOLE HB,CHADUTEAUD ulrich,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J9,31,29,rencontre_D2H_2021_592.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2021
PADMIAL,SAINT RAPHAEL VHB,FORTUNEANU dan,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J7,26,29,rencontre_D1H_2021_405.pdf,26,28,R,-1,-1,0,0,0,H,1,0,D1,2021
PADMIAM,USAM NIMES GARD,MAURICE franck,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J10,30,27,rencontre_D1H_2021_429.pdf,29,27,R,1,1,1,0,0,H,0,0,D1,2021
PADMIQO,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,SELESTAT ALSACE HANDBALL,VIENNET christophe,J9,21,20,rencontre_D2H_2021_589.pdf,21,20,R,1,1,1,0,1,H,0,1,D2,2021
PADMJJU,SAINT RAPHAEL VHB,FORTUNEANU dan,FENIX TOULOUSE HANDBALL,GARDENT philippe,J13,30,29,rencontre_D1H_2021_453.pdf,29,28,R,1,1,1,0,0,H,0,0,D1,2021
PADMJPT,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,FENIX TOULOUSE HANDBALL,GARDENT philippe,J11,24,25,rencontre_D1H_2021_434.pdf,24,25,R,-1,-1,0,0,1,H,1,0,D1,2021
PADMJQF,US CRETEIL HANDBALL,MONTORIER pierre,CHAMBERY SAVOIE HB,MATHE erick,J6,24,25,rencontre_D1H_2021_393.pdf,23,25,R,-1,-1,0,0,1,H,0,0,D1,2021
PADMKZB,GRAND NANCY METROPOLE HB,BRAUX benjamin,DIJON METROPOLE HB,CHADUTEAUD ulrich,J12,26,27,rencontre_D2H_2021_612.pdf,25,26,R,-1,-1,0,0,0,H,0,0,D2,2021
PADMNJW,OGC NICE COTE D'AZUR HANDBALL,MIRTILLO claude,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J6,28,24,rencontre_D1F_2021_7951.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2021
PADMNJX,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J7,24,27,rencontre_D1F_2021_7959.pdf,23,25,R,-1,-1,0,0,0,F,0,0,D1,2021
PADMNJY,HANDBALL PLAN DE CUQUES,SPINCER angelique,JDA DIJON HANDBALL,MAZEL christophe,J8,19,21,rencontre_D1F_2021_7966.pdf,18,20,R,-1,-1,0,0,1,F,0,0,D1,2021
PADMNKB,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,HANDBALL PLAN DE CUQUES,SPINCER angelique,J13,28,25,rencontre_D1F_2021_8005.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2021
PADMOCP,ES BESANCON FEMININ,TERVEL raphaelle,FLEURY LOIRET HANDBALL,CASSAN christophe,J12,32,31,rencontre_D1F_2021_7993.pdf,31,31,R,0,1,1,0,0,F,0,0,D1,2021
PADMONM,ES BESANCON FEMININ,TERVEL raphaelle,PARIS,MESSAOUDI yacine,J11,28,25,rencontre_D1F_2021_7985.pdf,27,24,R,1,1,1,0,0,F,0,1,D1,2021
PADMOQN,CLUB ATHLETIQUE BEGLAIS,LUBETH jean,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J2,27,29,rencontre_D2F_2_2021_767.pdf,26,29,R,-1,-1,0,0,0,F,0,0,D2,2021
PADMOWX,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,GRAND NANCY METROPOLE HB,BRAUX benjamin,J6,26,25,rencontre_D2H_2021_574.pdf,25,24,R,1,1,1,1,0,H,1,0,D2,2021
PADMPFL,SELESTAT ALSACE HANDBALL,VIENNET christophe,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,J7,33,31,rencontre_D2H_2021_579.pdf,33,30,R,1,1,1,0,0,H,0,0,D2,2021
PADMPFO,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,AS CANNES-MANDELIEU HANDBALL,POPOVIC jelena,J5,23,22,rencontre_D2F_2_2021_780.pdf,22,21,R,1,1,1,1,0,F,0,0,D2,2021
PADMPFS,STELLA SPORTS SAINT MAUR HANDBALL,SAMSON remi,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,J11,25,24,rencontre_D2F_1_2021_746.pdf,25,24,R,1,1,1,0,0,F,1,1,D2,2021
PADMPFU,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,DIJON METROPOLE HB,CHADUTEAUD ulrich,J8,33,31,rencontre_D2H_2021_583.pdf,32,31,R,1,1,1,0,1,H,0,0,D2,2021
PADMPFW,NOISY LE GRAND HANDBALL,GHERRAM farid,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,J9,23,24,rencontre_D2F_1_2021_740.pdf,23,23,R,0,-1,0,0,0,F,0,0,D2,2021
PADMPGA,BOURG DE PEAGE DROME HANDBALL,COMTE camille,FLEURY LOIRET HANDBALL,CASSAN christophe,J7,24,22,rencontre_D1F_2021_7963.pdf,23,21,R,1,1,1,1,0,F,0,0,D1,2021
PADMPGH,ES BESANCON FEMININ,TERVEL raphaelle,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J8,27,31,rencontre_D1F_2021_7967.pdf,27,30,R,-1,-1,0,0,0,F,0,0,D1,2021
PADMPIE,HAVRE ATHLETIC CLUB HB,PELLAN stephane,NOISY LE GRAND HANDBALL,GHERRAM farid,J4,26,24,rencontre_D2F_1_2021_719.pdf,26,24,R,1,1,1,0,0,F,0,0,D2,2021
PADMPIO,TOULON,PUIGSEGUR laurent,SAINT-CYR VAR HANDBALL,SAURINA guillaume,J13,27,29,rencontre_D1F_2021_8003.pdf,26,29,R,-1,-1,0,0,0,F,0,0,D1,2021
PADMPJU,FENIX TOULOUSE HANDBALL,GARDENT philippe,LIMOGES HAND,HAYATOUNE tarik,J16,31,33,rencontre_D1H_2021_477.pdf,30,32,R,-1,-1,0,0,1,H,1,0,D1,2021
PADMPLS,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J5,29,31,rencontre_D1F_2021_7947.pdf,29,31,R,-1,-1,0,0,0,F,0,0,D1,2021
PADMPQC,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J10,26,23,rencontre_D2F_1_2021_743.pdf,25,22,R,1,1,1,0,0,F,1,0,D2,2021
PADMQFW,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,HBC ST AMAND LES EAUX PORTE DU HAINAUT,VASSEUR julien,J12,26,23,rencontre_D1F_2021_7995.pdf,26,23,R,1,1,1,0,0,F,0,0,D1,2021
PADMQHE,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,DIJON METROPOLE HB,CHADUTEAUD ulrich,J7,32,33,rencontre_D2H_2021_575.pdf,32,32,R,0,-1,0,0,1,H,1,1,D2,2021
PADMQHV,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J8,26,26,rencontre_D2H_2021_588.pdf,25,26,R,-1,0,1,0,1,H,0,0,D2,2021
PADMQOQ,SARAN LOIRET HB,COURTIAL fabien,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J15,31,26,rencontre_D2H_2021_636.pdf,29,26,R,1,1,1,0,0,H,0,0,D2,2021
PADMQUT,PARIS 92,MESSAOUDI yacine,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J7,20,24,rencontre_D1F_2021_7957.pdf,20,23,R,-1,-1,0,0,0,F,0,0,D1,2021
PADMQXJ,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J7,29,31,rencontre_D2H_2021_576.pdf,29,31,R,-1,-1,0,0,0,H,0,1,D2,2021
PADMRWQ,CESSON RENNES METROPOLE HB,LERICHE sebastien,ISTRES PROVENCE HANDBALL,DEROT gilles,J17,26,27,rencontre_D1H_2021_479.pdf,25,26,R,-1,-1,0,0,0,H,0,1,D1,2021
PADMRWR,GRAND NANCY METROPOLE HB,BRAUX benjamin,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J15,30,33,rencontre_D2H_2021_634.pdf,30,33,R,-1,-1,0,0,0,H,1,0,D2,2021
PADMRWT,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J6,27,24,rencontre_D2F_2_2021_783.pdf,25,23,R,1,1,1,0,0,F,0,0,D2,2021
PADMRYV,LIMOGES HAND 87,HAYATOUNE tarik,SAINT RAPHAEL VHB,FORTUNEANU dan,J17,31,29,rencontre_D1H_2021_484.pdf,30,28,R,1,1,1,1,0,H,0,0,D1,2021
PADMSCS,US CRETEIL HANDBALL,ESPARRE christophe,USAM NIMES GARD,MAURICE franck,J17,26,29,rencontre_D1H_2021_482.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2021
PADMSDC,ASUL VAULX EN VELIN,SEUTCHIE ludovic,CLUB ATHLETIQUE BEGLAIS,CASARAMONA julien,J7,26,25,rencontre_D2F_2_2021_785.pdf,25,25,R,0,1,1,0,1,F,0,0,D2,2021
PADMSEO,HANDBALL CLERMONT AUVERGNE METROPOLE 63,KABOUSS jamal,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J12,37,37,rencontre_D2F_2_2021_806.pdf,37,36,R,1,0,0,1,0,F,0,0,D2,2021
PADMSVE,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,HBC NANTAIS,RODRIGUEZ alberto,J18,24,25,rencontre_D1H_2021_489.pdf,24,25,R,-1,-1,0,0,0,H,0,1,D1,2021
PADMSZV,LIMOGES HAND 87,HAYATOUNE tarik,CHAMBERY SAVOIE HB,MATHE erick,J19,33,35,rencontre_D1H_2021_500.pdf,32,34,R,-1,-1,0,0,1,H,0,0,D1,2021
PADMTAK,GRAND NANCY METROPOLE HB,BRAUX benjamin,MASSY ESSONNE HB,ROUSSEL jeremy,J17,31,30,rencontre_D2H_2021_647.pdf,30,30,R,0,1,1,0,1,H,0,0,D2,2021
PADMTAQ,MONTPELLIER HANDBALL,CANAYER patrice,US CRETEIL HANDBALL,ESPARRE christophe,J18,29,28,rencontre_D1H_2021_490.pdf,29,28,R,1,1,1,0,0,H,0,1,D1,2021
PADMTEH,CLUB ATHLETIQUE BEGLAIS,CASARAMONA julien,HANDBALL CLERMONT AUVERGNE METROPOLE,DIENNA jean,J10,35,32,rencontre_D2F_2_2021_800.pdf,34,31,R,1,1,1,0,0,F,0,1,D2,2021
PADMTFW,AS CANNES-MANDELIEU HANDBALL,CATINAUD guillaume,LE POUZIN HB,ALVAREZ lucas,J6,22,18,rencontre_D2F_2_2021_784.pdf,21,18,R,1,1,1,0,0,F,0,0,D2,2021
PADMTIJ,FENIX TOULOUSE HANDBALL,GARDENT philippe,CESSON RENNES METROPOLE HB,LERICHE sebastien,J14,30,30,rencontre_D1H_2021_462.pdf,30,29,R,1,0,0,1,1,H,0,1,D1,2021
PADMTIL,USAM NIMES GARD,MAURICE franck,HBC NANTAIS,RODRIGUEZ alberto,J14,33,32,rencontre_D1H_2021_460.pdf,17,18,R,-1,1,1,0,0,H,0,0,D1,2021
PADMTIP,SAINT RAPHAEL VHB,FORTUNEANU dan,HBC NANTAIS,RODRIGUEZ alberto,J9,26,28,rencontre_D1H_2021_420.pdf,25,28,R,-1,-1,0,0,0,H,1,0,D1,2021
PADMTJH,C'CHARTRES METROPOLE HANDBALL,SALAET toni,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J10,26,27,rencontre_D1H_2021_424.pdf,26,27,R,-1,-1,0,0,1,H,0,0,D1,2021
PADMTKD,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,JS CHERBOURGEOISE MANCHE HB,BUCHTA lukas,J19,31,32,rencontre_D2H_2021_662.pdf,31,31,R,0,-1,0,0,0,H,1,0,D2,2021
PADMTKF,HB OCTEVILLE SUR MER,BOIVIN gautier,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,J6,26,28,rencontre_D2F_1_2021_726.pdf,25,28,R,-1,-1,0,0,0,F,1,0,D2,2021
PADMTKR,AUNIS HB LA ROCHELLE PERIGNY,GRAMMONT laurent,HB OCTEVILLE SUR MER,BOIVIN gautier,J7,37,35,rencontre_D2F_1_2021_729.pdf,37,35,R,1,1,1,0,0,F,0,1,D2,2021
PADMTKS,US CRETEIL HANDBALL,ESPARRE christophe,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J19,24,20,rencontre_D1H_2021_498.pdf,23,20,R,1,1,1,1,0,H,0,1,D1,2021
PADMTLC,GRAND NANCY METROPOLE HB,BRAUX benjamin,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,J23,34,32,rencontre_D2H_2021_690.pdf,33,32,R,1,1,1,0,0,H,0,1,D2,2021
PADMTLP,C'CHARTRES METROPOLE HANDBALL,SALAET toni,MONTPELLIER HANDBALL,CANAYER patrice,J21,28,31,rencontre_D1H_2021_512.pdf,27,30,R,-1,-1,0,0,1,H,1,0,D1,2021
PADMTLT,USAM NIMES GARD,MAURICE franck,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J18,29,29,rencontre_D1H_2021_491.pdf,29,28,R,1,0,0,1,0,H,0,0,D1,2021
PADMTMR,FENIX TOULOUSE HANDBALL,GARDENT philippe,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J7,25,24,rencontre_D1H_2021_406.pdf,24,23,R,1,1,1,0,0,H,0,1,D1,2021
PADMTNX,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,SARAN LOIRET HB,COURTIAL fabien,J20,32,33,rencontre_D2H_2021_668.pdf,31,33,R,-1,-1,0,0,1,H,0,0,D2,2021
PADMTOY,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J24,28,29,rencontre_D1H_2021_537.pdf,28,28,R,0,-1,0,1,1,H,1,0,D1,2021
PADMTOZ,HB OCTEVILLE SUR MER,BOIVIN gautier,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J4,23,22,rencontre_D2F_1_2021_720.pdf,22,22,R,0,1,1,0,0,F,0,0,D2,2021
PADMTPA,GRAND NANCY METROPOLE HB,BRAUX benjamin,SELESTAT ALSACE HANDBALL,VIENNET christophe,J8,27,26,rencontre_D2H_2021_585.pdf,26,25,R,1,1,1,0,1,H,0,0,D2,2021
PADMTPI,SARAN LOIRET HB,COURTIAL fabien,VALENCE HANDBALL,FORETS eric,J8,27,27,rencontre_D2H_2021_586.pdf,27,25,R,1,0,0,0,1,H,0,0,D2,2021
PADMTQU,DIJON METROPOLE HB,CHADUTEAUD ulrich,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J22,27,26,rencontre_D2H_2021_682.pdf,26,24,R,1,1,1,0,0,H,1,1,D2,2021
PADMTSB,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SELESTAT ALSACE HANDBALL,VIENNET christophe,J23,32,29,rencontre_D2H_2021_689.pdf,31,29,R,1,1,1,0,0,H,0,0,D2,2021
PADMTSE,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J24,24,22,rencontre_D1H_2021_538.pdf,22,21,R,1,1,1,0,0,H,1,0,D1,2021
PADMTSF,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,FENIX TOULOUSE HANDBALL,GARDENT philippe,J25,28,29,rencontre_D1H_2021_543.pdf,26,28,R,-1,-1,0,0,0,H,1,1,D1,2021
PADMTSG,SAINT RAPHAEL VHB,FORTUNEANU dan,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J25,29,28,rencontre_D1H_2021_549.pdf,27,26,R,1,1,1,0,0,H,1,0,D1,2021
PADMTSH,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,ISTRES PROVENCE HANDBALL,DEROT gilles,J13,25,24,rencontre_D1H_2021_451.pdf,25,24,R,1,1,1,0,1,H,0,0,D1,2021
PADMTSI,CHAMBERY SAVOIE HB,MATHE erick,MONTPELLIER HANDBALL,CANAYER patrice,J26,29,29,rencontre_D1H_2021_551.pdf,29,28,R,1,0,0,1,0,H,0,0,D1,2021
PADMTSJ,USAM NIMES GARD,MAURICE franck,FENIX TOULOUSE HANDBALL,GARDENT philippe,J26,34,35,rencontre_D1H_2021_557.pdf,34,34,R,0,-1,0,1,1,H,1,0,D1,2021
PADMTSL,LIMOGES HAND 87,HAYATOUNE tarik,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J26,29,27,rencontre_D1H_2021_556.pdf,28,27,R,1,1,1,0,0,H,1,0,D1,2021
PADMTSQ,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J6,27,25,rencontre_D1H_2021_391.pdf,27,25,R,1,1,1,1,0,H,0,0,D1,2021
PADMTSR,SAINT RAPHAEL VHB,FORTUNEANU dan,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J22,27,26,rencontre_D1H_2021_525.pdf,26,26,R,0,1,1,1,1,H,0,0,D1,2021
PADMTVL,US CRETEIL HANDBALL,ESPARRE christophe,LIMOGES HAND,HAYATOUNE tarik,J24,34,31,rencontre_D1H_2021_536.pdf,32,30,R,1,1,1,0,0,H,0,0,D1,2021
PADMTVM,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,LIMOGES HAND,HAYATOUNE tarik,J22,28,28,rencontre_D1H_2021_522.pdf,27,28,R,-1,0,1,0,0,H,0,1,D1,2021
PADMTYL,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,DIJON METROPOLE HB,CHADUTEAUD ulrich,J25,30,26,rencontre_D2H_2021_704.pdf,29,26,R,1,1,1,0,0,H,0,1,D2,2021
PADMTYV,CAVIGAL NICE SPORTS HANDBALL,MARCOS asier,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J24,28,29,rencontre_D2H_2021_697.pdf,28,28,R,0,-1,0,1,1,H,0,0,D2,2021
PADMTYW,DIJON METROPOLE HB,CHADUTEAUD ulrich,GRAND NANCY METROPOLE HB,BRAUX benjamin,J24,29,30,rencontre_D2H_2021_695.pdf,28,29,R,-1,-1,0,0,1,H,0,0,D2,2021
PADMTYY,SARAN LOIRET HB,COURTIAL fabien,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J23,21,22,rencontre_D2H_2021_691.pdf,21,21,R,0,-1,0,1,0,H,0,0,D2,2021
PADMTYZ,FENIX TOULOUSE HANDBALL,GARDENT philippe,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J27,24,22,rencontre_D1H_2021_565.pdf,23,22,R,1,1,1,1,0,H,1,0,D1,2021
PADMTZI,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,CHAMBERY SAVOIE HB,MATHE erick,J4,29,28,rencontre_D1H_2021_375.pdf,28,28,R,0,1,1,0,1,H,0,0,D1,2021
PADMTZL,CESSON RENNES METROPOLE HB,LERICHE sebastien,USAM NIMES GARD,MAURICE franck,J13,28,30,rencontre_D1H_2021_448.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2021
PADMUAV,FENIX TOULOUSE HANDBALL,GARDENT philippe,MONTPELLIER HANDBALL,CANAYER patrice,J29,30,33,rencontre_D1H_2021_581.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2021
PADMUAW,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,US CRETEIL HANDBALL,ESPARRE christophe,J29,33,29,rencontre_D1H_2021_577.pdf,32,29,R,1,1,1,0,0,H,0,0,D1,2021
PADMVAT,C'CHARTRES METROPOLE HANDBALL,SALAET toni,SAINT RAPHAEL VHB,FORTUNEANU dan,J30,29,31,rencontre_D1H_2021_584.pdf,28,29,R,-1,-1,0,0,0,H,1,0,D1,2021
RADNRTR,TOULON METROPOLE VAR HB,PLANTIN stephane,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J1,24,23,rencontre_D1F_2122_179.pdf,24,23,R,1,1,1,0,0,F,0,0,D1,2122
RADNRTS,HANDBALL PLAN DE CUQUES,SPINCER angelique,LES NEPTUNES DE NANTES,SAURINA guillaume,J1,24,26,rencontre_D1F_2122_180.pdf,23,25,R,-1,-1,0,0,0,F,0,0,D1,2122
RADNRTT,MERIGNAC HANDBALL,CHAGNARD christophe,JDA DIJON HANDBALL,MAZEL christophe,J1,26,26,rencontre_D1F_2122_181.pdf,26,25,R,1,0,0,0,0,F,0,0,D1,2122
RADNRTU,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,FLEURY LOIRET HANDBALL,CASSAN christophe,J1,33,30,rencontre_D1F_2122_182.pdf,32,29,R,1,1,1,0,0,F,1,0,D1,2122
RADNRTW,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J2,26,28,rencontre_D1F_2122_184.pdf,25,27,R,-1,-1,0,0,1,F,0,0,D1,2122
RADNRUC,BOURG DE PEAGE DROME HANDBALL,COMTE camille,JDA DIJON HANDBALL,MAZEL christophe,J3,26,24,rencontre_D1F_2122_190.pdf,25,23,R,1,1,1,1,0,F,1,0,D1,2122
RADNRUD,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,ES BESANCON FEMININ,MIZOULE sebastien,J3,25,26,rencontre_D1F_2122_191.pdf,24,25,R,-1,-1,0,1,0,F,0,0,D1,2122
RADNRUE,PARIS 92,MESSAOUDI yacine,LES NEPTUNES DE NANTES,SAURINA guillaume,J3,21,20,rencontre_D1F_2122_192.pdf,21,20,R,1,1,1,1,0,F,1,1,D1,2122
RADNRUH,MERIGNAC HANDBALL,CHAGNARD christophe,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J3,25,25,rencontre_D1F_2122_195.pdf,25,24,R,1,0,0,0,0,F,0,0,D1,2122
RADNRUK,JDA DIJON HANDBALL,MAZEL christophe,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J4,26,29,rencontre_D1F_2122_198.pdf,25,28,R,-1,-1,0,0,0,F,0,1,D1,2122
RADNRUL,LES NEPTUNES DE NANTES,SAURINA guillaume,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J4,24,27,rencontre_D1F_2122_199.pdf,24,26,R,-1,-1,0,0,0,F,0,1,D1,2122
RADNRUN,ES BESANCON FEMININ,MIZOULE sebastien,PARIS,MESSAOUDI yacine,J4,25,26,rencontre_D1F_2122_201.pdf,24,26,R,-1,-1,0,0,0,F,0,0,D1,2122
RADNRUS,LES NEPTUNES DE NANTES,SAURINA guillaume,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J5,22,21,rencontre_D1F_2122_206.pdf,22,21,R,1,1,1,0,0,F,0,0,D1,2122
RADNRUU,BOURG DE PEAGE DROME HANDBALL,COMTE camille,ES BESANCON FEMININ,MIZOULE sebastien,J5,28,27,rencontre_D1F_2122_208.pdf,27,26,R,1,1,1,0,1,F,0,0,D1,2122
RADNRUX,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,TOULON METROPOLE VAR HB,PLANTIN stephane,J6,20,19,rencontre_D1F_2122_211.pdf,20,19,R,1,1,1,0,0,F,0,0,D1,2122
RADNRUY,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,JDA DIJON HANDBALL,MAZEL christophe,J6,25,27,rencontre_D1F_2122_212.pdf,24,27,R,-1,-1,0,0,0,F,0,0,D1,2122
RADNRUZ,BOURG DE PEAGE DROME HANDBALL,COMTE camille,FLEURY LOIRET HANDBALL,CASSAN christophe,J6,27,24,rencontre_D1F_2122_213.pdf,26,23,R,1,1,1,0,0,F,0,0,D1,2122
RADNRVA,ES BESANCON FEMININ,MIZOULE sebastien,LES NEPTUNES DE NANTES,SAURINA guillaume,J6,34,30,rencontre_D1F_2122_214.pdf,32,29,R,1,1,1,0,0,F,1,0,D1,2122
RADNRVE,BREST BRETAGNE HANDBALL,MOREL pablo,ES BESANCON FEMININ,MIZOULE sebastien,J7,34,35,rencontre_D1F_2122_218.pdf,33,35,R,-1,-1,0,0,0,F,0,1,D1,2122
RADNRVH,PARIS 92,MESSAOUDI yacine,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J7,20,21,rencontre_D1F_2122_221.pdf,19,21,R,-1,-1,0,0,0,F,0,0,D1,2122
RADNRVI,FLEURY LOIRET HANDBALL,CASSAN christophe,MERIGNAC HANDBALL,CHAGNARD christophe,J7,20,25,rencontre_D1F_2122_222.pdf,20,23,R,-1,-1,0,0,0,F,0,0,D1,2122
RADNRVJ,JDA DIJON HANDBALL,MAZEL christophe,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J7,24,22,rencontre_D1F_2122_223.pdf,23,22,R,1,1,1,0,0,F,0,0,D1,2122
RADNRVM,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,ES BESANCON FEMININ,MIZOULE sebastien,J8,29,26,rencontre_D1F_2122_226.pdf,29,26,R,1,1,1,0,0,F,0,0,D1,2122
