"","code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_recevant","points_visiteur","diff_point","diff_point_norm"
"248","SAEEAGU","SAINT RAPHAEL VHB","BRAUX benjamin","PROVENCE AIX UNIVERSITE CLUB HANDBALL","ANTI thierry",31,34,"rencontre_D1H_2223_4065.pdf","J15",31,34,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"saint raphael vhb","provence aix universite club handball",26,29,-3,-0.241350411364781
"249","SAEEAGW","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","ISTRES PROVENCE HANDBALL","DEROT gilles",30,30,"rencontre_D1H_2223_4067.pdf","J15",30,29,"R",1,0,0,0,0,"H",1,1,"D1",2223,"dunkerque handball grand littoral","istres provence handball",27,19,8,1.07343468673669
"250","SAEEAHB","CESSON RENNES METROPOLE HB","LERICHE sebastien","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",28,29,"rencontre_D1H_2223_4072.pdf","J16",28,27,"R",1,-1,0,1,0,"H",0,0,"D1",2223,"cesson rennes metropole hb","selestat alsace handball",30,17,13,1.67106427678282
"251","SAEEAHE","ISTRES PROVENCE HANDBALL","DEROT gilles","SAINT RAPHAEL VHB","BRAUX benjamin",28,26,"rencontre_D1H_2223_4075.pdf","J16",27,25,"R",1,1,1,0,0,"H",0,0,"D1",2223,"istres provence handball","saint raphael vhb",21,27,-6,-0.599928165392457
"252","SAEEAHF","US IVRY HANDBALL","DINART didier","CHAMBERY SAVOIE HB","MATHE erick",33,35,"rencontre_D1H_2223_4076.pdf","J16",31,34,"R",-1,-1,0,0,0,"H",0,1,"D1",2223,"us ivry handball","chambery savoie hb",23,34,-11,-1.19755775543858
"253","SAEEAHI","USAM NIMES GARD","VRANJES ljubomir","MONTPELLIER HANDBALL","CANAYER patrice",28,29,"rencontre_D1H_2223_4079.pdf","J17",27,28,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"usam nimes gard","montpellier handball",36,44,-8,-0.838980001410907
"254","SAEEAHJ","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PROVENCE AIX UNIVERSITE CLUB HANDBALL","ANTI thierry",29,25,"rencontre_D1H_2223_4080.pdf","J17",27,25,"R",1,1,1,0,1,"H",1,0,"D1",2223,"fenix toulouse handball","provence aix universite club handball",35,33,2,0.356279178681344
"255","SAEEAHK","SAINT RAPHAEL VHB","BRAUX benjamin","US IVRY HANDBALL","DINART didier",29,25,"rencontre_D1H_2223_4081.pdf","J17",28,25,"R",1,1,1,1,0,"H",0,0,"D1",2223,"saint raphael vhb","us ivry handball",28,24,4,0.595331014699794
"256","SAEEAHL","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",29,28,"rencontre_D1H_2223_4082.pdf","J17",28,27,"R",1,1,1,1,1,"H",0,0,"D1",2223,"us creteil handball","cesson rennes metropole hb",25,31,-6,-0.599928165392457
"257","SAEEAHM","ISTRES PROVENCE HANDBALL","DEROT gilles","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",28,30,"rencontre_D1H_2223_4083.pdf","J17",28,29,"R",-1,-1,0,1,1,"H",0,0,"D1",2223,"istres provence handball","dunkerque handball grand littoral",24,30,-6,-0.599928165392457
"258","SAEEAHR","CESSON RENNES METROPOLE HB","LERICHE sebastien","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",28,31,"rencontre_D1H_2223_4088.pdf","J18",28,29,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"cesson rennes metropole hb","fenix toulouse handball",32,38,-6,-0.599928165392457
"259","SAEEAHS","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","SAINT RAPHAEL VHB","BRAUX benjamin",29,30,"rencontre_D1H_2223_4089.pdf","J18",29,29,"R",0,-1,0,0,1,"H",0,1,"D1",2223,"c'chartres metropole handball","saint raphael vhb",28,31,-3,-0.241350411364781
"260","SAEEAHX","CHAMBERY SAVOIE HB","MATHE erick","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",34,33,"rencontre_D1H_2223_4094.pdf","J19",33,31,"R",1,1,1,1,0,"H",1,0,"D1",2223,"chambery savoie hb","paris saint-germain handball",43,50,-7,-0.719454083401682
"261","SAEEAHZ","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",33,33,"rencontre_D1H_2223_4096.pdf","J19",32,31,"R",1,0,0,1,0,"H",1,0,"D1",2223,"fenix toulouse handball","limoges hand 87",41,35,6,0.834382850718245
"262","SAEEAIB","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,30,"rencontre_D1H_2223_4098.pdf","J19",32,29,"R",1,1,1,0,0,"H",0,0,"D1",2223,"us creteil handball","dunkerque handball grand littoral",29,34,-5,-0.480402247383232
"263","SAEEAID","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","US IVRY HANDBALL","DINART didier",30,32,"rencontre_D1H_2223_4100.pdf","J19",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"selestat alsace handball","us ivry handball",24,26,-2,-0.121824493355556
"264","SAEEAIF","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","SAINT RAPHAEL VHB","BRAUX benjamin",24,28,"rencontre_D1H_2223_4102.pdf","J20",24,27,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"provence aix universite club handball","saint raphael vhb",36,35,1,0.236753260672119
"265","SAEEAIG","MONTPELLIER HANDBALL","CANAYER patrice","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",27,24,"rencontre_D1H_2223_4103.pdf","J20",26,24,"R",1,1,1,1,0,"H",0,0,"D1",2223,"montpellier handball","c'chartres metropole handball",53,30,23,2.86632345687507
"266","SAEEAIJ","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,28,"rencontre_D1H_2223_4106.pdf","J20",29,26,"R",1,1,1,1,0,"H",0,0,"D1",2223,"dunkerque handball grand littoral","selestat alsace handball",35,25,10,1.31248652275514
"267","SAEEAIN","HBC NANTES","COJEAN gregory","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,33,"rencontre_D1H_2223_4110.pdf","J21",32,31,"R",1,0,0,0,0,"H",0,1,"D1",2223,"hbc nantes","fenix toulouse handball",54,44,10,1.31248652275514
"268","SAEEAIS","US IVRY HANDBALL","DINART didier","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",29,29,"rencontre_D1H_2223_4115.pdf","J21",29,28,"R",1,0,0,0,1,"H",0,0,"D1",2223,"us ivry handball","provence aix universite club handball",32,37,-5,-0.480402247383232
"269","SAEEAIU","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",29,27,"rencontre_D1H_2223_4117.pdf","J22",27,26,"R",1,1,1,0,0,"H",1,0,"D1",2223,"provence aix universite club handball","c'chartres metropole handball",39,34,5,0.714856932709019
"270","SAEEAIV","MONTPELLIER HANDBALL","CANAYER patrice","US IVRY HANDBALL","DINART didier",26,23,"rencontre_D1H_2223_4118.pdf","J22",26,23,"R",1,1,1,0,0,"H",0,1,"D1",2223,"montpellier handball","us ivry handball",59,34,25,3.10537529289352
"271","SAEEAIX","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","USAM NIMES GARD","VRANJES ljubomir",32,34,"rencontre_D1H_2223_4120.pdf","J22",32,33,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"fenix toulouse handball","usam nimes gard",46,47,-1,-0.00229857534633126
"272","SAEEAIY","CESSON RENNES METROPOLE HB","LERICHE sebastien","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",27,26,"rencontre_D1H_2223_4121.pdf","J22",26,25,"R",1,1,1,0,0,"H",0,1,"D1",2223,"cesson rennes metropole hb","dunkerque handball grand littoral",38,39,-1,-0.00229857534633126
"273","SAEEAIZ","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",37,40,"rencontre_D1H_2223_4122.pdf","J22",36,39,"R",-1,-1,0,0,0,"H",0,1,"D1",2223,"us creteil handball","paris saint-germain handball",35,57,-22,-2.51234285354006
"274","SAEEAJA","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","SAINT RAPHAEL VHB","BRAUX benjamin",32,31,"rencontre_D1H_2223_4123.pdf","J22",31,31,"R",0,1,1,0,0,"H",0,0,"D1",2223,"limoges hand 87","saint raphael vhb",39,41,-2,-0.121824493355556
"275","SAEEAJD","HBC NANTES","COJEAN gregory","MONTPELLIER HANDBALL","CANAYER patrice",29,28,"rencontre_D1H_2223_4126.pdf","J23",28,27,"R",1,1,1,0,0,"H",0,0,"D1",2223,"hbc nantes","montpellier handball",59,62,-3,-0.241350411364781
"276","SAEEAJG","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","ISTRES PROVENCE HANDBALL","DEROT gilles",25,26,"rencontre_D1H_2223_4129.pdf","J23",25,25,"R",0,-1,0,1,0,"H",0,0,"D1",2223,"c'chartres metropole handball","istres provence handball",35,31,4,0.595331014699794
"277","SAEEAJJ","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,27,"rencontre_D1H_2223_4132.pdf","J23",26,25,"R",1,1,1,0,0,"H",0,1,"D1",2223,"selestat alsace handball","limoges hand 87",29,42,-13,-1.43660959145703
"278","SAEEAJL","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2223_4134.pdf","J24",35,33,"R",1,1,1,0,0,"H",0,0,"D1",2223,"provence aix universite club handball","us creteil handball",43,37,6,0.834382850718245
"279","SAEEAJQ","ISTRES PROVENCE HANDBALL","DEROT gilles","CHAMBERY SAVOIE HB","MATHE erick",35,37,"rencontre_D1H_2223_4139.pdf","J24",34,36,"R",-1,-1,0,0,1,"H",0,1,"D1",2223,"istres provence handball","chambery savoie hb",34,56,-22,-2.51234285354006
"280","SAEEAJV","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","CESSON RENNES METROPOLE HB","LERICHE sebastien",21,22,"rencontre_D1H_2223_4144.pdf","J25",21,22,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"c'chartres metropole handball","cesson rennes metropole hb",37,45,-8,-0.838980001410907
"281","SAEEAKC","USAM NIMES GARD","VRANJES ljubomir","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,27,"rencontre_D1H_2223_4151.pdf","J26",29,27,"R",1,1,1,0,1,"H",0,0,"D1",2223,"usam nimes gard","us creteil handball",57,41,16,2.0296420308105
"282","SAEEAKD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SAINT RAPHAEL VHB","BRAUX benjamin",33,32,"rencontre_D1H_2223_4152.pdf","J26",32,31,"R",1,1,1,1,0,"H",1,0,"D1",2223,"fenix toulouse handball","saint raphael vhb",56,45,11,1.43201244076437
"283","SAEEAKE","CESSON RENNES METROPOLE HB","LERICHE sebastien","MONTPELLIER HANDBALL","CANAYER patrice",22,25,"rencontre_D1H_2223_4153.pdf","J26",21,24,"R",-1,-1,0,0,0,"H",0,1,"D1",2223,"cesson rennes metropole hb","montpellier handball",48,67,-19,-2.15376509951238
"284","SAEEAKG","ISTRES PROVENCE HANDBALL","DEROT gilles","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",30,30,"rencontre_D1H_2223_4155.pdf","J26",30,28,"R",1,0,0,1,0,"H",1,0,"D1",2223,"istres provence handball","selestat alsace handball",36,34,2,0.356279178681344
"285","SAEEAKH","US IVRY HANDBALL","DINART didier","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,27,"rencontre_D1H_2223_4156.pdf","J26",27,26,"R",1,0,0,0,0,"H",0,1,"D1",2223,"us ivry handball","c'chartres metropole handball",38,38,0,0.117227342662894
"286","SAEEAKQ","HBC NANTES","COJEAN gregory","USAM NIMES GARD","VRANJES ljubomir",28,28,"rencontre_D1H_2223_4165.pdf","J28",28,27,"R",1,0,0,1,1,"H",0,0,"D1",2223,"hbc nantes","usam nimes gard",74,63,11,1.43201244076437
"287","SAEEAKR","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",36,37,"rencontre_D1H_2223_4166.pdf","J28",36,35,"R",1,-1,0,0,0,"H",1,0,"D1",2223,"fenix toulouse handball","dunkerque handball grand littoral",60,51,9,1.19296060474592
"288","SAEEAKS","SAINT RAPHAEL VHB","BRAUX benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",34,37,"rencontre_D1H_2223_4167.pdf","J28",33,36,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"saint raphael vhb","paris saint-germain handball",49,75,-26,-2.99044652557696
"289","SAEEAKU","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",30,32,"rencontre_D1H_2223_4169.pdf","J28",29,31,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"c'chartres metropole handball","selestat alsace handball",41,37,4,0.595331014699794
"290","SAEEAKW","ISTRES PROVENCE HANDBALL","DEROT gilles","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",32,29,"rencontre_D1H_2223_4171.pdf","J28",31,28,"R",1,1,1,1,0,"H",0,0,"D1",2223,"istres provence handball","provence aix universite club handball",39,51,-12,-1.31708367344781
"291","SAEEAKX","US IVRY HANDBALL","DINART didier","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,23,"rencontre_D1H_2223_4172.pdf","J28",26,23,"R",1,1,1,0,0,"H",1,1,"D1",2223,"us ivry handball","us creteil handball",41,43,-2,-0.121824493355556
"292","SAEEAKY","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2223_4173.pdf","J29",34,32,"R",1,1,1,0,0,"H",0,1,"D1",2223,"paris saint-germain handball","hbc nantes",78,76,2,0.356279178681344
"293","SAEEALG","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,33,"rencontre_D1H_2223_4181.pdf","J30",30,33,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"provence aix universite club handball","paris saint-germain handball",53,81,-28,-3.22949836159541
"294","SAEEALH","MONTPELLIER HANDBALL","CANAYER patrice","CHAMBERY SAVOIE HB","MATHE erick",28,27,"rencontre_D1H_2223_4182.pdf","J30",27,25,"R",1,1,1,1,0,"H",0,0,"D1",2223,"montpellier handball","chambery savoie hb",79,71,8,1.07343468673669
"295","SAEEALK","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,36,"rencontre_D1H_2223_4185.pdf","J30",36,35,"R",1,0,0,1,0,"H",0,0,"D1",2223,"limoges hand 87","cesson rennes metropole hb",53,53,0,0.117227342662894
"296","SAEFNAF","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","THOMSEN helle",23,22,"rencontre_D1F_2223_2971.pdf","J1",23,22,"R",1,1,1,1,0,"F",1,0,"D1",2223,"chambray touraine handball","les neptunes de nantes",0,0,0,0.117227342662894
"297","SAEGDTH","CAEN HANDBALL","BEDOS roch","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",36,34,"rencontre_D2H_2223_425.pdf","J8",35,33,"R",1,1,1,1,0,"H",0,0,"D2",2223,"caen handball","sarrebourg moselle sud handball",13,17,-4,-0.360876329374007
"298","SAEGDTI","CAEN HANDBALL","BEDOS roch","MASSY ESSONNE HB","LEFEBVRE thomas",28,31,"rencontre_D2H_2223_408.pdf","J6",27,29,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"caen handball","massy essonne hb",11,9,2,0.356279178681344
"299","SAEKHBU","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","CAEN HANDBALL","BEDOS roch",30,29,"rencontre_D2H_2223_413.pdf","J7",29,28,"R",1,1,1,1,1,"H",0,0,"D2",2223,"tremblay-en-france handball","caen handball",15,12,3,0.475805096690569
"300","SAEKHBZ","CAEN HANDBALL","BEDOS roch","CHERBOURG HB","FERNANDEZ ROURA eduard",28,28,"rencontre_D2H_2223_459.pdf","J13",27,28,"R",-1,0,1,1,1,"H",0,0,"D2",2223,"caen handball","cherbourg hb",26,20,6,0.834382850718245
"301","SAEKJCP","SAINT RAPHAEL VHB","BRAUX benjamin","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",28,26,"rencontre_D1H_2223_4049.pdf","J13",28,25,"R",1,1,1,0,0,"H",0,0,"D1",2223,"saint raphael vhb","c'chartres metropole handball",22,19,3,0.475805096690569
"302","SAELJXV","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,30,"rencontre_D2H_2223_473.pdf","J14",29,30,"R",-1,0,1,1,0,"H",0,0,"D2",2223,"tremblay-en-france handball","dijon metropole hb",36,35,1,0.236753260672119
"303","SAEMDHR","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","MONTPELLIER HANDBALL","CANAYER patrice",31,30,"rencontre_D1H_2223_4064.pdf","J15",30,30,"R",0,1,1,1,0,"H",0,0,"D1",2223,"fenix toulouse handball","montpellier handball",31,40,-9,-0.958505919420132
"304","SAEMODN","ST AMAND HANDBALL - PORTE DU HAINAUT","GARCIA CARRACEDO felix","MERIGNAC HANDBALL","CHAGNARD christophe",25,25,"rencontre_D1F_2223_3108.pdf","J20",25,24,"R",1,0,0,1,1,"F",0,0,"D1",2223,"st amand handball -  porte du hainaut","merignac handball",25,28,-3,-0.241350411364781
"305","SAEMRVO","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HANDBALL PLAN DE CUQUES","SPINCER angelique",33,29,"rencontre_D1F_2223_3031.pdf","J9",31,28,"R",1,1,1,0,0,"F",1,0,"D1",2223,"celles sur belle mellois en poitou","handball plan de cuques",13,14,-1,-0.00229857534633126
"306","SAENJHS","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",31,28,"rencontre_D1H_2223_4057.pdf","J14",31,28,"R",1,1,1,0,0,"H",0,0,"D1",2223,"c'chartres metropole handball","dunkerque handball grand littoral",20,26,-6,-0.599928165392457
"307","SAENSUY","HANDBALL PLAN DE CUQUES","SPINCER angelique","LES NEPTUNES DE NANTES","THOMSEN helle",28,29,"rencontre_D1F_2223_3073.pdf","J15",27,28,"R",-1,-1,0,0,1,"F",0,1,"D1",2223,"handball plan de cuques","les neptunes de nantes",21,30,-9,-0.958505919420132
"308","SAEOYIV","PARIS","MESSAOUDI yacine","JDA DIJON HANDBALL","MAZEL christophe",31,28,"rencontre_D1F_2223_3039.pdf","J11",30,27,"R",1,1,1,0,0,"F",1,0,"D1",2223,"paris 92","jda dijon handball",22,19,3,0.475805096690569
"309","SAEPFKJ","NOISY LE GRAND HANDBALL","GHERRAM farid","ACHENHEIM TRUCHTERSHEIM","BASNY jan",35,33,"rencontre_D2F_1_2223_417.pdf","J10",33,32,"R",1,1,1,1,0,"F",1,1,"D2",2223,"noisy le grand handball","achenheim truchtersheim",19,25,-6,-0.599928165392457
"310","SAEPREB","BILLERE HANDBALL","DEHERME daniel","BORDEAUX HANDBALL","PEYRABOUT benoit",29,29,"rencontre_D2H_2223_523.pdf","J21",29,27,"R",1,0,0,1,0,"H",0,0,"D2",2223,"billere handball","bordeaux handball",37,39,-2,-0.121824493355556
"311","SAEPUQR","HANDBALL PLAN DE CUQUES","SPINCER angelique","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",28,27,"rencontre_D1F_2223_3135.pdf","J24",27,26,"R",1,1,1,1,0,"F",0,0,"D1",2223,"handball plan de cuques","chambray touraine handball",36,47,-11,-1.19755775543858
"312","SAEPUQS","HAVRE ATHLETIC CLUB HB","PELLAN stephane","SAMBRE AVESNOIS HANDBALL","PETIT clement",27,28,"rencontre_D2F_1_2223_436.pdf","J13",25,28,"R",-1,-1,0,0,0,"F",0,1,"D2",2223,"havre athletic club hb","sambre avesnois handball",21,23,-2,-0.121824493355556
"313","SAEPVTJ","NANCY METROPOLE","SYLLA yerime","SARAN LOIRET HB","COURTIAL fabien",34,30,"rencontre_D2H_2223_501.pdf","J18",32,29,"R",1,1,1,0,0,"H",0,0,"D2",2223,"nancy handball","saran loiret hb",33,43,-10,-1.07803183742936
"314","SAEQBJW","TOULON METROPOLE VAR HANDBALL","PLANTIN stephane","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",21,24,"rencontre_D1F_2223_3072.pdf","J15",21,24,"R",-1,-1,0,0,0,"F",0,0,"D1",2223,"toulon metropole var handball","celles sur belle mellois en poitou",16,22,-6,-0.599928165392457
"315","SAEQEMC","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",26,23,"rencontre_D2F_1_2223_451.pdf","J15",26,23,"R",1,1,1,0,0,"F",0,1,"D2",2223,"club athletique beglais","saint gregoire rennes metropole hb",25,21,4,0.595331014699794
"316","SAEQYCW","ISTRES PROVENCE HANDBALL","DEROT gilles","HBC NANTES","COJEAN gregory",35,37,"rencontre_D1H_2223_4124.pdf","J22",33,36,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"istres provence handball","hbc nantes",30,56,-26,-2.99044652557696
"317","SAEQZLK","CAEN HANDBALL","BEDOS roch","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",23,25,"rencontre_D2H_2223_545.pdf","J23",23,24,"R",-1,-1,0,0,1,"H",0,0,"D2",2223,"caen handball","pontault-combault handball",49,55,-6,-0.599928165392457
"318","SAERHMS","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PROVENCE AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",32,29,"rencontre_D1H_2223_4131.pdf","J23",30,28,"R",1,1,1,1,0,"H",0,1,"D1",2223,"dunkerque handball grand littoral","provence aix universite club handball",40,42,-2,-0.121824493355556
"319","SAERLSV","JDA DIJON HANDBALL","MAZEL christophe","PARIS","MESSAOUDI yacine",22,19,"rencontre_D1F_2223_3133.pdf","J24",22,19,"R",1,1,1,1,0,"F",0,0,"D1",2223,"jda dijon handball","paris 92",45,47,-2,-0.121824493355556
"320","SAERSHE","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,26,"rencontre_D1H_2223_4168.pdf","J28",26,25,"R",1,0,0,0,1,"H",0,1,"D1",2223,"cesson rennes metropole hb","chambery savoie hb",50,66,-16,-1.79518734548471
"321","SAERWFV","TOULON METROPOLE VAR HANDBALL","PLANTIN stephane","MERIGNAC HANDBALL","CHAGNARD christophe",31,30,"rencontre_D1F_2223_3134.pdf","J24",31,29,"R",1,1,1,1,0,"F",0,0,"D1",2223,"toulon metropole var handball","merignac handball",25,33,-8,-0.838980001410907
"322","TAETRHW","VALENCE HANDBALL","BENKAHLA aziz","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",35,34,"rencontre_D2H_2324_501.pdf","J2",34,33,"R",1,1,1,0,0,"H",0,1,"D2",2324,"valence handball","sarrebourg moselle sud handball",1,1,0,0.117227342662894
"323","TAETRIA","ISTRES PROVENCE HANDBALL","DEROT gilles","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",30,32,"rencontre_D2H_2324_505.pdf","J3",29,31,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"istres provence handball","pontault-combault handball",6,6,0,0.117227342662894
"324","TAETRIB","MASSY ESSONNE HB","DIALLO ibrahima","ANGERS SCO HANDBALL","TEJ issam",27,22,"rencontre_D2H_2324_506.pdf","J3",25,22,"R",1,1,1,0,0,"H",0,0,"D2",2324,"massy essonne hb","angers sco handball",2,4,-2,-0.121824493355556
"325","TAETRIE","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",30,31,"rencontre_D2H_2324_509.pdf","J3",30,31,"R",-1,-1,0,0,0,"H",0,0,"D2",2324,"selestat alsace handball","handball club cournon d'auvergne",6,2,4,0.595331014699794
"326","TAETRIF","VALENCE HANDBALL","BENKAHLA aziz","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",28,25,"rencontre_D2H_2324_510.pdf","J3",26,23,"R",1,1,1,0,0,"H",0,0,"D2",2324,"valence handball","billere handball pau pyrenees",4,1,3,0.475805096690569
"327","TAETRII","CAEN HANDBALL","BEDOS roch","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",30,30,"rencontre_D2H_2324_513.pdf","J4",30,29,"R",1,0,0,1,0,"H",1,0,"D2",2324,"caen handball","handball club cournon d'auvergne",5,5,0,0.117227342662894
"328","TAETRIJ","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,28,"rencontre_D2H_2324_514.pdf","J4",27,28,"R",-1,-1,0,1,0,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","selestat alsace handball",5,7,-2,-0.121824493355556
"329","TAETRIK","MASSY ESSONNE HB","LEFEBVRE thomas","ISTRES PROVENCE HANDBALL","DEROT gilles",33,36,"rencontre_D2H_2324_515.pdf","J4",33,36,"R",-1,-1,0,0,1,"H",1,0,"D2",2324,"massy essonne hb","istres provence handball",5,7,-2,-0.121824493355556
"330","TAETRIO","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",28,27,"rencontre_D2H_2324_519.pdf","J5",28,27,"R",1,1,1,1,0,"H",1,0,"D2",2324,"grand besancon doubs handball","billere handball pau pyrenees",5,3,2,0.356279178681344
"331","TAETRIT","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","MASSY ESSONNE HB","LEFEBVRE thomas",31,32,"rencontre_D2H_2324_524.pdf","J5",31,32,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"sarrebourg moselle sud handball","massy essonne hb",3,6,-3,-0.241350411364781
"332","TAETRIU","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",26,27,"rencontre_D2H_2324_525.pdf","J5",26,25,"R",1,-1,0,0,0,"H",1,0,"D2",2324,"selestat alsace handball","pontault-combault handball",10,12,-2,-0.121824493355556
"333","TAETRIZ","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",28,26,"rencontre_D2H_2324_530.pdf","J6",27,25,"R",1,1,1,1,0,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","handball club cournon d'auvergne",7,8,-1,-0.00229857534633126
