"","code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_recevant","points_visiteur","diff_point","diff_point_norm"
"591","TAEYAPD","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","SAMBRE AVESNOIS HANDBALL","PETIT clement",31,32,"rencontre_D2F_1_2324_249.pdf","J5",31,31,"R",0,-1,0,0,0,"F",0,0,"D2",2324,"celles sur belle mellois en poitou","sambre avesnois handball",10,12,-2,-0.121824493355556
"592","TAEYGQP","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","US IVRY HANDBALL","DINART didier",31,29,"rencontre_D1H_2324_475.pdf","J5",30,28,"R",1,1,1,1,0,"H",0,1,"D1",2324,"limoges hand 87","us ivry handball",7,5,2,0.356279178681344
"593","TAEYRIN","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","ANGERS SCO HANDBALL","TEJ issam",31,32,"rencontre_D2H_2324_520.pdf","J5",31,31,"R",0,-1,0,1,0,"H",1,0,"D2",2324,"handball club cournon d'auvergne","angers sco handball",7,8,-1,-0.00229857534633126
"594","TAEZCOS","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",25,22,"rencontre_D2F_1_2324_347.pdf","J19",25,22,"R",1,1,1,0,0,"F",0,0,"D2",2324,"celles sur belle mellois en poitou","handball clermont auvergne metropole 63",41,41,0,0.117227342662894
"595","TAEZETH","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",35,32,"rencontre_D1H_2324_496.pdf","J8",33,31,"R",1,1,1,0,0,"H",0,0,"D1",2324,"provence aix universite club handball","limoges hand 87",15,14,1,0.236753260672119
"596","TAEZMRU","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HAVRE ATHLETIC CLUB HB","PELLAN stephane",23,22,"rencontre_D2F_1_2324_260.pdf","J6",23,22,"R",1,1,1,0,0,"F",0,0,"D2",2324,"saint gregoire rennes metropole hb","havre athletic club hb",9,10,-1,-0.00229857534633126
"597","TAEZPSY","TOULOUSE FEMININ HANDBALL","VEDEL fabien","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",29,31,"rencontre_D2F_1_2324_261.pdf","J6",29,31,"R",-1,-1,0,0,0,"F",1,0,"D2",2324,"toulouse feminin handball","bouillargues handball nimes metropole",8,10,-2,-0.121824493355556
"598","TAEZRXY","NOISY-LE-GRAND HANDBALL","GHERRAM farid","TOULOUSE FEMININ HANDBALL","VEDEL fabien",24,23,"rencontre_D2F_1_2324_271.pdf","J8",23,23,"R",0,1,1,1,1,"F",1,1,"D2",2324,"noisy-le-grand handball","toulouse feminin handball",16,9,7,0.95390876872747
"599","TAEZWAD","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","MASSY ESSONNE HB","LEFEBVRE thomas",27,30,"rencontre_D2H_2324_604.pdf","J15",26,28,"R",-1,-1,0,0,1,"H",1,0,"D2",2324,"pontault-combault handball","massy essonne hb",34,21,13,1.67106427678282
"600","TAEZWAE","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",32,29,"rencontre_D2H_2324_565.pdf","J10",31,29,"R",1,1,1,0,1,"H",0,0,"D2",2324,"pontault-combault handball","billere handball pau pyrenees",24,12,12,1.5515383587736
"601","TAFAJZA","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","USAM NIMES GARD","CHAUVET jerome",32,29,"rencontre_D1H_2324_532.pdf","J12",31,29,"R",1,1,1,1,0,"H",0,1,"D1",2324,"limoges hand 87","usam nimes gard",24,23,1,0.236753260672119
"602","TAFASXQ","SAINT-RAPHAEL VHB","BRAUX benjamin","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",39,37,"rencontre_D1H_2324_543.pdf","J13",38,37,"R",1,1,1,1,0,"H",0,0,"D1",2324,"saint-raphael vhb","limoges hand 87",27,27,0,0.117227342662894
"603","TAFCIYI","HBC NANTES","COJEAN gregory","MONTPELLIER HANDBALL","CANAYER patrice",31,30,"rencontre_D1H_2324_557.pdf","J15",29,29,"R",0,1,1,0,0,"H",0,0,"D1",2324,"hbc nantes","montpellier handball",37,37,0,0.117227342662894
"604","TAFDBKQ","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence","CELLES SUR BELLE MELLOIS EN POITOU","MARTIN maxime",26,28,"rencontre_D2F_1_2324_290.pdf","J10",26,27,"R",-1,-1,0,1,0,"F",0,0,"D2",2324,"handball clermont auvergne metropole 63","celles sur belle mellois en poitou",21,16,5,0.714856932709019
"605","TAFDEYR","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","USAM NIMES GARD","CHAUVET jerome",27,30,"rencontre_D1H_2324_545.pdf","J14",27,28,"R",-1,-1,0,1,1,"H",0,0,"D1",2324,"c'chartres metropole handball","usam nimes gard",21,27,-6,-0.599928165392457
"606","TAFFMRS","US IVRY HANDBALL","DINART didier","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",31,29,"rencontre_D1H_2324_571.pdf","J17",29,28,"R",1,1,1,1,0,"H",0,0,"D1",2324,"us ivry handball","fenix toulouse handball",25,37,-12,-1.31708367344781
"607","TAFFQBZ","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",26,25,"rencontre_D2H_2324_613.pdf","J16",26,25,"R",1,1,1,0,0,"H",0,0,"D2",2324,"selestat alsace handball","frontignan thau handball",34,31,3,0.475805096690569
"608","TAFFTGI","MERIGNAC HANDBALL","CHAGNARD christophe","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",30,33,"rencontre_D1F_2324_642.pdf","J17",30,32,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"merignac handball","st amand handball -  porte du hainaut",25,23,2,0.356279178681344
"609","TAFFTXT","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","DIJON METROPOLE HB","CHADUTEAUD ulrich",33,34,"rencontre_D1H_2324_567.pdf","J16",32,33,"R",-1,-1,0,0,0,"H",0,1,"D1",2324,"provence aix universite club handball","dijon metropole hb",31,19,12,1.5515383587736
"610","TAFFVUK","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",19,19,"rencontre_D1F_2324_644.pdf","J17",18,19,"R",-1,0,1,0,1,"F",0,0,"D1",2324,"stella saint-maur handball","chambray touraine handball",20,36,-16,-1.79518734548471
"611","TAFHFRA","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",26,27,"rencontre_D2F_1_2324_354.pdf","J20",24,26,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"celles sur belle mellois en poitou","club athletique beglais",44,35,9,1.19296060474592
"612","TAFHIYO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","CESSON RENNES METROPOLE HB","LERICHE sebastien",29,31,"rencontre_D1H_2324_631.pdf","J24",27,30,"R",-1,-1,0,0,0,"H",0,1,"D1",2324,"fenix toulouse handball","cesson rennes metropole hb",53,39,14,1.79059019479205
"613","TAFHMUG","LOMME LILLE METROPOLE HB","WORM laurent","HAVRE ATHLETIC CLUB HB","PELLAN stephane",27,29,"rencontre_D2F_1_2324_358.pdf","J20",26,28,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"lomme lille metropole hb","havre athletic club hb",27,31,-4,-0.360876329374007
"614","TAFHNIS","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","HANDBALL PLAN DE CUQUES","SPINCER angelique",33,32,"rencontre_D1F_2324_689.pdf","J24",33,32,"R",1,1,1,0,1,"F",0,0,"D1",2324,"toulon metropole var handball","handball plan de cuques",32,49,-17,-1.91471326349393
"615","TAFHODU","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_634.pdf","J25",30,31,"R",-1,-1,0,0,1,"H",0,1,"D1",2324,"c'chartres metropole handball","provence aix universite club handball",41,48,-7,-0.719454083401682
"616","TAFHOYS","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","SAMBRE AVESNOIS HANDBALL","PETIT clement",27,29,"rencontre_D2F_1_2324_383.pdf","J24",26,29,"R",-1,-1,0,0,0,"F",0,1,"D2",2324,"bouillargues handball nimes mediterranee","sambre avesnois handball",36,60,-24,-2.75139468955851
"617","TAFHRBQ","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","NOISY-LE-GRAND HANDBALL","GHERRAM farid",25,23,"rencontre_D2F_1_2324_374.pdf","J22",24,23,"R",1,1,1,0,0,"F",0,0,"D2",2324,"celles sur belle mellois en poitou","noisy-le-grand handball",48,42,6,0.834382850718245
"618","TAFHVBK","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SARAN LOIRET HB","ROUSSEL jeremy",29,30,"rencontre_D1H_2324_647.pdf","J26",29,29,"R",0,-1,0,1,0,"H",0,1,"D1",2324,"fenix toulouse handball","saran loiret hb",56,40,16,2.0296420308105
"619","TAFHVBL","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","SAINT-RAPHAEL VHB","BRAUX benjamin",28,27,"rencontre_D1H_2324_640.pdf","J26",26,27,"R",-1,1,1,1,0,"H",0,0,"D1",2324,"provence aix universite club handball","saint-raphael vhb",51,50,1,0.236753260672119
"620","TAFHVDQ","CESSON RENNES METROPOLE HB","LERICHE sebastien","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,30,"rencontre_D1H_2324_648.pdf","J27",28,29,"R",-1,-1,0,1,1,"H",0,0,"D1",2324,"cesson rennes metropole hb","provence aix universite club handball",44,54,-10,-1.07803183742936
"621","TAFHVDR","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",32,32,"rencontre_D1H_2324_650.pdf","J27",31,32,"R",-1,0,1,1,0,"H",0,0,"D1",2324,"us creteil handball","limoges hand 87",38,56,-18,-2.03423918150316
"622","TAFHXWO","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",27,26,"rencontre_D2F_1_2324_384.pdf","J24",26,25,"R",1,1,1,0,1,"F",0,0,"D2",2324,"toulouse feminin handball","havre athletic club hb",29,40,-11,-1.19755775543858
"623","TAFHYOZ","US IVRY HANDBALL","DINART didier","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,33,"rencontre_D1H_2324_659.pdf","J28",31,33,"R",-1,-1,0,0,0,"H",0,1,"D1",2324,"us ivry handball","c'chartres metropole handball",42,44,-2,-0.121824493355556
"624","TAFIANV","USAM NIMES GARD","CHAUVET jerome","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",34,37,"rencontre_D1H_2324_670.pdf","J29",34,35,"R",-1,-1,0,0,0,"H",0,1,"D1",2324,"usam nimes gard","limoges hand 87",60,60,0,0.117227342662894
