"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAEUTER","ASUL VAULX EN VELIN","MODENEL sebastien","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,26,"rencontre_D2F_1_2324_233 2.pdf",24,25,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","provence aix universite club handball","provence aix universite club handball",NA,NA,NA
"TAEUTER","ASUL VAULX EN VELIN","MODENEL sebastien","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,26,"rencontre_D2F_1_2324_233 3.pdf",24,25,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","provence aix universite club handball","provence aix universite club handball",NA,NA,NA
"TAEUTER","ASUL VAULX EN VELIN","MODENEL sebastien","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,26,"rencontre_D2F_1_2324_233.pdf",24,25,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","provence aix universite club handball","provence aix universite club handball",NA,NA,NA
"TAEUTET","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,30,"rencontre_D2F_1_2324_235 2.pdf",26,29,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","provence aix universite club handball","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTET","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,30,"rencontre_D2F_1_2324_235 3.pdf",26,29,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","provence aix universite club handball","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTET","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,30,"rencontre_D2F_1_2324_235.pdf",26,29,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","provence aix universite club handball","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTEY","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,33,"rencontre_D2F_1_2324_240 2.pdf",33,32,"R",1,1,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","js cherbourgeoise  manche hb",39,NA,NA
"TAEUTEY","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,33,"rencontre_D2F_1_2324_240 3.pdf",33,32,"R",1,1,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","js cherbourgeoise  manche hb",39,NA,NA
"TAEUTEY","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,33,"rencontre_D2F_1_2324_240.pdf",33,32,"R",1,1,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","js cherbourgeoise  manche hb",39,NA,NA
"TAEUTFB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_243 2.pdf",29,29,"R",0,1,1,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","js cherbourgeoise  manche hb",NA,NA,NA
"TAEUTFB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_243 3.pdf",29,29,"R",0,1,1,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","js cherbourgeoise  manche hb",NA,NA,NA
"TAEUTFB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_243.pdf",29,29,"R",0,1,1,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","js cherbourgeoise  manche hb",NA,NA,NA
"TAEUTFC","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",26,28,"rencontre_D2F_1_2324_244 2.pdf",25,27,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","toulouse feminin handball","handball clermont auvergne metropole 63",35,54,19
"TAEUTFC","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",26,28,"rencontre_D2F_1_2324_244 3.pdf",25,27,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","toulouse feminin handball","handball clermont auvergne metropole 63",35,54,19
"TAEUTFC","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",26,28,"rencontre_D2F_1_2324_244.pdf",25,27,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","toulouse feminin handball","handball clermont auvergne metropole 63",35,54,19
"TAEUTFK","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","VEDEL fabien",26,26,"rencontre_D2F_1_2324_252 2.pdf",25,26,"R",-1,0,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","toulouse feminin handball",39,35,-4
"TAEUTFK","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","VEDEL fabien",26,26,"rencontre_D2F_1_2324_252 3.pdf",25,26,"R",-1,0,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","toulouse feminin handball",39,35,-4
"TAEUTFK","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","VEDEL fabien",26,26,"rencontre_D2F_1_2324_252.pdf",25,26,"R",-1,0,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","toulouse feminin handball",39,35,-4
"TAEUTFL","LOMME LILLE METROPOLE HB","WORM laurent","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,29,"rencontre_D2F_1_2324_253 2.pdf",26,28,"R",-1,-1,0,0,1,"F",1,0,"D2","2324","js cherbourgeoise  manche hb","limoges hand 87",NA,NA,NA
"TAEUTFL","LOMME LILLE METROPOLE HB","WORM laurent","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,29,"rencontre_D2F_1_2324_253 3.pdf",26,28,"R",-1,-1,0,0,1,"F",1,0,"D2","2324","js cherbourgeoise  manche hb","limoges hand 87",NA,NA,NA
"TAEUTFL","LOMME LILLE METROPOLE HB","WORM laurent","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,29,"rencontre_D2F_1_2324_253.pdf",26,28,"R",-1,-1,0,0,1,"F",1,0,"D2","2324","js cherbourgeoise  manche hb","limoges hand 87",NA,NA,NA
"TAEUTFM","LE POUZIN HB 07","KIEFFER sylvain","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",20,20,"rencontre_D2F_1_2324_254 2.pdf",19,20,"R",-1,0,1,0,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTFM","LE POUZIN HB 07","KIEFFER sylvain","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",20,20,"rencontre_D2F_1_2324_254 3.pdf",19,20,"R",-1,0,1,0,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTFM","LE POUZIN HB 07","KIEFFER sylvain","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",20,20,"rencontre_D2F_1_2324_254.pdf",19,20,"R",-1,0,1,0,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTFP","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LE POUZIN HB","KIEFFER sylvain",25,22,"rencontre_D2F_1_2324_257 2.pdf",24,21,"R",1,1,1,0,0,"F",0,0,"D2","2324","limoges hand 87","le pouzin hb 07",NA,39,NA
"TAEUTFP","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LE POUZIN HB","KIEFFER sylvain",25,22,"rencontre_D2F_1_2324_257 3.pdf",24,21,"R",1,1,1,0,0,"F",0,0,"D2","2324","limoges hand 87","le pouzin hb 07",NA,39,NA
"TAEUTFP","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LE POUZIN HB","KIEFFER sylvain",25,22,"rencontre_D2F_1_2324_257.pdf",24,21,"R",1,1,1,0,0,"F",0,0,"D2","2324","limoges hand 87","le pouzin hb 07",NA,39,NA
"TAEUTFV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",25,23,"rencontre_D2F_1_2324_263 2.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","provence aix universite club handball",49,NA,NA
"TAEUTFV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",25,23,"rencontre_D2F_1_2324_263 3.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","provence aix universite club handball",49,NA,NA
"TAEUTFV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",25,23,"rencontre_D2F_1_2324_263.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","provence aix universite club handball",49,NA,NA
"TAEUTFW","ASUL VAULX EN VELIN","MODENEL sebastien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2324_264 2.pdf",23,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","provence aix universite club handball","saint gregoire rennes metropole hb",NA,43,NA
"TAEUTFW","ASUL VAULX EN VELIN","MODENEL sebastien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2324_264 3.pdf",23,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","provence aix universite club handball","saint gregoire rennes metropole hb",NA,43,NA
"TAEUTFW","ASUL VAULX EN VELIN","MODENEL sebastien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2324_264.pdf",23,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","provence aix universite club handball","saint gregoire rennes metropole hb",NA,43,NA
"TAEUTGG","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",32,31,"rencontre_D2F_1_2324_274 2.pdf",31,31,"R",0,1,1,1,1,"F",1,0,"D2","2324","limoges hand 87","le pouzin hb 07",NA,39,NA
"TAEUTGG","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",32,31,"rencontre_D2F_1_2324_274 3.pdf",31,31,"R",0,1,1,1,1,"F",1,0,"D2","2324","limoges hand 87","le pouzin hb 07",NA,39,NA
"TAEUTGG","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",32,31,"rencontre_D2F_1_2324_274.pdf",31,31,"R",0,1,1,1,1,"F",1,0,"D2","2324","limoges hand 87","le pouzin hb 07",NA,39,NA
"TAEUTGH","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","LOMME LILLE METROPOLE HB","WORM laurent",26,23,"rencontre_D2F_1_2324_275 2.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","provence aix universite club handball","js cherbourgeoise  manche hb",NA,NA,NA
"TAEUTGH","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","LOMME LILLE METROPOLE HB","WORM laurent",26,23,"rencontre_D2F_1_2324_275 3.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","provence aix universite club handball","js cherbourgeoise  manche hb",NA,NA,NA
"TAEUTGH","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","LOMME LILLE METROPOLE HB","WORM laurent",26,23,"rencontre_D2F_1_2324_275.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","provence aix universite club handball","js cherbourgeoise  manche hb",NA,NA,NA
"TAEUTGL","TOULOUSE FEMININ HANDBALL","VEDEL fabien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",24,25,"rencontre_D2F_1_2324_279 2.pdf",24,25,"R",-1,-1,0,1,0,"F",0,0,"D2","2324","toulouse feminin handball","limoges hand 87",35,NA,NA
"TAEUTGL","TOULOUSE FEMININ HANDBALL","VEDEL fabien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",24,25,"rencontre_D2F_1_2324_279 3.pdf",24,25,"R",-1,-1,0,1,0,"F",0,0,"D2","2324","toulouse feminin handball","limoges hand 87",35,NA,NA
"TAEUTGL","TOULOUSE FEMININ HANDBALL","VEDEL fabien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",24,25,"rencontre_D2F_1_2324_279.pdf",24,25,"R",-1,-1,0,1,0,"F",0,0,"D2","2324","toulouse feminin handball","limoges hand 87",35,NA,NA
"TAEUTGP","LE POUZIN HB 07","KIEFFER sylvain","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",16,19,"rencontre_D2F_1_2324_283 2.pdf",16,19,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",NA,54,NA
"TAEUTGP","LE POUZIN HB 07","KIEFFER sylvain","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",16,19,"rencontre_D2F_1_2324_283 3.pdf",16,19,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",NA,54,NA
"TAEUTGP","LE POUZIN HB 07","KIEFFER sylvain","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",16,19,"rencontre_D2F_1_2324_283.pdf",16,19,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",NA,54,NA
"TAEUTGR","ASUL VAULX EN VELIN","MODENEL sebastien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,23,"rencontre_D2F_1_2324_285 2.pdf",26,23,"R",1,1,1,0,0,"F",0,1,"D2","2324","provence aix universite club handball","toulouse feminin handball",NA,35,NA
"TAEUTGR","ASUL VAULX EN VELIN","MODENEL sebastien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,23,"rencontre_D2F_1_2324_285 3.pdf",26,23,"R",1,1,1,0,0,"F",0,1,"D2","2324","provence aix universite club handball","toulouse feminin handball",NA,35,NA
"TAEUTGR","ASUL VAULX EN VELIN","MODENEL sebastien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,23,"rencontre_D2F_1_2324_285.pdf",26,23,"R",1,1,1,0,0,"F",0,1,"D2","2324","provence aix universite club handball","toulouse feminin handball",NA,35,NA
"TAEUTGT","HAVRE ATHLETIC CLUB HB","PELLAN stephane","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_287 2.pdf",29,26,"R",1,1,1,1,0,"F",1,0,"D2","2324","le pouzin hb 07","js cherbourgeoise  manche hb",39,NA,NA
"TAEUTGT","HAVRE ATHLETIC CLUB HB","PELLAN stephane","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_287 3.pdf",29,26,"R",1,1,1,1,0,"F",1,0,"D2","2324","le pouzin hb 07","js cherbourgeoise  manche hb",39,NA,NA
"TAEUTGT","HAVRE ATHLETIC CLUB HB","PELLAN stephane","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_287.pdf",29,26,"R",1,1,1,1,0,"F",1,0,"D2","2324","le pouzin hb 07","js cherbourgeoise  manche hb",39,NA,NA
"TAEUTGV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LE POUZIN HB","KIEFFER sylvain",22,20,"rencontre_D2F_1_2324_289 2.pdf",22,20,"R",1,1,1,1,0,"F",0,0,"D2","2324","noisy-le-grand handball","le pouzin hb 07",49,39,-10
"TAEUTGV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LE POUZIN HB","KIEFFER sylvain",22,20,"rencontre_D2F_1_2324_289 3.pdf",22,20,"R",1,1,1,1,0,"F",0,0,"D2","2324","noisy-le-grand handball","le pouzin hb 07",49,39,-10
"TAEUTGV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LE POUZIN HB","KIEFFER sylvain",22,20,"rencontre_D2F_1_2324_289.pdf",22,20,"R",1,1,1,1,0,"F",0,0,"D2","2324","noisy-le-grand handball","le pouzin hb 07",49,39,-10
"TAEUTGZ","LOMME LILLE METROPOLE HB","WORM laurent","ASUL VAULX EN VELIN","MODENEL sebastien",29,26,"rencontre_D2F_1_2324_293 2.pdf",29,26,"R",1,1,1,0,0,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","provence aix universite club handball",NA,NA,NA
"TAEUTGZ","LOMME LILLE METROPOLE HB","WORM laurent","ASUL VAULX EN VELIN","MODENEL sebastien",29,26,"rencontre_D2F_1_2324_293 3.pdf",29,26,"R",1,1,1,0,0,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","provence aix universite club handball",NA,NA,NA
"TAEUTGZ","LOMME LILLE METROPOLE HB","WORM laurent","ASUL VAULX EN VELIN","MODENEL sebastien",29,26,"rencontre_D2F_1_2324_293.pdf",29,26,"R",1,1,1,0,0,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","provence aix universite club handball",NA,NA,NA
"TAEUTHB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","HAVRE ATHLETIC CLUB HB","PELLAN stephane",25,27,"rencontre_D2F_1_2324_295 2.pdf",24,26,"R",-1,-1,0,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","le pouzin hb 07",NA,39,NA
"TAEUTHB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","HAVRE ATHLETIC CLUB HB","PELLAN stephane",25,27,"rencontre_D2F_1_2324_295 3.pdf",24,26,"R",-1,-1,0,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","le pouzin hb 07",NA,39,NA
"TAEUTHB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","HAVRE ATHLETIC CLUB HB","PELLAN stephane",25,27,"rencontre_D2F_1_2324_295.pdf",24,26,"R",-1,-1,0,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","le pouzin hb 07",NA,39,NA
"TAEUTHF","HAVRE ATHLETIC CLUB HB","PELLAN stephane","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,26,"rencontre_D2F_1_2324_299 2.pdf",26,25,"R",1,1,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","handball clermont auvergne metropole 63",39,54,15
"TAEUTHF","HAVRE ATHLETIC CLUB HB","PELLAN stephane","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,26,"rencontre_D2F_1_2324_299 3.pdf",26,25,"R",1,1,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","handball clermont auvergne metropole 63",39,54,15
"TAEUTHF","HAVRE ATHLETIC CLUB HB","PELLAN stephane","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,26,"rencontre_D2F_1_2324_299.pdf",26,25,"R",1,1,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","handball clermont auvergne metropole 63",39,54,15
"TAEUTHG","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LOMME LILLE METROPOLE HB","WORM laurent",33,33,"rencontre_D2F_1_2324_300 2.pdf",33,32,"R",1,0,0,1,1,"F",0,0,"D2","2324","toulouse feminin handball","js cherbourgeoise  manche hb",35,NA,NA
"TAEUTHG","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LOMME LILLE METROPOLE HB","WORM laurent",33,33,"rencontre_D2F_1_2324_300 3.pdf",33,32,"R",1,0,0,1,1,"F",0,0,"D2","2324","toulouse feminin handball","js cherbourgeoise  manche hb",35,NA,NA
"TAEUTHG","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LOMME LILLE METROPOLE HB","WORM laurent",33,33,"rencontre_D2F_1_2324_300.pdf",33,32,"R",1,0,0,1,1,"F",0,0,"D2","2324","toulouse feminin handball","js cherbourgeoise  manche hb",35,NA,NA
"TAEUTHK","ASUL VAULX EN VELIN","MODENEL sebastien","NOISY-LE-GRAND HANDBALL","GHERRAM farid",28,27,"rencontre_D2F_1_2324_304 2.pdf",27,27,"R",0,1,1,1,1,"F",0,0,"D2","2324","provence aix universite club handball","noisy-le-grand handball",NA,49,NA
"TAEUTHK","ASUL VAULX EN VELIN","MODENEL sebastien","NOISY-LE-GRAND HANDBALL","GHERRAM farid",28,27,"rencontre_D2F_1_2324_304 3.pdf",27,27,"R",0,1,1,1,1,"F",0,0,"D2","2324","provence aix universite club handball","noisy-le-grand handball",NA,49,NA
"TAEUTHK","ASUL VAULX EN VELIN","MODENEL sebastien","NOISY-LE-GRAND HANDBALL","GHERRAM farid",28,27,"rencontre_D2F_1_2324_304.pdf",27,27,"R",0,1,1,1,1,"F",0,0,"D2","2324","provence aix universite club handball","noisy-le-grand handball",NA,49,NA
"TAEUTHM","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,33,"rencontre_D2F_1_2324_306 2.pdf",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","limoges hand 87",49,NA,NA
"TAEUTHM","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,33,"rencontre_D2F_1_2324_306 3.pdf",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","limoges hand 87",49,NA,NA
"TAEUTHM","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,33,"rencontre_D2F_1_2324_306.pdf",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","limoges hand 87",49,NA,NA
"TAEUTHN","HANDBALL CLERMONT AUVERGNE METROPOLE 63","BOUSSUGE pierre-yves","ASUL VAULX EN VELIN","MODENEL sebastien",29,28,"rencontre_D2F_1_2324_307 2.pdf",29,27,"R",1,1,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","provence aix universite club handball",39,NA,NA
"TAEUTHN","HANDBALL CLERMONT AUVERGNE METROPOLE 63","BOUSSUGE pierre-yves","ASUL VAULX EN VELIN","MODENEL sebastien",29,28,"rencontre_D2F_1_2324_307 3.pdf",29,27,"R",1,1,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","provence aix universite club handball",39,NA,NA
"TAEUTHN","HANDBALL CLERMONT AUVERGNE METROPOLE 63","BOUSSUGE pierre-yves","ASUL VAULX EN VELIN","MODENEL sebastien",29,28,"rencontre_D2F_1_2324_307.pdf",29,27,"R",1,1,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","provence aix universite club handball",39,NA,NA
"TAEUTHP","LOMME LILLE METROPOLE HB","WORM laurent","LE POUZIN HB","KIEFFER sylvain",29,28,"rencontre_D2F_1_2324_309 2.pdf",29,28,"R",1,1,1,0,0,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","le pouzin hb 07",NA,39,NA
"TAEUTHP","LOMME LILLE METROPOLE HB","WORM laurent","LE POUZIN HB","KIEFFER sylvain",29,28,"rencontre_D2F_1_2324_309 3.pdf",29,28,"R",1,1,1,0,0,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","le pouzin hb 07",NA,39,NA
"TAEUTHP","LOMME LILLE METROPOLE HB","WORM laurent","LE POUZIN HB","KIEFFER sylvain",29,28,"rencontre_D2F_1_2324_309.pdf",29,28,"R",1,1,1,0,0,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","le pouzin hb 07",NA,39,NA
"TAEUTHQ","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",31,31,"rencontre_D2F_1_2324_310 2.pdf",30,31,"R",-1,0,1,0,1,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTHQ","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",31,31,"rencontre_D2F_1_2324_310 3.pdf",30,31,"R",-1,0,1,0,1,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTHQ","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",31,31,"rencontre_D2F_1_2324_310.pdf",30,31,"R",-1,0,1,0,1,"F",0,0,"D2","2324","js cherbourgeoise  manche hb","bouillargues handball nimes metropole",NA,NA,NA
"TAEUTHS","LE POUZIN HB 07","KIEFFER sylvain","HAVRE ATHLETIC CLUB HB","PELLAN stephane",28,27,"rencontre_D2F_1_2324_312 2.pdf",28,26,"R",1,1,1,1,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","le pouzin hb 07",NA,39,NA
"TAEUTHS","LE POUZIN HB 07","KIEFFER sylvain","HAVRE ATHLETIC CLUB HB","PELLAN stephane",28,27,"rencontre_D2F_1_2324_312 3.pdf",28,26,"R",1,1,1,1,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","le pouzin hb 07",NA,39,NA
"TAEUTHS","LE POUZIN HB 07","KIEFFER sylvain","HAVRE ATHLETIC CLUB HB","PELLAN stephane",28,27,"rencontre_D2F_1_2324_312.pdf",28,26,"R",1,1,1,1,0,"F",0,0,"D2","2324","st amand handball -  porte du hainaut","le pouzin hb 07",NA,39,NA
"TAEUTHV","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HANDBALL CLERMONT AUVERGNE METROPOLE","BOUSSUGE pierre-yves",16,19,"rencontre_D2F_1_2324_315 2.pdf",16,18,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","saint gregoire rennes metropole hb","handball clermont auvergne metropole 63",43,54,11
"TAEUTHV","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HANDBALL CLERMONT AUVERGNE METROPOLE","BOUSSUGE pierre-yves",16,19,"rencontre_D2F_1_2324_315 3.pdf",16,18,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","saint gregoire rennes metropole hb","handball clermont auvergne metropole 63",43,54,11
"TAEUTHV","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HANDBALL CLERMONT AUVERGNE METROPOLE","BOUSSUGE pierre-yves",16,19,"rencontre_D2F_1_2324_315.pdf",16,18,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","saint gregoire rennes metropole hb","handball clermont auvergne metropole 63",43,54,11
"TAEUTIA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LE POUZIN HB","KIEFFER sylvain",28,27,"rencontre_D2F_1_2324_320 2.pdf",28,27,"R",1,1,1,0,0,"F",0,0,"D2","2324","toulouse feminin handball","le pouzin hb 07",35,39,4
