"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"SAEDKKJ","ASUL VAULX EN VELIN","MODENEL sebastien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",29,27,"rencontre_D2F_1_2223_379.pdf",28,26,"R",1,1,1,0,0,"F",0,0,"D2","2223","provence aix universite club handball","le pouzin hb 07",NA,NA,NA
"SAEDKKK","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","TOULOUSE FEMININ HANDBALL","SEUTCHIE ludovic",20,21,"rencontre_D2F_1_2223_380 2.pdf",20,20,"R",0,-1,0,0,1,"F",0,0,"D2","2223","saint gregoire rennes metropole hb","toulouse feminin handball",38,44,6
"SAEDKKK","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","TOULOUSE FEMININ HANDBALL","SEUTCHIE ludovic",20,21,"rencontre_D2F_1_2223_380.pdf",20,20,"R",0,-1,0,0,1,"F",0,0,"D2","2223","saint gregoire rennes metropole hb","toulouse feminin handball",38,44,6
"SAEDKKP","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",24,23,"rencontre_D2F_1_2223_385 2.pdf",24,22,"R",1,1,1,1,0,"F",0,0,"D2","2223","le pouzin hb 07","bouillargues handball nimes metropole",NA,45,NA
"SAEDKKP","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",24,23,"rencontre_D2F_1_2223_385.pdf",24,22,"R",1,1,1,1,0,"F",0,0,"D2","2223","le pouzin hb 07","bouillargues handball nimes metropole",NA,45,NA
"SAEDKKZ","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","NOISY LE GRAND HANDBALL","GHERRAM farid",22,25,"rencontre_D2F_1_2223_395 2.pdf",22,24,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","saint gregoire rennes metropole hb","noisy le grand handball",38,55,17
"SAEDKKZ","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","NOISY LE GRAND HANDBALL","GHERRAM farid",22,25,"rencontre_D2F_1_2223_395.pdf",22,24,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","saint gregoire rennes metropole hb","noisy le grand handball",38,55,17
"SAEDKLA","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LOMME LILLE METROPOLE HB","WORM laurent",28,27,"rencontre_D2F_1_2223_396 2.pdf",27,27,"R",0,1,1,0,1,"F",0,0,"D2","2223","limoges hand 87","js cherbourgeoise  manche hb",NA,NA,NA
"SAEDKLA","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LOMME LILLE METROPOLE HB","WORM laurent",28,27,"rencontre_D2F_1_2223_396.pdf",27,27,"R",0,1,1,0,1,"F",0,0,"D2","2223","limoges hand 87","js cherbourgeoise  manche hb",NA,NA,NA
"SAEDKLD","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",23,22,"rencontre_D2F_1_2223_399 2.pdf",23,22,"R",1,1,1,1,0,"F",0,1,"D2","2223","paris 92","handball clermont auvergne metropole 63",NA,53,NA
"SAEDKLD","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",23,22,"rencontre_D2F_1_2223_399.pdf",23,22,"R",1,1,1,1,0,"F",0,1,"D2","2223","paris 92","handball clermont auvergne metropole 63",NA,53,NA
"SAEDKLE","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","PALENTE BESANCON HANDBALL","SECK cheikh",28,27,"rencontre_D2F_1_2223_400 2.pdf",27,27,"R",0,1,1,0,0,"F",0,0,"D2","2223","bouillargues handball nimes metropole","paris 92",45,NA,NA
"SAEDKLE","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","PALENTE BESANCON HANDBALL","SECK cheikh",28,27,"rencontre_D2F_1_2223_400.pdf",27,27,"R",0,1,1,0,0,"F",0,0,"D2","2223","bouillargues handball nimes metropole","paris 92",45,NA,NA
"SAEDKLG","LOMME LILLE METROPOLE HB","WORM laurent","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",29,28,"rencontre_D2F_1_2223_402 2.pdf",13,16,"R",-1,1,1,0,0,"F",0,1,"D2","2223","js cherbourgeoise  manche hb","saint gregoire rennes metropole hb",NA,38,NA
"SAEDKLG","LOMME LILLE METROPOLE HB","WORM laurent","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",29,28,"rencontre_D2F_1_2223_402.pdf",13,16,"R",-1,1,1,0,0,"F",0,1,"D2","2223","js cherbourgeoise  manche hb","saint gregoire rennes metropole hb",NA,38,NA
"SAEDKLH","NOISY LE GRAND HANDBALL","GHERRAM farid","HAVRE ATHLETIC CLUB HB","PELLAN stephane",20,21,"rencontre_D2F_1_2223_403 2.pdf",20,21,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","noisy le grand handball","le pouzin hb 07",55,NA,NA
"SAEDKLH","NOISY LE GRAND HANDBALL","GHERRAM farid","HAVRE ATHLETIC CLUB HB","PELLAN stephane",20,21,"rencontre_D2F_1_2223_403.pdf",20,21,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","noisy le grand handball","le pouzin hb 07",55,NA,NA
"SAEDKLU","LOMME LILLE METROPOLE HB","WORM laurent","TOULOUSE FEMININ HANDBALL","VEDEL fabien",31,29,"rencontre_D2F_1_2223_416 2.pdf",31,28,"R",1,1,1,1,0,"F",1,0,"D2","2223","js cherbourgeoise  manche hb","toulouse feminin handball",NA,44,NA
"SAEDKLU","LOMME LILLE METROPOLE HB","WORM laurent","TOULOUSE FEMININ HANDBALL","VEDEL fabien",31,29,"rencontre_D2F_1_2223_416.pdf",31,28,"R",1,1,1,1,0,"F",1,0,"D2","2223","js cherbourgeoise  manche hb","toulouse feminin handball",NA,44,NA
"SAEDKMA","HAVRE ATHLETIC CLUB HB","PELLAN stephane","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",29,28,"rencontre_D2F_1_2223_422 2.pdf",28,27,"R",1,1,1,1,0,"F",0,0,"D2","2223","le pouzin hb 07","bouillargues handball nimes metropole",NA,45,NA
"SAEDKMA","HAVRE ATHLETIC CLUB HB","PELLAN stephane","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",29,28,"rencontre_D2F_1_2223_422.pdf",28,27,"R",1,1,1,1,0,"F",0,0,"D2","2223","le pouzin hb 07","bouillargues handball nimes metropole",NA,45,NA
"SAEDKMJ","PALENTE BESANCON HANDBALL","SECK cheikh","ASUL VAULX EN VELIN","MODENEL sebastien",24,26,"rencontre_D2F_1_2223_431 2.pdf",24,24,"R",0,-1,0,1,0,"F",0,0,"D2","2223","paris 92","provence aix universite club handball",NA,NA,NA
"SAEDKMJ","PALENTE BESANCON HANDBALL","SECK cheikh","ASUL VAULX EN VELIN","MODENEL sebastien",24,26,"rencontre_D2F_1_2223_431.pdf",24,24,"R",0,-1,0,1,0,"F",0,0,"D2","2223","paris 92","provence aix universite club handball",NA,NA,NA
"SAEDKML","SAMBRE AVESNOIS HANDBALL","PETIT clement","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",27,31,"rencontre_D2F_1_2223_433 2.pdf",27,30,"R",-1,-1,0,1,0,"F",1,0,"D2","2223","paris 92","saint gregoire rennes metropole hb",NA,38,NA
"SAEDKML","SAMBRE AVESNOIS HANDBALL","PETIT clement","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",27,31,"rencontre_D2F_1_2223_433.pdf",27,30,"R",-1,-1,0,1,0,"F",1,0,"D2","2223","paris 92","saint gregoire rennes metropole hb",NA,38,NA
"SAEDKMS","ACHENHEIM TRUCHTERSHEIM","BASNY jan","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",22,20,"rencontre_D2F_1_2223_440 2.pdf",21,19,"R",1,1,1,1,0,"F",1,1,"D2","2223","achenheim truchtersheim","bouillargues handball nimes metropole",63,45,-18
"SAEDKMS","ACHENHEIM TRUCHTERSHEIM","BASNY jan","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",22,20,"rencontre_D2F_1_2223_440.pdf",21,19,"R",1,1,1,1,0,"F",1,1,"D2","2223","achenheim truchtersheim","bouillargues handball nimes metropole",63,45,-18
"SAEDKMU","ASUL VAULX EN VELIN","MODENEL sebastien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",34,36,"rencontre_D2F_1_2223_442 2.pdf",34,36,"R",-1,-1,0,0,0,"F",1,0,"D2","2223","provence aix universite club handball","limoges hand 87",NA,NA,NA
"SAEDKMU","ASUL VAULX EN VELIN","MODENEL sebastien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",34,36,"rencontre_D2F_1_2223_442.pdf",34,36,"R",-1,-1,0,0,0,"F",1,0,"D2","2223","provence aix universite club handball","limoges hand 87",NA,NA,NA
"SAEDKMV","HAVRE ATHLETIC CLUB HB","PELLAN stephane","STELLA SAINT-MAUR HANDBALL","SAMSON remi",20,21,"rencontre_D2F_1_2223_443 2.pdf",19,20,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","le pouzin hb 07","st amand handball -  porte du hainaut",NA,NA,NA
"SAEDKMV","HAVRE ATHLETIC CLUB HB","PELLAN stephane","STELLA SAINT-MAUR HANDBALL","SAMSON remi",20,21,"rencontre_D2F_1_2223_443.pdf",19,20,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","le pouzin hb 07","st amand handball -  porte du hainaut",NA,NA,NA
"SAEDKNA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","SAMBRE AVESNOIS HANDBALL","PETIT clement",23,27,"rencontre_D2F_1_2223_448 2.pdf",23,25,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","toulouse feminin handball","paris 92",44,NA,NA
"SAEDKNA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","SAMBRE AVESNOIS HANDBALL","PETIT clement",23,27,"rencontre_D2F_1_2223_448.pdf",23,25,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","toulouse feminin handball","paris 92",44,NA,NA
"SAEDKNE","PALENTE BESANCON HANDBALL","SECK cheikh","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,27,"rencontre_D2F_1_2223_452 2.pdf",26,27,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","paris 92","le pouzin hb 07",NA,NA,NA
"SAEDKNE","PALENTE BESANCON HANDBALL","SECK cheikh","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,27,"rencontre_D2F_1_2223_452.pdf",26,27,"R",-1,-1,0,0,1,"F",0,0,"D2","2223","paris 92","le pouzin hb 07",NA,NA,NA
"SAEDKNG","SAMBRE AVESNOIS HANDBALL","PETIT clement","ACHENHEIM TRUCHTERSHEIM","BASNY jan",29,26,"rencontre_D2F_1_2223_454 2.pdf",28,26,"R",1,1,1,0,0,"F",0,0,"D2","2223","paris 92","achenheim truchtersheim",NA,63,NA
"SAEDKNG","SAMBRE AVESNOIS HANDBALL","PETIT clement","ACHENHEIM TRUCHTERSHEIM","BASNY jan",29,26,"rencontre_D2F_1_2223_454.pdf",28,26,"R",1,1,1,0,0,"F",0,0,"D2","2223","paris 92","achenheim truchtersheim",NA,63,NA
"SAEDKNI","HAVRE ATHLETIC CLUB HB","PELLAN stephane","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,24,"rencontre_D2F_1_2223_456 2.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D2","2223","le pouzin hb 07","limoges hand 87",NA,NA,NA
"SAEDKNI","HAVRE ATHLETIC CLUB HB","PELLAN stephane","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,24,"rencontre_D2F_1_2223_456.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D2","2223","le pouzin hb 07","limoges hand 87",NA,NA,NA
"SAEDKNM","NOISY LE GRAND HANDBALL","GHERRAM farid","SAMBRE AVESNOIS HANDBALL","PETIT clement",28,27,"rencontre_D2F_1_2223_460 2.pdf",26,26,"R",0,1,1,1,0,"F",0,0,"D2","2223","noisy le grand handball","paris 92",55,NA,NA
"SAEDKNM","NOISY LE GRAND HANDBALL","GHERRAM farid","SAMBRE AVESNOIS HANDBALL","PETIT clement",28,27,"rencontre_D2F_1_2223_460.pdf",26,26,"R",0,1,1,1,0,"F",0,0,"D2","2223","noisy le grand handball","paris 92",55,NA,NA
"SAEDKNN","ACHENHEIM TRUCHTERSHEIM","BASNY jan","STELLA SAINT-MAUR HANDBALL","SAMSON remi",28,25,"rencontre_D2F_1_2223_461 2.pdf",28,25,"R",1,1,1,0,0,"F",1,0,"D2","2223","achenheim truchtersheim","st amand handball -  porte du hainaut",63,NA,NA
"SAEDKNN","ACHENHEIM TRUCHTERSHEIM","BASNY jan","STELLA SAINT-MAUR HANDBALL","SAMSON remi",28,25,"rencontre_D2F_1_2223_461.pdf",28,25,"R",1,1,1,0,0,"F",1,0,"D2","2223","achenheim truchtersheim","st amand handball -  porte du hainaut",63,NA,NA
"SAEDKNO","TOULOUSE FEMININ HANDBALL","VEDEL fabien","PALENTE BESANCON HANDBALL","SECK cheikh",30,28,"rencontre_D2F_1_2223_462 2.pdf",29,27,"R",1,1,1,1,0,"F",0,0,"D2","2223","toulouse feminin handball","paris 92",44,NA,NA
"SAEDKNO","TOULOUSE FEMININ HANDBALL","VEDEL fabien","PALENTE BESANCON HANDBALL","SECK cheikh",30,28,"rencontre_D2F_1_2223_462.pdf",29,27,"R",1,1,1,1,0,"F",0,0,"D2","2223","toulouse feminin handball","paris 92",44,NA,NA
"SAEDKNQ","HAVRE ATHLETIC CLUB HB","PELLAN stephane","NOISY LE GRAND HANDBALL","GHERRAM farid",29,31,"rencontre_D2F_1_2223_464 2.pdf",28,31,"R",-1,-1,0,0,0,"F",0,1,"D2","2223","le pouzin hb 07","noisy le grand handball",NA,55,NA
"SAEDKNQ","HAVRE ATHLETIC CLUB HB","PELLAN stephane","NOISY LE GRAND HANDBALL","GHERRAM farid",29,31,"rencontre_D2F_1_2223_464.pdf",28,31,"R",-1,-1,0,0,0,"F",0,1,"D2","2223","le pouzin hb 07","noisy le grand handball",NA,55,NA
"SAEDKNR","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","LOMME LILLE METROPOLE HB","WORM laurent",30,30,"rencontre_D2F_1_2223_465 2.pdf",30,29,"R",1,0,0,0,1,"F",1,0,"D2","2223","saint gregoire rennes metropole hb","js cherbourgeoise  manche hb",38,NA,NA
"SAEDKNR","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","LOMME LILLE METROPOLE HB","WORM laurent",30,30,"rencontre_D2F_1_2223_465.pdf",30,29,"R",1,0,0,0,1,"F",1,0,"D2","2223","saint gregoire rennes metropole hb","js cherbourgeoise  manche hb",38,NA,NA
"SAEDKNT","PALENTE BESANCON HANDBALL","SECK cheikh","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",24,24,"rencontre_D2F_1_2223_467 2.pdf",22,24,"R",-1,0,1,0,1,"F",0,1,"D2","2223","paris 92","bouillargues handball nimes metropole",NA,45,NA
"SAEDKNT","PALENTE BESANCON HANDBALL","SECK cheikh","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",24,24,"rencontre_D2F_1_2223_467.pdf",22,24,"R",-1,0,1,0,1,"F",0,1,"D2","2223","paris 92","bouillargues handball nimes metropole",NA,45,NA
"SAEDKNU","STELLA SAINT-MAUR HANDBALL","SAMSON remi","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",32,33,"rencontre_D2F_1_2223_468 2.pdf",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",NA,53,NA
"SAEDKNU","STELLA SAINT-MAUR HANDBALL","SAMSON remi","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",32,33,"rencontre_D2F_1_2223_468.pdf",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",NA,53,NA
"SAEDKNW","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,26,"rencontre_D2F_1_2223_470 2.pdf",29,26,"R",1,1,1,0,0,"F",0,0,"D2","2223","bouillargues handball nimes metropole","limoges hand 87",45,NA,NA
"SAEDKNW","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,26,"rencontre_D2F_1_2223_470.pdf",29,26,"R",1,1,1,0,0,"F",0,0,"D2","2223","bouillargues handball nimes metropole","limoges hand 87",45,NA,NA
"SAEDKNZ","NOISY LE GRAND HANDBALL","GHERRAM farid","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent",22,19,"rencontre_D2F_1_2223_473 2.pdf",21,19,"R",1,1,1,0,0,"F",0,0,"D2","2223","noisy le grand handball","toulouse feminin handball",55,44,-11
"SAEDKNZ","NOISY LE GRAND HANDBALL","GHERRAM farid","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent",22,19,"rencontre_D2F_1_2223_473.pdf",21,19,"R",1,1,1,0,0,"F",0,0,"D2","2223","noisy le grand handball","toulouse feminin handball",55,44,-11
"SAEDKOB","SAMBRE AVESNOIS HANDBALL","PETIT clement","STELLA SAINT-MAUR HANDBALL","SAMSON remi",24,25,"rencontre_D2F_1_2223_475 2.pdf",22,25,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","paris 92","st amand handball -  porte du hainaut",NA,NA,NA
"SAEDKOB","SAMBRE AVESNOIS HANDBALL","PETIT clement","STELLA SAINT-MAUR HANDBALL","SAMSON remi",24,25,"rencontre_D2F_1_2223_475.pdf",22,25,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","paris 92","st amand handball -  porte du hainaut",NA,NA,NA
"SAEDKOC","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","PALENTE BESANCON HANDBALL","SECK cheikh",36,34,"rencontre_D2F_1_2223_476 2.pdf",35,34,"R",1,1,1,0,0,"F",0,1,"D2","2223","le pouzin hb 07","paris 92",NA,NA,NA
"SAEDKOC","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","PALENTE BESANCON HANDBALL","SECK cheikh",36,34,"rencontre_D2F_1_2223_476.pdf",35,34,"R",1,1,1,0,0,"F",0,1,"D2","2223","le pouzin hb 07","paris 92",NA,NA,NA
"SAEDKOD","ASUL VAULX EN VELIN","MODENEL sebastien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,27,"rencontre_D2F_1_2223_477 2.pdf",26,27,"R",-1,0,1,0,1,"F",0,0,"D2","2223","provence aix universite club handball","handball clermont auvergne metropole 63",NA,53,NA
"SAEDKOD","ASUL VAULX EN VELIN","MODENEL sebastien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,27,"rencontre_D2F_1_2223_477.pdf",26,27,"R",-1,0,1,0,1,"F",0,0,"D2","2223","provence aix universite club handball","handball clermont auvergne metropole 63",NA,53,NA
"SAEDKOE","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent",23,25,"rencontre_D2F_1_2223_478 2.pdf",23,24,"R",-1,-1,0,0,1,"F",1,0,"D2","2223","le pouzin hb 07","toulouse feminin handball",NA,44,NA
"SAEDKOE","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent",23,25,"rencontre_D2F_1_2223_478.pdf",23,24,"R",-1,-1,0,0,1,"F",1,0,"D2","2223","le pouzin hb 07","toulouse feminin handball",NA,44,NA
"SAEDKOF","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","ACHENHEIM TRUCHTERSHEIM","BASNY jan",24,25,"rencontre_D2F_1_2223_479 2.pdf",24,24,"R",0,-1,0,0,0,"F",1,0,"D2","2223","saint gregoire rennes metropole hb","achenheim truchtersheim",38,63,25
"SAEDKOF","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","ACHENHEIM TRUCHTERSHEIM","BASNY jan",24,25,"rencontre_D2F_1_2223_479.pdf",24,24,"R",0,-1,0,0,0,"F",1,0,"D2","2223","saint gregoire rennes metropole hb","achenheim truchtersheim",38,63,25
"SAEDKOK","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","STELLA SAINT-MAUR HANDBALL","SAMSON remi",23,24,"rencontre_D2F_1_2223_484 2.pdf",22,23,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","bouillargues handball nimes metropole","st amand handball -  porte du hainaut",45,NA,NA
"SAEDKOK","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","STELLA SAINT-MAUR HANDBALL","SAMSON remi",23,24,"rencontre_D2F_1_2223_484.pdf",22,23,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","bouillargues handball nimes metropole","st amand handball -  porte du hainaut",45,NA,NA
"SAEDKON","NOISY LE GRAND HANDBALL","GHERRAM farid","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",28,25,"rencontre_D2F_1_2223_487 2.pdf",27,25,"R",1,1,1,1,0,"F",1,0,"D2","2223","noisy le grand handball","saint gregoire rennes metropole hb",55,38,-17
"SAEDKON","NOISY LE GRAND HANDBALL","GHERRAM farid","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",28,25,"rencontre_D2F_1_2223_487.pdf",27,25,"R",1,1,1,1,0,"F",1,0,"D2","2223","noisy le grand handball","saint gregoire rennes metropole hb",55,38,-17
"SAEDKOR","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","ACHENHEIM TRUCHTERSHEIM","BASNY jan",25,26,"rencontre_D2F_1_2223_491 2.pdf",23,24,"R",-1,-1,0,0,0,"F",1,0,"D2","2223","bouillargues handball nimes metropole","achenheim truchtersheim",45,63,18
"SAEDKOR","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","ACHENHEIM TRUCHTERSHEIM","BASNY jan",25,26,"rencontre_D2F_1_2223_491.pdf",23,24,"R",-1,-1,0,0,0,"F",1,0,"D2","2223","bouillargues handball nimes metropole","achenheim truchtersheim",45,63,18
"SAEDKOU","PALENTE BESANCON HANDBALL","SECK cheikh","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,25,"rencontre_D2F_1_2223_494 2.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D2","2223","paris 92","limoges hand 87",NA,NA,NA
"SAEDKOU","PALENTE BESANCON HANDBALL","SECK cheikh","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,25,"rencontre_D2F_1_2223_494.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D2","2223","paris 92","limoges hand 87",NA,NA,NA
"SAEDKOV","STELLA SAINT-MAUR HANDBALL","SAMSON remi","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2223_495 2.pdf",24,22,"R",1,1,1,0,0,"F",0,0,"D2","2223","st amand handball -  porte du hainaut","saint gregoire rennes metropole hb",NA,38,NA
"SAEDKOV","STELLA SAINT-MAUR HANDBALL","SAMSON remi","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2223_495.pdf",24,22,"R",1,1,1,0,0,"F",0,0,"D2","2223","st amand handball -  porte du hainaut","saint gregoire rennes metropole hb",NA,38,NA
"SAEDKOX","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent",29,32,"rencontre_D2F_1_2223_497 2.pdf",28,30,"R",-1,-1,0,0,1,"F",1,0,"D2","2223","le pouzin hb 07","toulouse feminin handball",NA,44,NA
"SAEDKOX","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent",29,32,"rencontre_D2F_1_2223_497.pdf",28,30,"R",-1,-1,0,0,1,"F",1,0,"D2","2223","le pouzin hb 07","toulouse feminin handball",NA,44,NA
"SAEDKPA","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","SAMBRE AVESNOIS HANDBALL","PETIT clement",26,28,"rencontre_D2F_1_2223_500 2.pdf",25,28,"R",-1,-1,0,0,1,"F",0,1,"D2","2223","saint gregoire rennes metropole hb","paris 92",38,NA,NA
"SAEDKPA","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","SAMBRE AVESNOIS HANDBALL","PETIT clement",26,28,"rencontre_D2F_1_2223_500.pdf",25,28,"R",-1,-1,0,0,1,"F",0,1,"D2","2223","saint gregoire rennes metropole hb","paris 92",38,NA,NA
"SAEDKPB","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","STELLA SAINT-MAUR HANDBALL","SAMSON remi",20,23,"rencontre_D2F_1_2223_501 2.pdf",20,22,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","limoges hand 87","st amand handball -  porte du hainaut",NA,NA,NA
"SAEDKPB","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","STELLA SAINT-MAUR HANDBALL","SAMSON remi",20,23,"rencontre_D2F_1_2223_501.pdf",20,22,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","limoges hand 87","st amand handball -  porte du hainaut",NA,NA,NA
"SAEDKPC","NOISY LE GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",31,29,"rencontre_D2F_1_2223_502 2.pdf",30,28,"R",1,1,1,1,0,"F",0,0,"D2","2223","noisy le grand handball","js cherbourgeoise  manche hb",55,NA,NA
"SAEDKPC","NOISY LE GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",31,29,"rencontre_D2F_1_2223_502.pdf",30,28,"R",1,1,1,1,0,"F",0,0,"D2","2223","noisy le grand handball","js cherbourgeoise  manche hb",55,NA,NA
"SAEDKPE","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,22,"rencontre_D2F_1_2223_504 2.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2223","toulouse feminin handball","bouillargues handball nimes metropole",44,45,1
"SAEDKPE","TOULOUSE FEMININ HANDBALL","PUIGSEGUR laurent","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,22,"rencontre_D2F_1_2223_504.pdf",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2223","toulouse feminin handball","bouillargues handball nimes metropole",44,45,1
"SAEDKPI","NOISY LE GRAND HANDBALL","GHERRAM farid","ASUL VAULX EN VELIN","MODENEL sebastien",25,28,"rencontre_D2F_1_2223_508 2.pdf",24,26,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","noisy le grand handball","provence aix universite club handball",55,NA,NA
"SAEDKPI","NOISY LE GRAND HANDBALL","GHERRAM farid","ASUL VAULX EN VELIN","MODENEL sebastien",25,28,"rencontre_D2F_1_2223_508.pdf",24,26,"R",-1,-1,0,0,0,"F",0,0,"D2","2223","noisy le grand handball","provence aix universite club handball",55,NA,NA
